id_producto,producto,proveedor,categoria
174,Yerba Mate Menta Boldo Kurupi 500 Gr,Kurupi,/ABARROTES Y DESPENSA/Desayuno/Té e Infusiones/
172,Yerba Mate Menta Limon Campesino 500 Gr,Campesino,/ABARROTES Y DESPENSA/Desayuno/Té e Infusiones/
175,Yerba Mate Menta Limon Kurupi 500 Gr,Kurupi,/ABARROTES Y DESPENSA/Desayuno/Té e Infusiones/
519,Yogurt Bebible Light Frutilla Pil 1000 Gr,Pil,/LÁCTEOS/Yogurt/Yogurt Bebible/
1868,Yogurt Bebible Sabor Durazno Pil Bolsa 1000 Ml,Pil,/LÁCTEOS/Yogurt/
520,Yogurt Bebible Sabor Frutilla Pil 100 Gr,Pil,/LÁCTEOS/Yogurt/Yogurt Bebible/
1976,Yogurt Bebible sabor Frutilla Pil Bolsa 1 Kg,Pil,/LÁCTEOS/Yogurt/Yogurt Bebible/
1955,Yogurt Bebible sabor Mora Pil 1000 Gr,Pil,/LÁCTEOS/Yogurt/Yogurt Bebible/
1625,Yuca Comun Olivos,Olivos,/FRUTAS Y VERDURAS/Verduras/
1572,Zapallo Grande Impex,Impex,/FRUTAS Y VERDURAS/Verduras/
428,Aceite Comestible Crisol 900 Ml,Crisol,/ABARROTES Y DESPENSA/Aceites y Vinagres/Aceite Vegetal/
947,Aceite Fino Mental Activ 900 Ml,Fino,/ABARROTES Y DESPENSA/Aceites y Vinagres/Aceite Vegetal/
945,Aceite Fino Vegetal 900 Ml,Fino,/ABARROTES Y DESPENSA/Aceites y Vinagres/Aceite Vegetal/
412,Aceite Light Fino 1800 Ml,Fino,/ABARROTES Y DESPENSA/Aceites y Vinagres/Aceite Vegetal/
413,Aceite Light Fino 900 Ml,Fino,/ABARROTES Y DESPENSA/Aceites y Vinagres/Aceite Vegetal/
942,Aceite Sabrosa Light 1.800 Ml,Sabrosa,/ABARROTES Y DESPENSA/Aceites y Vinagres/Aceite Vegetal/
941,Aceite Sabrosa Vegetal 1.800 Ml,Sabrosa,/ABARROTES Y DESPENSA/Aceites y Vinagres/Aceite Vegetal/
427,Aceite de Girasol  Girasol 900 Ml,Girasol,/ABARROTES Y DESPENSA/Aceites y Vinagres/Aceite Vegetal/
423,Aceite de Girasol Sabrosa 900 Ml,Sabrosa,/ABARROTES Y DESPENSA/Aceites y Vinagres/Aceite Vegetal/
187,Aceite de Maiz Arcor 900 Ml,Arcor,/ABARROTES Y DESPENSA/Aceites y Vinagres/Aceites Especiales/
992,Aceite de Oliva Borges 750 Ml,Borges,/ABARROTES Y DESPENSA/Aceites y Vinagres/Aceite de Oliva/
1992,Aceite de Oliva Cocinero 500 Ml,Cocinero,/ABARROTES Y DESPENSA/Aceites y Vinagres/Aceite de Oliva/
657,Aceite de Oliva Extra Virgen Cocinero 250 Ml,Cocinero,/ABARROTES Y DESPENSA/Aceites y Vinagres/Aceite de Oliva/
658,Aceite de Oliva Extra Virgen Cocinero 500 Ml,Cocinero,/ABARROTES Y DESPENSA/Aceites y Vinagres/Aceite de Oliva/
433,Aceite de Oliva Virgen Extra La Española 250 Ml,La Española,/ABARROTES Y DESPENSA/Aceites y Vinagres/Aceite de Oliva/
672,Aceituna Verde Sachet Cebila 100 Gr,Cebila,/ABARROTES Y DESPENSA/Conservas/Aceitunas en Conserva/
1539,Achachairu Impex,Impex,/FRUTAS Y VERDURAS/Verduras/
1354,Acodncionador Ritual de Fortalecimiento Dove 400 Ml,Dove,/CUIDADO PERSONAL/Cuidado del Cabello/Acondicionador/
967,Acondicionador Antioxidante Plusbelle 1 Lt,Plusbelle,/CUIDADO PERSONAL/Cuidado del Cabello/Acondicionador/
2046,Acondicionador Arginina Resist Elvive 400 Ml,Loreal,/CUIDADO PERSONAL/Cuidado del Cabello/Acondicionador/
1358,Acondicionador Bajo Poo Nutricion Tresemme 400 Ml,Tresemme,/CUIDADO PERSONAL/Cuidado del Cabello/Acondicionador/
1259,Acondicionador Bomba Coco Sedal 340 Ml,Sedal,/CUIDADO PERSONAL/Cuidado del Cabello/Acondicionador/
1260,Acondicionador Bomba Coco Sedal 650 Ml,Sedal,/CUIDADO PERSONAL/Cuidado del Cabello/Acondicionador/
963,Acondicionador Brillo Plusbelle 1 Lt,Plusbelle,/CUIDADO PERSONAL/Cuidado del Cabello/Acondicionador/
320,Acondicionador Cabello Teñido Loreal 400 Ml,Loreal,/CUIDADO PERSONAL/Cuidado del Cabello/Acondicionador/
332,Acondicionador Concentrado Nutritivo Dove 170 Ml,Dove,/CUIDADO PERSONAL/Cuidado del Cabello/Acondicionador/
1326,Acondicionador Control Caida Dove 400 Ml,Dove,/CUIDADO PERSONAL/Cuidado del Cabello/Acondicionador/
1350,Acondicionador Detox Capilar Tresemme 400 Ml,Tresemme,/CUIDADO PERSONAL/Cuidado del Cabello/Acondicionador/
1348,Acondicionador Detox Capilar Tresemme 400 Ml,Tresemme,/CUIDADO PERSONAL/Cuidado del Cabello/Acondicionador/
1351,Acondicionador Detox Capilar Tresemme 750 Ml,Tresemme,/CUIDADO PERSONAL/Cuidado del Cabello/Acondicionador/
1349,Acondicionador Detox Capilar Tresemme 750 Ml,Tresemme,/CUIDADO PERSONAL/Cuidado del Cabello/Acondicionador/
974,Acondicionador Detox Plusbelle 1 Lt,Plusbelle,/CUIDADO PERSONAL/Cuidado del Cabello/Acondicionador/
2049,Acondicionador Dream Long Elvive 400 Ml,Loreal,/CUIDADO PERSONAL/Cuidado del Cabello/Acondicionador/
2050,Acondicionador Dream Long Liss Elvive 400 Ml,Loreal,/CUIDADO PERSONAL/Cuidado del Cabello/Acondicionador/
2058,Acondicionador Dream Long Liss Elvive 680 Ml,Loreal,/CUIDADO PERSONAL/Cuidado del Cabello/Acondicionador/
964,Acondicionador Frescura Plusbelle 1 Lt,Plusbelle,/CUIDADO PERSONAL/Cuidado del Cabello/Acondicionador/
1261,Acondicionador Fuerza Vital Dove 400 Ml,Dove,/CUIDADO PERSONAL/Cuidado del Cabello/Acondicionador/
2105,Acondicionador Hair Food Fructis 300 Ml,Fructis Hair Food,/CUIDADO PERSONAL/Cuidado del Cabello/Acondicionador/
1346,Acondicionador Hidratacion Intensa Dove 400 Ml,Dove,/CUIDADO PERSONAL/Cuidado del Cabello/Acondicionador/
979,Acondicionador Kids Fuerza Plusbelle 750 Ml,Plusbelle,/CUIDADO PERSONAL/Cuidado del Cabello/Acondicionador/
800,Acondicionador Leche de Coco Bio Familiand 750 Ml,Familand,/CUIDADO PERSONAL/Cuidado del Cabello/Accesorios para Cabello/
1330,Acondicionador Liso Keratina Perla Tresemme 400 Ml,Tresemme,/CUIDADO PERSONAL/Cuidado del Cabello/Acondicionador/
1331,Acondicionador Liso Keratina Tresemme 750 Ml,Tresemme,/CUIDADO PERSONAL/Cuidado del Cabello/Acondicionador/
1220,Acondicionador Liso Perfecto Sedal 340 Ml,Sedal,/CUIDADO PERSONAL/Cuidado del Cabello/Acondicionador/
1360,Acondicionador Nutricion Oleo Micelar Dove 400 Ml,Dove,/CUIDADO PERSONAL/Cuidado del Cabello/Acondicionador/
966,Acondicionador Nutrición Plusbelle 1 Lt,Plusbelle,/CUIDADO PERSONAL/Cuidado del Cabello/Acondicionador/
2048,Acondicionador Oleo Coco Elvive 400 Ml,Loreal,/CUIDADO PERSONAL/Cuidado del Cabello/Acondicionador/
2055,Acondicionador Oleo Coco Elvive 680 Ml,Loreal,/CUIDADO PERSONAL/Cuidado del Cabello/Acondicionador/
2045,Acondicionador Oleo Extraordinario Normal Elvive 400 Ml,Loreal,/CUIDADO PERSONAL/Cuidado del Cabello/Acondicionador/
2057,Acondicionador Oleo Extraordinario Nutricion Elvive 680 Ml,Loreal,/CUIDADO PERSONAL/Cuidado del Cabello/Acondicionador/
1342,Acondicionador Oleo Nutricion Dove 750 Ml,Dove,/CUIDADO PERSONAL/Cuidado del Cabello/Acondicionador/
1860,Acondicionador Palta oliva Bio Cabellos Normal Seco Familand 750 Ml,Familand,/CUIDADO PERSONAL/Cuidado del Cabello/Acondicionador/
976,Acondicionador Protección Plusbelle1 Lt,Plusbelle,/CUIDADO PERSONAL/Cuidado del Cabello/Acondicionador/
1321,Acondicionador Reconstruccion Completa Dove 200Ml,Dove,/CUIDADO PERSONAL/Cuidado del Cabello/Acondicionador/
1207,Acondicionador Reconstruccion Completa Dove 400 Ml,Dove,/CUIDADO PERSONAL/Cuidado del Cabello/Acondicionador/
1206,Acondicionador Reconstruccion Completa Dove 750 Ml,Dove,/CUIDADO PERSONAL/Cuidado del Cabello/Acondicionador/
1335,Acondicionador Regeneracion Triplex Tresemme 400 Ml,Tresemme,/CUIDADO PERSONAL/Cuidado del Cabello/Acondicionador/
1336,Acondicionador Regeneracion Triplex Tresemme 750 Ml,Tresemme,/CUIDADO PERSONAL/Cuidado del Cabello/Acondicionador/
1262,Acondicionador Reparacion Extrema Dove 400 Ml,Dove,/CUIDADO PERSONAL/Cuidado del Cabello/Acondicionador/
2047,Acondicionador Reparacion Total 5 Elvive 400 Ml,Loreal,/CUIDADO PERSONAL/Cuidado del Cabello/Acondicionador/
2056,Acondicionador Reparacion Total 5 Extrema Elvive 680 Ml,Loreal,/CUIDADO PERSONAL/Cuidado del Cabello/Acondicionador/
2044,Acondicionador Reparacion Total Extrema Elvive 400 Ml,Loreal,/CUIDADO PERSONAL/Cuidado del Cabello/Acondicionador/
1371,Acondicionador Ritual Detox Dove 400 Ml,Dove,/CUIDADO PERSONAL/Cuidado del Cabello/Acondicionador/
1370,Acondicionador Ritual de Crecimiento Dove 400 Ml,Dove,/CUIDADO PERSONAL/Cuidado del Cabello/Acondicionador/
1356,Acondicionador Ritual de Reparacion Dove 400 Ml,Dove,/CUIDADO PERSONAL/Cuidado del Cabello/Acondicionador/
1223,Acondicionador Rizos Definidos Sedal 340 Ml,Sedal,/CUIDADO PERSONAL/Cuidado del Cabello/Acondicionador/
1228,Acondicionador Rizos Definidos Sedal 650 Ml,Sedal,/CUIDADO PERSONAL/Cuidado del Cabello/Acondicionador/
965,Acondicionador Suavidad Plusbelle 1 Lt,Plusbelle,/CUIDADO PERSONAL/Cuidado del Cabello/Acondicionador/
1243,Acondicionador Tratamiento Bomba Argan Sedal 650 Ml,Sedal,/CUIDADO PERSONAL/Cuidado del Cabello/Acondicionador/
1222,Acondicionador Tratamiento Restauracion Inst. Sedal 340 Ml,Sedal,/CUIDADO PERSONAL/Cuidado del Cabello/Acondicionador/
1227,Acondicionador Tratamiento Restauracion Inst. Sedal 650 Ml,Sedal,/CUIDADO PERSONAL/Cuidado del Cabello/Acondicionador/
1219,Acondicionador Tratamiento con Ceramidas Sedal 340 Ml,Sedal,/CUIDADO PERSONAL/Cuidado del Cabello/Acondicionador/
1234,Acondicionador bomba de Nutricion Sedal 340 Ml,Sedal,/CUIDADO PERSONAL/Cuidado del Cabello/Acondicionador/
56,Aerosol Mata Todo Tyson 360 Cm3,Tyson,/LIMPIEZA Y DETERGENTES/Ambientadores e Insecticidas/Insecticidas/
42,Agua Lavandina Aditiva Marina X-5 1 Lt,X-5,/LIMPIEZA Y DETERGENTES/Limpieza del Hogar/Lavandina/
388,Agua de Coco Ducoco 1 Lt,Ducoco,"/BEBIDAS, CERVEZAS Y LICORES/Aguas/Agua Saborizada/"
1982,Agua de Coco Thai 330 ML,Thai,"/BEBIDAS, CERVEZAS Y LICORES/Aguas/Agua Saborizada/"
731,Ajo Molido Pet Maccormick 82 Gr,Mccormick,/ABARROTES Y DESPENSA/Salsas y Condimentos/Otros Condimentos/
1844,Alas de Pollo en Bandeja Sofia,Sofia,"/CARNES, MARISCOS Y PESCADO/Pollo/"
1994,Alcaparras Hemmer 170 Gr,Hemmer,/ABARROTES Y DESPENSA/Conservas/Verduras en Conserva/
1995,Alcaparras Hemmer Doy Pack 100 Gr,Hemmer,/ABARROTES Y DESPENSA/Conservas/Verduras en Conserva/
345,Alcohol Etilico Aguai 250 Ml,Aguai,/CUIDADO PERSONAL/Jabones y Perfumería/Sanitizador/
186,Alcohol Guabira 1 Lt,Guabira,/CUIDADO PERSONAL/Jabones y Perfumería/Sanitizador/
2008,Alcohol en Gel Antibacterial Ocean Aval Gatillo 380 Ml,Aval,/CUIDADO PERSONAL/Jabones y Perfumería/Sanitizador/
2013,Alcohol en Gel Antibacterial Tender Baby Aval 380 Ml,Aval,/CUIDADO PERSONAL/Jabones y Perfumería/Sanitizador/
272,Alimento Pescado Adulto Cat Chow 85 Gr,Cat Chow,/MASCOTAS/Gatos/
273,Alimento de Pavo y Pollo Adulto Raza Pequena Dog Chow 100 Gr,Dog Chow,/MASCOTAS/Perros/
831,Alimento para Adulto PedIgree 3 Kg,Pedigree,/MASCOTAS/Perros/
838,Alimento para Gatito Carne y Leche Whiskas 500 Gr,Whiskas,/MASCOTAS/Gatos/
839,Alimento para Mascota Adulto Carne Whiskas 1 Kg,Whiskas,/MASCOTAS/Gatos/
843,Alimento para Mascota Adulto Carne Whiskas 10 Kg,Whiskas,/MASCOTAS/Gatos/
841,Alimento para Mascota Adulto Pescado Whiskas 1 Kg,Whiskas,/MASCOTAS/Gatos/
844,Alimento para Mascota Adulto Pescado Whiskas 10 Kg,Whiskas,/MASCOTAS/Gatos/
1379,Almidon de Maiz Maizena 1 KG,Maizena,/ABARROTES Y DESPENSA/Salsas y Condimentos/Harinas/
446,Almidon de Maiz Maizena 200 Gr,Maizena,/ABARROTES Y DESPENSA/Salsas y Condimentos/Harinas/
1378,Almidon de Maiz Maizena 500 Gr,Maizena,/ABARROTES Y DESPENSA/Salsas y Condimentos/Harinas/
744,Ambientador Aerosol Caricias de Bebe Glade 360 Ml,Glade,/LIMPIEZA Y DETERGENTES/Ambientadores e Insecticidas/Ambientadores/
743,Ambientador Aerosol Lavanda Glade 360 Ml,Glade,/LIMPIEZA Y DETERGENTES/Ambientadores e Insecticidas/Ambientadores/
2015,Ambientador Antitabaco Glade Aerosol 360 Ml,Glade,/LIMPIEZA Y DETERGENTES/Ambientadores e Insecticidas/Ambientadores/
735,Ambientador Aroma Lavanda Herbal Poett 360 Ml,Poett,/LIMPIEZA Y DETERGENTES/Ambientadores e Insecticidas/Ambientadores/
736,Ambientador Bebe Poett 360 Ml,Poett,/LIMPIEZA Y DETERGENTES/Ambientadores e Insecticidas/Ambientadores/
1,Ambientador Con Gatillo Air 2,Febreze,/LIMPIEZA Y DETERGENTES/Ambientadores e Insecticidas/Ambientadores/
737,Ambientador Espiritu Joven Poett 360 Ml,Poett,/LIMPIEZA Y DETERGENTES/Ambientadores e Insecticidas/Ambientadores/
2016,Ambientador Harmony Glade Aerosol 360 Ml,Glade,/LIMPIEZA Y DETERGENTES/Ambientadores e Insecticidas/Ambientadores/
742,Ambientador en Aerosol Matic Magnolia y Cherry Refill Air Wick 250 Ml,Air Wick,/LIMPIEZA Y DETERGENTES/Ambientadores e Insecticidas/Ambientadores/
465,Ampollas Tratamiento Capilar Hidro Sellador Pantene Pro V3 Unds,Pantene,/CUIDADO PERSONAL/Cuidado del Cabello/Tratamiento para Cabello/
464,Ampollas Tratamiento Capilar Rescate Pantene Pro V3 Unds,Pantene,/CUIDADO PERSONAL/Cuidado del Cabello/Tratamiento para Cabello/
330,Antitranspirante Barra Original Crema Humectante Dove 50 Gr,Dove,/CUIDADO PERSONAL/Jabones y Perfumería/Desodorantes y Antitranspirantes/
2181,Antitranspirante en Barra Lady Speed Stick 45 Gr,Spped Stick,/CUIDADO PERSONAL/Jabones y Perfumería/Desodorantes y Antitranspirantes/
2145,Antitranspirante en Barra Speed Stick 50 Gr,Peed Stick,/CUIDADO PERSONAL/Jabones y Perfumería/Desodorantes y Antitranspirantes/
738,Aparato Automatico Citrico Air Wick 250 Ml,Air Wick,/LIMPIEZA Y DETERGENTES/Ambientadores e Insecticidas/Ambientadores/
1106,Arco Con Hilo Dental 30 Unidades,Foramen,/CUIDADO PERSONAL/Cuidado Oral/Hilo Dental y Otros/
277,Arena para Mascota Gatos Klin Kat 5 Gr,Klin Kat,/MASCOTAS/Accesorios para Mascotas/
52,Aromatizante Anti Tabaco Ola 252 Gr,Ola,/LIMPIEZA Y DETERGENTES/Ambientadores e Insecticidas/Ambientadores/
53,Aromatizante de Ambiente Marina Ola 300 Ml,Ola,/LIMPIEZA Y DETERGENTES/Ambientadores e Insecticidas/Ambientadores/
422,Arroz Grano de Oro Caisy 5 Kg,Caisy,/ABARROTES Y DESPENSA/Arroz/Arroz Superior/
419,Arroz Perlado Caizy 5 Kg,Caisy,/ABARROTES Y DESPENSA/Arroz/Arroz Extra/
1434,Asado Cuadrado Cuadrada Parrillero Frigor x kg,Frigor,"/CARNES, MARISCOS Y PESCADO/Cortes por Kg./"
679,Atun Grated en Agua Aceite Real 185 Gr,Real,/ABARROTES Y DESPENSA/Conservas/Pescados en Conserva/
223,Atun en Aceite Van Camps 354 Gr,Van Camps,/ABARROTES Y DESPENSA/Conservas/Pescados en Conserva/
224,Atun en Agua Van Camps 354 Gr,Van Camps,/ABARROTES Y DESPENSA/Conservas/Pescados en Conserva/
142,Avena Instantanea Princesa 350 Gr,Princesa,/ABARROTES Y DESPENSA/Desayuno/Cereales/
344,Azucar Aguai 1100 Gr,Aguai,/ABARROTES Y DESPENSA/Azucar y Endulzantes/Azucar/
452,Azucar Blanca Unagro Dulcy 1 Kg,Dulcy,/ABARROTES Y DESPENSA/Azucar y Endulzantes/Azucar/
184,Azucar Guabira 1-1 Kg,Guabira,/ABARROTES Y DESPENSA/Azucar y Endulzantes/Azucar/
183,Azucar Guabira 5-5 kg,Guabira,/ABARROTES Y DESPENSA/Azucar y Endulzantes/Azucar/
417,Azucar La Belgica 1 Kg,La Belgica,/ABARROTES Y DESPENSA/Azucar y Endulzantes/Azucar/
795,Bandas de Cera Depiladora Piel Normal Veet 8 Unds,Veet,/CUIDADO PERSONAL/Jabones y Perfumería/Talcos y Cuidado de Pies/
873,Barra de Chocolate con Caramelo Twix Mars 50.7 Gr,Mars,/ABARROTES Y DESPENSA/Snacks y Golosinas/Chocolates/
2003,Barra de Chocolate con Leche Garoto 90 Gr,Garoto,/ABARROTES Y DESPENSA/Snacks y Golosinas/Chocolates/
881,Baton Chocolate con Leche Relleno Frutilla Garoto 16 Gr,Garoto,/ABARROTES Y DESPENSA/Snacks y Golosinas/Chocolates/
397,Bebida Energizante Monster Energy 473 Ml,Monster,"/BEBIDAS, CERVEZAS Y LICORES/Isotónicos y Energizantes/"
387,Bebida de Aloe Vera Tai 500 Ml,Tai,"/BEBIDAS, CERVEZAS Y LICORES/Jugos/Nectar/"
396,Bebida de Malta Maltin 473 Ml,Maltin,"/BEBIDAS, CERVEZAS Y LICORES/Isotónicos y Energizantes/"
1587,Berenjena Abasto,Abasto,/FRUTAS Y VERDURAS/Verduras/
1436,Bife Chorizo Lomo Ancho Frigor x kg,Frigor,"/CARNES, MARISCOS Y PESCADO/Cortes por Kg./"
521,Biogurt Mango Pil 1000 Gr,Pil,"/LÁCTEOS/Yogurt/Yogurt Dietetico, Yogurt Griego/"
1952,Biogurt Sabor Durazno Pil 1 Lt,Pil,/LÁCTEOS/Yogurt/Yogurt Bebible/
1968,Biogurt sabor Frutilla Pil Bot 1 Lt,Pil,/LÁCTEOS/Yogurt/Yogurt Bebible/
1440,Bola Lomo Bollo Chico Bife Frigor Bandeja x kg,Frigor,"/CARNES, MARISCOS Y PESCADO/Cortes por Kg./"
1439,Bola Lomo Bollo Chico Frigor x kg,Frigor,"/CARNES, MARISCOS Y PESCADO/Cortes por Kg./"
85,Bolsa Basurera 60 cm x 63 cm Ola 10 Unds,Ola,/LIMPIEZA Y DETERGENTES/Utensilios de Limpieza/Bolsas de Basura/
24,Bolsas Basureras 78 cm x 95 cm Ola 75 Lts,Ola,/LIMPIEZA Y DETERGENTES/Limpieza de Cocina/Papel Toalla y Servilletas/
1845,Brochetas de Corazon de Pollo en Bandeja Sofia,Sofia,"/CARNES, MARISCOS Y PESCADO/Pollo/"
701,Budin Gotas de Chocolate Bauducco 200 Gr,Bauducco,/ABARROTES Y DESPENSA/Desayuno/Galletas/
680,Cafe Frasco Clasico Iguaçu 100 Gr,Iguaçu,/ABARROTES Y DESPENSA/Desayuno/Café/
681,Cafe Gourtmet Iguaçu 50 Gr,Iguaçu,/ABARROTES Y DESPENSA/Desayuno/Café/
216,Café Clasico en Sachet Iguaçu 50 Gr,Iguaçu,/ABARROTES Y DESPENSA/Desayuno/Café/
219,Café Gourmet Sachet Iguaçu 50 Gr,Iguaçu,/ABARROTES Y DESPENSA/Desayuno/Café/
2149,Café Grano Posdata 250 Gr,Posdata,/ABARROTES Y DESPENSA/Desayuno/Café/
1904,Café Liofilizado Premium Monaco Pil 200 Gr,Pil,/ABARROTES Y DESPENSA/Desayuno/Café/
1926,Café Liofilizado Premium Monaco Pil 300 Gr,Pil,/ABARROTES Y DESPENSA/Desayuno/Café/
2148,Café Molido Posdata 250 Gr,Posdata,/ABARROTES Y DESPENSA/Desayuno/Café/
1888,Café Tradición en Sachet Nescafe Nestle 50 Gr,Nestle,/ABARROTES Y DESPENSA/Desayuno/Café/
1840,Calitas de Maiz San Javier 200 Gr,San Javier,/Panadería y Repostería/Bizcochos/
1996,Canela Molida McCormick 55 Gr,Mccormick,/ABARROTES Y DESPENSA/Salsas y Condimentos/Otros Condimentos/
1441,Carne para Pimenton Corazon Cuadril Frigor Bandeja x kg,Frigor,"/CARNES, MARISCOS Y PESCADO/Cortes por Kg./"
1998,Cebolla Molida McCormick 66 Gr,Mccormick,/ABARROTES Y DESPENSA/Salsas y Condimentos/Otros Condimentos/
1592,Cebolla Roja Abasto,Abasto,/FRUTAS Y VERDURAS/Verduras/
1993,Cebollita Cristal Hemmer 200 Gr,Hemmer,/ABARROTES Y DESPENSA/Conservas/Verduras en Conserva/
1099,Cepillo Baby Con Protector Foramen Unidad,Foramen,/CUIDADO PERSONAL/Cuidado Oral/Cepillos de Dientes/
1100,Cepillo Blanqueador Foramen Unidad,Foramen,/CUIDADO PERSONAL/Cuidado Oral/Cepillos de Dientes/
1105,Cepillo Charcoal Foramen Unidad,Foramen,/CUIDADO PERSONAL/Cuidado Oral/Cepillos de Dientes/
2128,Cepillo Dental Medio Accion Limpiadora Colgate 2 Unds,Colgate,/CUIDADO PERSONAL/Cuidado Oral/Cepillos de Dientes/
1054,Cepillo Dual Medio Foramen Unidad,Foramen,/CUIDADO PERSONAL/Cuidado Oral/Cepillos de Dientes/
1053,Cepillo Dual Suave Foramen Unidad,Foramen,/CUIDADO PERSONAL/Cuidado Oral/Cepillos de Dientes/
1088,Cepillo Expert 3 Medio Foramen 2X1,Foramen,/CUIDADO PERSONAL/Cuidado Oral/Cepillos de Dientes/
1062,Cepillo Expert 3 Suave Foramen,Foramen,/CUIDADO PERSONAL/Cuidado Oral/Cepillos de Dientes/
1069,Cepillo Expert Pro Medio Foramen Unidad,Foramen,/CUIDADO PERSONAL/Cuidado Oral/Cepillos de Dientes/
1068,Cepillo Expert Pro Suave Foramen Unidad,Foramen,/CUIDADO PERSONAL/Cuidado Oral/Cepillos de Dientes/
1087,Cepillo F Expert 3 Suave Foramen 2X1,Foramen,/CUIDADO PERSONAL/Cuidado Oral/Cepillos de Dientes/
1074,Cepillo F-6 Maxi Tynex Medio Foramen Unidad,Foramen,/CUIDADO PERSONAL/Cuidado Oral/Cepillos de Dientes/
1086,Cepillo F30 Tynex Duro Foramen 2X1,Foramen,/CUIDADO PERSONAL/Cuidado Oral/Cepillos de Dientes/
1085,Cepillo F30 Tynex Medio Foramen 2X1,Foramen,/CUIDADO PERSONAL/Cuidado Oral/Cepillos de Dientes/
1042,Cepillo F30 Tynex Suave Foramen,Foramen,/CUIDADO PERSONAL/Cuidado Oral/Cepillos de Dientes/
1083,Cepillo F92 Clinic Doble 2X1 Duro Foramen,Foramen,/CUIDADO PERSONAL/Cuidado Oral/Cepillos de Dientes/
1084,Cepillo F92 Clinic Doble 2X1 Medio Foramen,Foramen,/CUIDADO PERSONAL/Cuidado Oral/Cepillos de Dientes/
1024,Cepillo F92 Clinic Doble 2X1 Suave Foramen,Foramen,/CUIDADO PERSONAL/Cuidado Oral/Cepillos de Dientes/
1103,Cepillo Flexi Tip Medio Foramen Unidad,Foramen,/CUIDADO PERSONAL/Cuidado Oral/Cepillos de Dientes/
1098,Cepillo Flexi Tip Suave Foramen Unidad,Foramen,/CUIDADO PERSONAL/Cuidado Oral/Cepillos de Dientes/
1040,Cepillo Infantil 4 mas Reloj Pulsera Foramen Unidad,Foramen,/CUIDADO PERSONAL/Cuidado Oral/Cepillos de Dientes/
1095,Cepillo Infantil Foramino Foramen 2X1,Foramen,/CUIDADO PERSONAL/Cuidado Oral/Cepillos de Dientes/
1077,Cepillo Infantil mas Reloj Foramen Unidad,Foramen,/CUIDADO PERSONAL/Cuidado Oral/Cepillos de Dientes/
1066,Cepillo Junior Aromas Fruits Foramen Unidad,Foramen,/CUIDADO PERSONAL/Cuidado Oral/Cepillos de Dientes/
1096,Cepillo Junior Extreme 9 a 12 Años Foramen Unidad,Foramen,/CUIDADO PERSONAL/Cuidado Oral/Cepillos de Dientes/
1067,Cepillo Junior Tynex Suave Foramen Unidad,Foramen,/CUIDADO PERSONAL/Cuidado Oral/Cepillos de Dientes/
1101,Cepillo Kids Safari Foramen Unidad,Foramen,/CUIDADO PERSONAL/Cuidado Oral/Cepillos de Dientes/
355,Cepillo Multiuso para Ropa Condor Unidad,Condor,"/LIMPIEZA Y DETERGENTES/Limpieza para Calzados/Cepillos, Escobillas, Accesorios/"
1039,Cepillo Ortodoncias 504 Foramen Unidad,Foramen,/CUIDADO PERSONAL/Cuidado Oral/Cepillos de Dientes/
1041,Cepillo Pharma Ortodoncia Foramen Unidad,Foramen,/CUIDADO PERSONAL/Cuidado Oral/Cepillos de Dientes/
1052,Cepillo Profesional Duro Foramen Unidad,Foramen,/CUIDADO PERSONAL/Cuidado Oral/Cepillos de Dientes/
1104,Cepillo con Luz Foramen Unidad,Foramen,/CUIDADO PERSONAL/Cuidado Oral/Cepillos de Dientes/
1075,Cepillo de Viaje Formmen Unidad,Foramen,/CUIDADO PERSONAL/Cuidado Oral/Cepillos de Dientes/
1059,Cepillo para Encias Delicadas Foramen Unidad,Foramen,/CUIDADO PERSONAL/Cuidado Oral/Cepillos de Dientes/
1109,Cepillos Interdental Medio 6 Unds,Foramen,/CUIDADO PERSONAL/Cuidado Oral/Cepillos de Dientes/
1110,Cepillos Interdentales Conico 6 Unids,Foramen,/CUIDADO PERSONAL/Cuidado Oral/Cepillos de Dientes/
1107,Cepillos Interdentales Extrafino 6 Unids,Foramen,/CUIDADO PERSONAL/Cuidado Oral/Cepillos de Dientes/
1108,Cepillos Interdentales Fino 6 Unids,Foramen,/CUIDADO PERSONAL/Cuidado Oral/Cepillos de Dientes/
51,Cera Crema Amarilla Ola 400 Ml,Ola,/LIMPIEZA Y DETERGENTES/Limpieza del Hogar/Ceras y Limpiadores de Piso/
689,Cereal Anillos Frutados Granix 190 Gr,Granix,/ABARROTES Y DESPENSA/Desayuno/Cereales/
2188,Cereal Cacau Nesfit Nestle 220 Gr,Nestle,/ABARROTES Y DESPENSA/Desayuno/Cereales/
105,Cereal Chocapic Nestle 400 Gr,Nestle,/ABARROTES Y DESPENSA/Desayuno/Cereales/
1878,Cereal Chocapic Nestle 800 Gr,Nestle,/ABARROTES Y DESPENSA/Desayuno/Cereales/
688,Cereal Copichoc Granix 400 Gr,Granix,/ABARROTES Y DESPENSA/Desayuno/Cereales/
687,Cereal Copos de Maiz Granix 200 Gr,Granix,/ABARROTES Y DESPENSA/Desayuno/Cereales/
102,Cereal Corn Flakes Kelloggs 200 Gr,Kelloggs,/ABARROTES Y DESPENSA/Desayuno/Cereales/
