id_producto,producto,categoria,subcategoria,ipc_codigo_final,semantic_score,auto_accept,bb/ss,grupo
1621,Harina Doñarepa Precocida Maiz Amarillo 1 kg,abarrotes,basicos,1110302,0.8549896478652954,False,maiz,alimentos y bebidas no alcoholicas
1623,Harina Doñarepa Precocida Maiz Blanco 1 kg,abarrotes,basicos,1110302,0.8558119535446167,False,maiz,alimentos y bebidas no alcoholicas
1624,Tripack Fideo Matarazzo Spaguetti 3 un 400 gr,abarrotes,basicos,1110601,0.8441470265388489,False,fideo,alimentos y bebidas no alcoholicas
1625,Tripack Fideo Matarazzo Tallarin 3 un 400 gr,abarrotes,basicos,1110601,0.8435618877410889,False,fideo,alimentos y bebidas no alcoholicas
1626,Sopa Instantanea Nissin Calabresa 85 gr,abarrotes,basicos,1190202,0.8446114659309387,False,"extractos de jugos de carne, sopas y caldos",alimentos y bebidas no alcoholicas
1628,Sopa Instantanea Nissin Mexicano 85 gr,abarrotes,basicos,1190202,0.847761332988739,False,"extractos de jugos de carne, sopas y caldos",alimentos y bebidas no alcoholicas
1629,Energizante Monster Zero 473 ml,bebidas,energizantes,1220501,0.8603490591049194,False,bebidas energizantes y deportivas,alimentos y bebidas no alcoholicas
1642,Mix Fruta Deshidratada Nutrifruit 40 gr,abarrotes,frutas en conserva,1220301,0.8654065132141113,False,,
1644,Cafe Bolivia Especial Fruit Tostado Grano 1 kg,abarrotes,cafe y sucedaneos,1210101,0.8575884699821472,False,cafe,alimentos y bebidas no alcoholicas
1655,Galleta Isabela Tortita Chocolate 140 gr,abarrotes,galletas,1110103,0.872085690498352,False,galletas,alimentos y bebidas no alcoholicas
1656,Galleta Mousse Frutilla Chocolate 140 gr,abarrotes,galletas,1180402,0.8723194003105164,False,caramelos/dulces,alimentos y bebidas no alcoholicas
1657,Galleta Isabela Mousse Chocoleche 140 gr,abarrotes,galletas,1210302,0.8643335103988647,False,polvos a base de chocolate (alimentos achocolatados),alimentos y bebidas no alcoholicas
1659,Galleta Mana Vainilla Frutilla 152 gr,abarrotes,galletas,1110103,0.8694474697113037,False,galletas,alimentos y bebidas no alcoholicas
1661,Galleta Mana Chocolate Vainilla 152 gr,abarrotes,galletas,1110103,0.8654497861862183,False,galletas,alimentos y bebidas no alcoholicas
1668,Caramelo Sonetto Premium Mix 440 gr,abarrotes,chocolates y caramelos,1180402,0.8692045211791992,False,caramelos/dulces,alimentos y bebidas no alcoholicas
1672,Papa La Exquisita Rallada 150 gr,abarrotes,snack,1170107,0.8603134751319885,False,apio,alimentos y bebidas no alcoholicas
1673,Chipilo La Exquisita Salado 150 gr,abarrotes,snack,1170133,0.8599072098731995,False,,
1674,Chipilo La Exquisita Dulce 150 gr,abarrotes,snack,1180402,0.8553166389465332,False,caramelos/dulces,alimentos y bebidas no alcoholicas
1675,Mani La Exquisita Salado 150 gr,abarrotes,snack,1170502,0.8649815917015076,False,mani,alimentos y bebidas no alcoholicas
1705,Salsa de Tomate Fugini Albahaca 300 gr,abarrotes,salsas y extracto de tomate,1190102,0.849826455116272,False,"especias, salsas, condimentos, aderezos y similares",alimentos y bebidas no alcoholicas
1713,Alimento Raza Adulto Pollo Carne Cerdo 3 kg,abarrotes,mascotas,1120201,0.858123779296875,False,carne fresca de ganado porcino entero o cortes especiales,alimentos y bebidas no alcoholicas
1714,Agua Tonica Fentimans Orange 200 ml,bebidas,aguas,1220102,0.8454068899154663,False,agua natural envasada,alimentos y bebidas no alcoholicas
1715,Agua Ginger Ale Fentimans 200 ml,bebidas,aguas,1220401,0.8479358553886414,False,polvos para preparar refrescos o jugos,alimentos y bebidas no alcoholicas
1717,Sazonador Badia Completa 9 oz,abarrotes,condimentos y legumbres,1190102,0.8440080285072327,False,"especias, salsas, condimentos, aderezos y similares",alimentos y bebidas no alcoholicas
1718,Ajo Badia Polvo 8 oz,abarrotes,condimentos y legumbres,1190102,0.8523029685020447,False,"especias, salsas, condimentos, aderezos y similares",alimentos y bebidas no alcoholicas
1719,Sal Badia de Ajo 16 oz,abarrotes,condimentos y legumbres,1190102,0.8587591648101807,False,"especias, salsas, condimentos, aderezos y similares",alimentos y bebidas no alcoholicas
1730,Agua Fentimans Rose Limonade 200 ml,bebidas,aguas,1220102,0.8464853763580322,False,agua natural envasada,alimentos y bebidas no alcoholicas
1731,Fideo Carozzi Spaguettini 3 400 gr,abarrotes,basicos,1110601,0.8439493775367737,False,fideo,alimentos y bebidas no alcoholicas
1734,Cerveza Prost Six Pack 355 ml,bebidas,cervezas,2130101,0.8433334827423096,False,cerveza,bebidas alcoholicas y tabaco
1743,Cafe Illy Blend Instantaneo 95 gr,abarrotes,cafe y sucedaneos,1210101,0.8548577427864075,False,cafe,alimentos y bebidas no alcoholicas
1746,Agua Pura Vida Sin Gas 3 L,bebidas,aguas,1220102,0.880150556564331,False,agua natural envasada,alimentos y bebidas no alcoholicas
1747,Arroz Cocinero Integral 1 kg,abarrotes,basicos,1110301,0.8433316946029663,False,arroz,alimentos y bebidas no alcoholicas
1751,Chocolate Toblerone Tiny 200 gr,abarrotes,chocolates y caramelos,1180401,0.8588194251060486,False,chocolates,alimentos y bebidas no alcoholicas
1752,Chocolate Milka Chips Ahoy 100 gr,abarrotes,chocolates y caramelos,1180401,0.853926420211792,False,chocolates,alimentos y bebidas no alcoholicas
1756,Sazonador American Spice Salt 12.5 oz,abarrotes,condimentos y legumbres,1190102,0.8466033935546875,False,"especias, salsas, condimentos, aderezos y similares",alimentos y bebidas no alcoholicas
1758,Caramelo Carnival Mini Paleta 2.9 oz,abarrotes,chocolates y caramelos,1180402,0.8594775199890137,False,caramelos/dulces,alimentos y bebidas no alcoholicas
1767,Mezcla Bolo Zaeli Coco 450 gr,abarrotes,reposteria,1170401,0.8510223627090454,False,tuberculos secos,alimentos y bebidas no alcoholicas
1776,Galleta Hipopo Relleno Frutilla 110 gr,abarrotes,galletas,1110103,0.8645753860473633,False,galletas,alimentos y bebidas no alcoholicas
1777,Galleta Hipopo Relleno Chocolate 110 gr,abarrotes,galletas,1110103,0.8630757331848145,False,galletas,alimentos y bebidas no alcoholicas
1779,Te Carmencita Jengibre Miel 10 Sobres,abarrotes,cafe y sucedaneos,1210101,0.8456892371177673,False,cafe,alimentos y bebidas no alcoholicas
1792,Te Carmencita Jengibre Curcuma Canela 10 Sobres,abarrotes,cafe y sucedaneos,1180402,0.8376994729042053,False,,
1795,Sazonador Carmencita Chimichurri 27 gr,abarrotes,condimentos y legumbres,1190102,0.8490011096000671,False,"especias, salsas, condimentos, aderezos y similares",alimentos y bebidas no alcoholicas
1799,Alimento Pedigree Senior 3 kg,abarrotes,mascotas,1120201,0.8360397219657898,False,,
1800,Alimento Pedigree Senior 1.5 kg,abarrotes,mascotas,1120201,0.8375200629234314,False,,
1801,Papa La Mejicana Picante 200 gr,abarrotes,snack,1170121,0.8523136377334595,False,locoto,alimentos y bebidas no alcoholicas
1802,"Edulcorante  En Linea Liquido con Stevia 180 ml
",abarrotes,dieteticos y saludables,1180101,0.8532533049583435,False,azucar,alimentos y bebidas no alcoholicas
1820,Pipoca Zaeli Morango 100 gr,abarrotes,snack,1170125,0.8574965000152588,False,,
1825,Vermouth Punt e Mes 750 ml,bebidas,licores,1120104,0.84294593334198,False,,
1826,Aceite Castaña Granja Verde 1 L,abarrotes,basicos,1150101,0.8627743721008301,False,aceite comestible/aceite a granel,alimentos y bebidas no alcoholicas
1827,Aceite Castaña Granja Verde 2 L,abarrotes,basicos,1150101,0.8628982305526733,False,aceite comestible/aceite a granel,alimentos y bebidas no alcoholicas
1831,Sal Bragantina Parrillera Tradicional 500 gr,abarrotes,basicos,1190101,0.8442214727401733,False,sal,alimentos y bebidas no alcoholicas
1832,Sal Bragantina con Ajo 500 gr,abarrotes,basicos,1190102,0.8545820116996765,False,"especias, salsas, condimentos, aderezos y similares",alimentos y bebidas no alcoholicas
1833,Sal Bragantina Chimichurri 500 gr,abarrotes,basicos,1190101,0.8513443470001221,False,sal,alimentos y bebidas no alcoholicas
1834,Sal Bragantina con Pimienta 500 gr,abarrotes,basicos,1190102,0.8568509817123413,False,"especias, salsas, condimentos, aderezos y similares",alimentos y bebidas no alcoholicas
1839,Fideo La Suprema Tallarin Nido 200 gr,abarrotes,basicos,1110601,0.8490787148475647,False,fideo,alimentos y bebidas no alcoholicas
1842,Cafe Iguazu Stick 10 un 1.7 Gr,abarrotes,cafe y sucedaneos,1210101,0.8474663496017456,False,cafe,alimentos y bebidas no alcoholicas
1843,Cerveza Estrella Galicia 269 ml,bebidas,cervezas,2130101,0.8503220677375793,False,cerveza,bebidas alcoholicas y tabaco
1844,Cerveza Prost Dunkel 355 ml,bebidas,cervezas,2130101,0.841704785823822,False,cerveza,bebidas alcoholicas y tabaco
1846,Mermelada Gigante Fresa 330 gr,abarrotes,"mermel, mieles",1180201,0.8569880723953247,False,mermeladas y dulces,alimentos y bebidas no alcoholicas
1849,Fideo La Suprema Nido 400 gr,abarrotes,basicos,1110601,0.8507649302482605,False,fideo,alimentos y bebidas no alcoholicas
1851,Maiz de Pipoca Zaeli Manteiga 100 gr,abarrotes,snack,1110302,0.8467555046081543,False,maiz,alimentos y bebidas no alcoholicas
1858,Caldo De Gallina Zaeli Polvo 45 gr,abarrotes,basicos,1210302,0.8503345251083374,False,,
1863,Gomita Fini Uva Acida 80 gr,abarrotes,golosinas - varias,1180403,0.8535853624343872,False,goma de mascar/chicle,alimentos y bebidas no alcoholicas
1864,Harina Granja Verde Castaña 500 gr,abarrotes,basicos,1110401,0.8611522912979126,False,harina de trigo,alimentos y bebidas no alcoholicas
1867,Vino Hermandad Blend 750 ml,bebidas,vinos y champagne,2120101,0.8552372455596924,False,vino,bebidas alcoholicas y tabaco
1870,Chocolate Cobertura Celinda Semiamargo 500 gr,abarrotes,reposteria,1180401,0.8338413834571838,False,chocolates,alimentos y bebidas no alcoholicas
1872,Fideo Divella Ñoquis de Patata,abarrotes,basicos,1110601,0.8657217621803284,False,fideo,alimentos y bebidas no alcoholicas
1880,Chocolate Cobertura Celinda Blanco 500 gr,abarrotes,reposteria,1180401,0.8401154279708862,False,chocolates,alimentos y bebidas no alcoholicas
1883,Champagne Mercier Extra Rose 750 ml,bebidas,vinos y champagne,2120102,0.8654224872589111,False,champagne/sidra,bebidas alcoholicas y tabaco
1884,Champagne Mercier Extra Demi Sec 750 ml,bebidas,vinos y champagne,1180402,0.8672053813934326,False,caramelos/dulces,alimentos y bebidas no alcoholicas
1885,Ajo Carmencita Trozado Molinillo 59 gr,abarrotes,condimentos y legumbres,1190102,0.8485407829284668,False,"especias, salsas, condimentos, aderezos y similares",alimentos y bebidas no alcoholicas
1887,Sazonador Carmencita Ensalada Vegana 82 gr,abarrotes,condimentos y legumbres,1190102,0.8499086499214172,False,"especias, salsas, condimentos, aderezos y similares",alimentos y bebidas no alcoholicas
1888,Sazonador Carmencita Picante Tex Mex 72 gr,abarrotes,condimentos y legumbres,1190102,0.8455855250358582,False,"especias, salsas, condimentos, aderezos y similares",alimentos y bebidas no alcoholicas
1889,Sazonador Carmencita Pescado Marisco 76 gr,abarrotes,condimentos y legumbres,1190102,0.845392107963562,False,"especias, salsas, condimentos, aderezos y similares",alimentos y bebidas no alcoholicas
1891,Champagne Mercier Extra Brut 750 ml,bebidas,vinos y champagne,2120102,0.8687150478363037,False,champagne/sidra,bebidas alcoholicas y tabaco
1904,Tequila Corralejo Añejo 1 L,bebidas,licores,2130101,0.8496761322021484,False,cerveza,bebidas alcoholicas y tabaco
1905,Tequila Corralejo Reposado 1 L,bebidas,licores,1120801,0.8460031747817993,False,,
1906,Tequila Corralejo Blanco 1 L,bebidas,licores,2130101,0.8446033000946045,False,cerveza,bebidas alcoholicas y tabaco
1907,Tequila Corralejo Triple Destilado 750 ml,bebidas,licores,2130101,0.8401216268539429,False,cerveza,bebidas alcoholicas y tabaco
1908,Tequila Corralejo 99000 Horas 750 ml,bebidas,licores,1170402,0.8342448472976685,False,,
1909,Tequila Quita Penas Reposado 1 L,bebidas,licores,1120801,0.8391509056091309,False,,
1920,Tripack 2 Gaseosa Coca Cola + 1 Gaseosa Fanta 2.5 L,bebidas,gaseosas,1220201,0.8701536655426025,False,bebidas gaseosas,alimentos y bebidas no alcoholicas
1971,Salsa Tabasking Picante Lamor 100 ml,abarrotes,aderezos,1190102,0.8607001900672913,False,"especias, salsas, condimentos, aderezos y similares",alimentos y bebidas no alcoholicas
2194,Gaseosa Coca Cola Original 1.5 L,bebidas,gaseosas,1220201,0.8651136159896851,False,bebidas gaseosas,alimentos y bebidas no alcoholicas
2585,Crema de Leche Nestle 225 gr,abarrotes,reposteria,1140104,0.8528860807418823,False,leche evaporada,alimentos y bebidas no alcoholicas
2640,Cerelac Nestle 5 Cereales 400 gr,abarrotes,nutricion infantil,1170110,0.8574870824813843,False,,
2677,Gaseosa Fanta Naranja 3 L,bebidas,gaseosas,1220201,0.8737380504608154,False,bebidas gaseosas,alimentos y bebidas no alcoholicas
2718,Durazno al Jugo Norte Light 820 gr,abarrotes,frutas en conserva,1220301,0.8711590766906738,False,jugos de fruta envasados,alimentos y bebidas no alcoholicas
3265,Chuleta de Lomo Cerdo Sofia kg,congelados,carnes congeladas,1120102,0.8487806916236877,False,carne de res sin hueso,alimentos y bebidas no alcoholicas
3270,Lomo de Cerdo Sofia Congelado kg,congelados,carnes congeladas,1120102,0.8456999063491821,False,carne de res sin hueso,alimentos y bebidas no alcoholicas
3573,Helado Delizia Paleta Copa Helada,congelados,"helados, cassattas y picoleses",1180502,0.8688995242118835,False,helado,alimentos y bebidas no alcoholicas
3705,Singani Rujero de Guarda 750 ml,bebidas,licores,1170402,0.8722097873687744,False,tuberculos en conserva,alimentos y bebidas no alcoholicas
3710,Brownie Pillsbury Mix Chocolate 18.4 oz,abarrotes,reposteria,1180401,0.8424364328384399,False,chocolates,alimentos y bebidas no alcoholicas
3718,Chocolate La Huerta 72% con Nibs 60 gr,abarrotes,chocolates y caramelos,1180401,0.8517462015151978,False,chocolates,alimentos y bebidas no alcoholicas
3744,Singani Casa Real Etiqueta Negra 1 L,bebidas,licores,2110102,0.8665695190429688,False,singani,bebidas alcoholicas y tabaco
3746,Granola Granovid Avena Fitnes 500 gr,abarrotes,nutricion infantil,1120801,0.8648790121078491,False,higado/rinon/corazon/pulmon,alimentos y bebidas no alcoholicas
3751,Sopa Maggi Pollo Fideo 70 gr,abarrotes,basicos,1110601,0.848391056060791,False,fideo,alimentos y bebidas no alcoholicas
3757,Galleta Costa Frac Menta 264 gr,abarrotes,galletas,1110103,0.8571286201477051,False,galletas,alimentos y bebidas no alcoholicas
3760,Sopa Maggi Pollo Arroz 70 gr,abarrotes,basicos,1110301,0.8465981483459473,False,arroz,alimentos y bebidas no alcoholicas
3794,Crema Maggi Esparragos 68 gr,abarrotes,basicos,1170110,0.8483408689498901,False,,
3808,Crema Maggi Pollo 72 gr,abarrotes,basicos,1120601,0.8581778407096863,False,,
3824,Crema Maggi Choclo 79 gr,abarrotes,basicos,1210302,0.8512995839118958,False,polvos a base de chocolate (alimentos achocolatados),alimentos y bebidas no alcoholicas
3871,Vino La Curiosa Malbec 750 ml,bebidas,vinos y champagne,2120102,0.8450583219528198,False,champagne/sidra,bebidas alcoholicas y tabaco
3873,Vino La Curiosa Cabernet Sauvignon 750 ml,bebidas,vinos y champagne,2120101,0.8468183279037476,False,vino,bebidas alcoholicas y tabaco
3883,Sopa Maggi Caracolitos 75 gr,abarrotes,basicos,1170402,0.8377710580825806,False,tuberculos en conserva,alimentos y bebidas no alcoholicas
4795,Atun Sofia Lomito al Agua 170 gr,abarrotes,comidas en conserva,1170402,0.8648151159286499,False,,
4797,Atun Sofia Lomito al Aceite 170 gr,abarrotes,comidas en conserva,1130105,0.8607361316680908,False,pescados y alimentos marinos en conserva frescos o procesados,alimentos y bebidas no alcoholicas
4928,Galleta Ferrari Ghezzi Integral 220 gr,abarrotes,galletas,1110103,0.8699266910552979,False,galletas,alimentos y bebidas no alcoholicas
4944,Galleta Ferrari Ghezzi Crakers 200 gr,abarrotes,galletas,1110103,0.8656327724456787,False,galletas,alimentos y bebidas no alcoholicas
5003,Ciruela 1 kg,frutas y verduras,frutas,1160147,0.8639643788337708,False,manzana,alimentos y bebidas no alcoholicas
5006,Kaky 1 Kg,frutas y verduras,frutas,1220301,0.8686402440071106,False,,
5007,Frutilla 1 kg,frutas y verduras,frutas,1160147,0.8671963810920715,False,manzana,alimentos y bebidas no alcoholicas
5008,Grey 1 kg,frutas y verduras,frutas,1170134,0.8569876551628113,False,,
5009,Lenteja Hipermaxi kg,granos y hortalizas,fraccionados hipermaxi,1150101,0.8652898073196411,False,,
5011,Guineo Criollo 1 kg,frutas y verduras,frutas,1160169,0.8768393397331238,False,platano/guineo/banano/banana,alimentos y bebidas no alcoholicas
5012,Guineo Oloroso 1 kg,frutas y verduras,frutas,1160169,0.878268837928772,False,platano/guineo/banano/banana,alimentos y bebidas no alcoholicas
5014,Kiwi 1 kg,frutas y verduras,frutas,1160155,0.8636353611946106,False,naranja,alimentos y bebidas no alcoholicas
5015,Lima 1 kg,frutas y verduras,frutas,1170129,0.8676348924636841,False,tomate,alimentos y bebidas no alcoholicas
5016,Limon Amarillo 1 kg,frutas y verduras,frutas,1160141,0.8814225196838379,False,limon,alimentos y bebidas no alcoholicas
5017,Limon Verde 1 kg,frutas y verduras,frutas,1160141,0.879062831401825,False,limon,alimentos y bebidas no alcoholicas
5018,Mandarina Criolla 1 un,frutas y verduras,frutas,1160145,0.8880871534347534,False,mandarina,alimentos y bebidas no alcoholicas
5021,Manzana Verde 1 kg,frutas y verduras,frutas,1160147,0.8822034597396851,False,manzana,alimentos y bebidas no alcoholicas
5022,Melon Brasilero 1 kg,frutas y verduras,frutas,1160169,0.8589763641357422,False,platano/guineo/banano/banana,alimentos y bebidas no alcoholicas
5023,"Carambola 1 kg
",frutas y verduras,frutas,1160163,0.8642219305038452,False,papaya,alimentos y bebidas no alcoholicas
5025,Melon Criollo 1 kg,frutas y verduras,frutas,1170128,0.8640745282173157,False,repollo,alimentos y bebidas no alcoholicas
5026,Frijol Carioca Hipermaxi kg,granos y hortalizas,fraccionados hipermaxi,1120801,0.8516653776168823,False,,
5028,Mani Pelado Hipermaxi kg,granos y hortalizas,fraccionados hipermaxi,1170502,0.8703533411026001,False,mani,alimentos y bebidas no alcoholicas
5030,Naranja Cruceña 1 kg,frutas y verduras,frutas,1160155,0.8803662657737732,False,naranja,alimentos y bebidas no alcoholicas
5031,Mandarina Incore 1 kg,frutas y verduras,frutas,1160145,0.8873599171638489,False,mandarina,alimentos y bebidas no alcoholicas
5032,Papaya 1 kg,frutas y verduras,frutas,1160163,0.8956397175788879,False,papaya,alimentos y bebidas no alcoholicas
5035,Mocochinchi Hipermaxi kg,granos y hortalizas,fraccionados hipermaxi,1150101,0.8638457655906677,False,,
5036,Piña Criolla 1 kg,frutas y verduras,frutas,1160166,0.867308497428894,False,pina,alimentos y bebidas no alcoholicas
5038,Sandia 1 kg,frutas y verduras,frutas,1160170,0.9016075730323792,False,sandia,alimentos y bebidas no alcoholicas
5039,Tamarindo 1 kg,frutas y verduras,temporada,1160155,0.8597800731658936,False,naranja,alimentos y bebidas no alcoholicas
5040,Tumbo 1 kg,frutas y verduras,frutas,1220301,0.8682632446289062,False,,
5044,Acelga 1 kg,frutas y verduras,verduras,1170101,0.8943072557449341,False,acelga,alimentos y bebidas no alcoholicas
5046,Acelga Tipo Japonesa 1 un,frutas y verduras,verduras,1170101,0.873519778251648,False,acelga,alimentos y bebidas no alcoholicas
5047,Achojcha 1 kg,frutas y verduras,verduras,1170102,0.9077528119087219,False,achojcha,alimentos y bebidas no alcoholicas
5048,Aji Amarillo Seco 1 kg,frutas y verduras,verduras,1170124,0.8663210868835449,False,perejil,alimentos y bebidas no alcoholicas
5049,Aji Rojo Seco 1 kg,frutas y verduras,verduras,1170102,0.858582615852356,False,achojcha,alimentos y bebidas no alcoholicas
5050,Ajo 1 kg,frutas y verduras,verduras,1170112,0.8629317283630371,False,cebolla,alimentos y bebidas no alcoholicas
5051,Albahaca 1 kg,frutas y verduras,verduras,1170120,0.8728543519973755,False,lechuga,alimentos y bebidas no alcoholicas
5053,Galleta FGL Exclusivas 210 gr,abarrotes,galletas,1110103,0.8735835552215576,False,galletas,alimentos y bebidas no alcoholicas
5054,Apio 1 kg,frutas y verduras,verduras,1170107,0.9002068638801575,False,apio,alimentos y bebidas no alcoholicas
5055,Arveja 1 kg,frutas y verduras,verduras,1170134,0.9016518592834473,False,arveja verde,alimentos y bebidas no alcoholicas
5056,Berenjena Grande 1 kg,frutas y verduras,verduras,1170120,0.856884777545929,False,lechuga,alimentos y bebidas no alcoholicas
5057,Brocoli 1 kg,frutas y verduras,verduras,1170111,0.8895122408866882,False,brocoli,alimentos y bebidas no alcoholicas
5059,Carote 1 kg,frutas y verduras,verduras,1170134,0.8541649580001831,False,arveja verde,alimentos y bebidas no alcoholicas
5060,Camote 1 kg,frutas y verduras,verduras,1160155,0.8649643063545227,False,naranja,alimentos y bebidas no alcoholicas
5062,Cebolla Blanca 1 kg,frutas y verduras,verduras,1170112,0.8800587058067322,False,cebolla,alimentos y bebidas no alcoholicas
5063,Cebollin 1 kg,frutas y verduras,verduras,1170112,0.8846898674964905,False,cebolla,alimentos y bebidas no alcoholicas
5064,Cebolla Roja 1 kg,frutas y verduras,verduras,1170112,0.8760536909103394,False,cebolla,alimentos y bebidas no alcoholicas
5065,Choclo Cochabambino Con Chala 1 kg,frutas y verduras,verduras,1170113,0.8746533989906311,False,choclo,alimentos y bebidas no alcoholicas
5067,Coliflor 1 kg,frutas y verduras,verduras,1170111,0.8586419820785522,False,brocoli,alimentos y bebidas no alcoholicas
5068,Uva Blanca Criolla 1 kg,frutas y verduras,frutas,1160176,0.8694248199462891,False,uva,alimentos y bebidas no alcoholicas
5069,Cilantro 1 kg,frutas y verduras,verduras,1170117,0.8656591176986694,False,espinaca,alimentos y bebidas no alcoholicas
5070,Galleta Ferrari Navideña Surtida 700 gr,abarrotes,galletas,1110103,0.8706024885177612,False,galletas,alimentos y bebidas no alcoholicas
5071,Espinaca 1 kg,frutas y verduras,verduras,1170117,0.9041921496391296,False,espinaca,alimentos y bebidas no alcoholicas
5072,Habas 1 kg,frutas y verduras,verduras,1170135,0.8904461860656738,False,haba verde,alimentos y bebidas no alcoholicas
5073,Hierba Buena 1 kg,frutas y verduras,verduras,1170135,0.8588634729385376,False,haba verde,alimentos y bebidas no alcoholicas
5075,Jengibre 1 kg,frutas y verduras,verduras,1170132,0.8693758845329285,False,zanahoria,alimentos y bebidas no alcoholicas
5077,Lechuga Escarola 1 kg,frutas y verduras,verduras,1170120,0.8870165348052979,False,lechuga,alimentos y bebidas no alcoholicas
5078,Lechuga Crespa 1 kg,frutas y verduras,verduras,1170120,0.8836956024169922,False,lechuga,alimentos y bebidas no alcoholicas
5080,Repollo Corazon 1 kg,frutas y verduras,verduras,1120801,0.8795376420021057,False,higado/rinon/corazon/pulmon,alimentos y bebidas no alcoholicas
5081,Locoto 1 kg,frutas y verduras,verduras,1170121,0.8846645355224609,False,locoto,alimentos y bebidas no alcoholicas
5082,Nabo Morado 1 kg,frutas y verduras,verduras,1170122,0.8683391809463501,False,nabo,alimentos y bebidas no alcoholicas
5083,Oca 1 kg,frutas y verduras,verduras,1170101,0.8602288961410522,False,acelga,alimentos y bebidas no alcoholicas
5084,Oregano Hipermaxi kg,granos y hortalizas,fraccionados hipermaxi,1190102,0.8636559247970581,False,"especias, salsas, condimentos, aderezos y similares",alimentos y bebidas no alcoholicas
5085,Palta 1 kg,frutas y verduras,frutas,1160162,0.9015178084373474,False,palta,alimentos y bebidas no alcoholicas
5086,Aji Jalapeño 1 kg,frutas y verduras,verduras,1170102,0.8658449053764343,False,achojcha,alimentos y bebidas no alcoholicas
5087,Papa Harinosa 1 kg,frutas y verduras,verduras,1170201,0.8743299245834351,False,papa,alimentos y bebidas no alcoholicas
5088,Galleta Ferrari Ghezzi Reservadas 90 gr,abarrotes,galletas,1110103,0.8775677680969238,False,galletas,alimentos y bebidas no alcoholicas
