id_producto,producto,categoria_super,subcategoria_super,ipc_text_match,match_score,match_method,validated,notes,codigo,bbyss,ponderador,bbyss_norm,ipc_text
678821,Te Supremo Earl Grey 20 un,abarrotes,cafe y sucedaneos,,,unmatched,False,,,,,,
678822,Te Supremo Naranja 20 Sobres,abarrotes,cafe y sucedaneos,,,unmatched,False,,,,,,
678823,Te Supremo Menta 20 Sobres,abarrotes,cafe y sucedaneos,,,unmatched,False,,,,,,
678824,Te Supremo Manzana Canela 20 Sobres,abarrotes,cafe y sucedaneos,,,unmatched,False,,,,,,
678825,Te Supremo Assam 20 Sobres,abarrotes,cafe y sucedaneos,,,unmatched,False,,,,,,
678826,Te Supremo English Breakfast 20 Sobres,abarrotes,cafe y sucedaneos,,,unmatched,False,,,,,,
678828,Te Supremo Amaretto Almendra 20 Sobres,abarrotes,cafe y sucedaneos,,,unmatched,False,,,,,,
678829,Te Supremo Rosa Mosqueta 20 Sobres,abarrotes,cafe y sucedaneos,,,unmatched,False,,,,,,
678830,Te Supremo Ocho Hierbas 20 Sobres,abarrotes,cafe y sucedaneos,,,unmatched,False,,,,,,
678833,Te Akbar Wild Berries 20 gr,abarrotes,cafe y sucedaneos,,,unmatched,False,,,,,,
678848,Te Frutte Mate Surtido 100 Sobres,abarrotes,cafe y sucedaneos,,,unmatched,False,,,,,,
678899,Cafe Chiriguano 500 gr,abarrotes,cafe y sucedaneos,,,unmatched,False,,,,,,
679130,Te Frutte Seleccion 6 Variedades 120 Sobres,abarrotes,cafe y sucedaneos,,,unmatched,False,,,,,,
690956,Cafe Copacabana 1 kg,abarrotes,cafe y sucedaneos,,,unmatched,False,,,,,,
768330,Cafe Copacabana 48 un,abarrotes,cafe y sucedaneos,,,unmatched,False,,,,,,
770581,Crema para Café Promos 22 oz,abarrotes,cafe y sucedaneos,,,unmatched,False,,,,,,
771688,Cafe Nescafe Tradicion 48 Sobres,abarrotes,cafe y sucedaneos,,,unmatched,False,,,,,,
774761,Te Frutte Surtido 50 Sobres,abarrotes,cafe y sucedaneos,,,unmatched,False,,,,,,
774776,Te Frutte Manzana 50 Sobres,abarrotes,cafe y sucedaneos,,,unmatched,False,,,,,,
774796,Te Frutte Piña 50 Sobres,abarrotes,cafe y sucedaneos,,,unmatched,False,,,,,,
774810,Te Frutte Mate Menta 20 Sobres,abarrotes,cafe y sucedaneos,,,unmatched,False,,,,,,
774845,Te Frutte Mate Boldo 20 Sobres,abarrotes,cafe y sucedaneos,,,unmatched,False,,,,,,
774949,Te Frutte Verde Menta 20 Sobres,abarrotes,cafe y sucedaneos,,,unmatched,False,,,,,,
800122,Cafe Copacabana Premiun Grano 500 gr,abarrotes,cafe y sucedaneos,,,unmatched,False,,,,,,
803190,Te Frutte Mate Surtido 50 Sobres,abarrotes,cafe y sucedaneos,,,unmatched,False,,,,,,
808077,Crema Para Cafe Promos 11 oz,abarrotes,cafe y sucedaneos,,,unmatched,False,,,,,,
820428,Te Frutte Surtido 25 Sobres,abarrotes,cafe y sucedaneos,,,unmatched,False,,,,,,
820597,Café Nescafe Tradicion Tapa Roja 200 gr,abarrotes,cafe y sucedaneos,,,unmatched,False,,,,,,
822028,Cafe Nescafe Tradicion Tapa Roja 100 gr,abarrotes,cafe y sucedaneos,,,unmatched,False,,,,,,
822622,Te Infusion Frutte Moringa 20 Sobres,abarrotes,cafe y sucedaneos,,,unmatched,False,,,,,,
834437,Cafe Buena Vista A Toda Hora 500 gr,abarrotes,cafe y sucedaneos,,,unmatched,False,,,,,,
841450,Cafe Nueva Esperanza Tostado Erropeo 150 Gr,abarrotes,cafe y sucedaneos,,,unmatched,False,,,,,,
846455,Cafe Instantaneo Colcafe Ligero Descafeinado 200 g,abarrotes,cafe y sucedaneos,,,unmatched,False,,,,,,
846460,Cafe Colcafe Instantaneo Descafeinado 85 gr,abarrotes,cafe y sucedaneos,,,unmatched,False,,,,,,
846475,Cafe Colcafe Instantaneo Granulado 170 gr,abarrotes,cafe y sucedaneos,,,unmatched,False,,,,,,
846480,Cafe Colcafe Instantaneo Granulado 85 gr,abarrotes,cafe y sucedaneos,,,unmatched,False,,,,,,
846495,Cafe Colcafe Instantaneo Polvo 50 gr,abarrotes,cafe y sucedaneos,,,unmatched,False,,,,,,
854446,Yerba Mate Kurupi 500 gr,abarrotes,cafe y sucedaneos,,,unmatched,False,,,,,,
859154,Te Windsor de Fruta Mix 40 Sobres,abarrotes,cafe y sucedaneos,,,unmatched,False,,,,,,
862437,Yerba Mate Campesino Menta Limon 500 gr,abarrotes,cafe y sucedaneos,,,unmatched,False,,,,,,
862442,Yerba Mate Campesino Fitness 500 gr,abarrotes,cafe y sucedaneos,,,unmatched,False,,,,,,
863430,Te Frutte Tranquilito 20 Sobres,abarrotes,cafe y sucedaneos,,,unmatched,False,,,,,,
863445,Te Frutte Duermete 20 Sobres,abarrotes,cafe y sucedaneos,,,unmatched,False,,,,,,
863450,Te Frutte No Stress 20 Sobres,abarrotes,cafe y sucedaneos,,,unmatched,False,,,,,,
878482,Crema Para Cafe Promos 6 oz,abarrotes,cafe y sucedaneos,,,unmatched,False,,,,,,
879683,Te Milord Canela Clavo de Olor 100 Sobres,abarrotes,cafe y sucedaneos,,,unmatched,False,,,,,,
891272,Te Windsor Mix 4 Variedad 100 Sobres,abarrotes,cafe y sucedaneos,,,unmatched,False,,,,,,
891287,Te Windsor Mix Mate 4 Variedad 100 Sobres,abarrotes,cafe y sucedaneos,,,unmatched,False,,,,,,
897522,Cafe De Altura en Grano 250 gr,abarrotes,cafe y sucedaneos,,,unmatched,False,,,,,,
897592,Cafe De Altura Molido 250 gr,abarrotes,cafe y sucedaneos,,,unmatched,False,,,,,,
1668,Caramelo Sonetto Premium Mix 440 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
1751,Chocolate Toblerone Tiny 200 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
1752,Chocolate Milka Chips Ahoy 100 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
1758,Caramelo Carnival Mini Paleta 2.9 oz,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
3718,Chocolate La Huerta 72% con Nibs 60 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
8777,Bombon Libertad Cofre Madera 200 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
11784,Chocolate Garoto Caju 80 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
11785,Chocolate Garoto Crocante 80 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
13720,Caramelo Nerds Rainbow Video 141.7 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
14056,Chocolate Talento Blanco Cereal Pasas 85 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
14057,Chocolate Talento Dulce de Leche 85 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
14063,Chocolate Lindt Excellence 85 Cacao Francia 100 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
14183,Chupete Florestal Pop Princesa 400 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
14198,Chupete Florestal Flopito Donuts 550 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
14322,Chocolate Valor Negro 85 Cacao Stevia 100 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
14330,Chocolate Lindt Excellence Orange Intense 100 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
14375,Bom Bon Billiken Frutales Classic 350 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
14436,CHUPETE FLORESTAL PEGADA DO BANZE 120 G,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
14477,Chocolate Nestle Classic Leite 80 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
14478,Chocolate Nestle Classic Medio Amargo 80 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
14698,Chocolate Milka Oreo 100 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
14709,Pack Mochila Escolar Arcor,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
14752,Trufa Lindt Lindor 70 Cacao 144 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
14754,TRUFAS LINDT LINDOR WHITE 240 GR,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
14755,Caramelo Carnival Mini 82 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
14756,Caramelo Carnival Paleta 120 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
15015,Algodon de Azucar John Pop Frambuesa 35 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
15060,Butter Toffe Chocolate 500 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
15090,Algodon de Azucar John Pop Vainilla 35 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
16096,Chocolate La Iberica Milky Almendra 100 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
16676,Bombon Bon o Bon Dulce de Leche 288 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
17028,Chocolate La Iberica con Leche 100 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
17041,Chocolate La Iberica Fondant 100 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
17237,Bombon Costa Vizzio 182 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
17256,Chocolate La Iberica 70 Cacao 150 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
17355,Caramelo La Estrella Eucalipto 1 kg,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
17388,Caramelo Propoleo Miel Silvestre 100 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
17404,Bombon Turin Dark Johnnie Walker 200 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
17409,Bombon Turin Baileys 200 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
17410,Bombon Turin Tequila 1800 200 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
17415,Chocolate M&M Milk Navidad 283 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
17599,Chocolate Milka Strawberry Yogurt 100 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
17604,Chupete Pin Pop Kolas 306 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
17791,Bombon Lindt Lindor Surtido 75 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
17792,Bombon Lindt Lindor Leche 75 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
17915,Chocolate Lindt Trufas Fugge 144 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
17920,Chocolate Talento Leche Avellana 85 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
17921,Chocolate Talento Semi Amargo Almendra 85 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
17941,Chocolate Talento Almendra Pasas 85 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
17942,Chocolate Talento Relleno Crema Frutilla 85 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
17943,Chocolate Talento Leche Castaña 85 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
17947,Chocolate Cofler Block Leche Blanco 170 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
18063,Caramelo Carnival Paleta Pop 120 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
18067,Minibum Surtido Colombina 500 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
18097,Chupete Megalito Yogurt Surtido 900 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
22198,Chocolate Chocolart Almendra 80 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
22202,Chocolate Chocolart Uva Pasas 80 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
24103,Bombon Manjar de Oro Corazon 585 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
24105,Bombon Manjar de Oro 6 un 180 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
24116,Bombon Billiken Corazon Classic 200 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
24145,Chocolate Vizzio Grageas Mix 122 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
24699,Chocolate Para Ti Caja Guinda 400 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
25035,Chupete Yogueta Kola 360 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
25063,Chocolate MYM Plain 1 kg,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
25065,Chupete Bon Bon Bum Sandia Sensat 336 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
25066,Chocolate Vizzio con Mani 70 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
25104,Chupete Bon Bon Bum Uva Fresa 336 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
25140,"MARSHMALLOW OLE OLE FESTIVAL 202,5G",abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
25165,Chocoalte Vizzio Coco 110 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
25242,MARSMALLOWS CRISMELOS MINI BLANCO 240G,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
25252,MARSMALLOWS CRISMELOS TWISTER 240G,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
25322,MARSMALLOWS OLE OLE CHOCOLATE BSA 200G,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
25347,CARAMELO COLOMBINA COFFEE DELIGHT 380G,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
25382,DULCE DACOLONIA CHOCOLATE C MANI 120G,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
25383,DULCE DACOLONIA CHOCOLATE BLANCO 120G,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
25407,Chupete Bon Bon Bum Zombie 336 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
25408,CARAMELO COLOMBINA MENTA HELADA 400G,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
26064,CUBANITOS BONOBON LECHE 78GR,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
26080,Chocolate Breick Caja Love 200 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
26081,BOMBON BREICK TE AMO CJA 130G,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
26086,Bombon Breick Amor Mio 130 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
26087,Chocolate Breick Baloncitos 540 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
26092,Chocolate Breick Cafe Moca 100 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
26094,Chocolate Breick Blanco 100 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
26095,Chocolate Breick Leche 100 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
26106,Chocolate Breick Frambuesa Barra 95 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
26107,Chocolate Breick Relleno Cherry 95 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
26108,Chocolate Breick Damasco Barra 95 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
26122,Chocolate Sublime Sonrisas 25x8 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
26124,Chocolate Breick Cabertnet 100 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
26125,Chocolate Breick Maracuya Tableta 95 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
26129,Chocolate Breick Uva Barra 95 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
26130,Chocolate Breick Relleno Frutilla 95 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
26131,Chocolate Breick Menta Amargo 100 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
26132,Chocolate Breick Relleno Limon 95 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
26133,Chocolate Breick Piña Tableta 95 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
26134,Chocolate Breick con Mani 100 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
26135,Chocolate Breick Candy Rice 100 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
26198,TRUFFAS PARA TI NAVIDENA S PANETON 150G,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
26200,Chupete Bon Bon Bum Fresa 336 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
26220,Caramelo Toffe Butter Arcor Menta Intenso 500 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
27023,MARSMALLOWS CRISMELOS MINICOLOR 240G,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
29006,Chocolate Trio Garoto Vainilla 90 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
29007,Choco Trio Garoto Chocolate 90 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
29008,Chocolate Talento Leche Caju Nuez 75 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
29010,Chocolate Talento Leche Mani Avellana 75 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
29054,Chocolate Taboada con Naranja 100 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
29055,Chocolate Taboada Menta 100 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
29056,Chocolate Taboada Frutilla 100 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
29088,Caramelo Toffe Arcor Leite 500 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
29130,Chocolate Garoto Leche con Arroz 80 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
30101,Caramelo de Miel Silvestre con Jengibre 80 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
30102,Caramelo de Miel Silvestre con Curcuma 80 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
30103,Caramelo de Miel Silvestre Mielimon 47 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
30157,Bipack Chocolate Vizzio 2 un 72 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
30179,Caramelo Dacolonia Banana 160 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
30184,Bombon Alpino Recheados 195 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
30191,Bom Bon Lindor Lindt Leche 75 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
30192,Bom Bon Lindor Lindt Surtido 75 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
30193,Bom Bon Lindor Lindt Leche 137 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
30194,Bom Bon Lindor Lindt Surtido 137 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
30195,Bom Bon Lindor Lindt Leche 287 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
30196,Bom Bon Lindor Lindt Surtido 287 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
30218,Pasas de Uva Cofler con Chocolate 100 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
30227,Chocolate Cofler Almendra Chocolate Blanco 100 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
30297,Caramelo Jaazz Black Fuerte 300 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
30298,Caramelo Jaazz Mentol Surtido 300 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
30466,Marshmallow Mini Suity 10 oz,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
30478,Biscoito Nestle Chocolate 90 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
30479,Biscoito Nestle Leche 90 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
30487,Chocolate Garoto Blanco 80 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
30488,Chocolate Garoto Talento 70 Cacao 75 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
30539,Chupete Pin Pon Ice Surtido 360 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
30619,Marshmallows Trululu Blanco Tipo Usa 145 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
30651,Chupetes Casal chocomania bolsa 900 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
30753,Bombon Costa Rolls Nut 210 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
30803,Malvavisco Guandy Choco Napolitano 225 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
30814,Almendra Chocolate Taste Cocoadate 120 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
30822,Caramelo Paleta Bee Spinner 85 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
30951,CHUPETE PIN POP PINTALENGUA BSA 500G,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
31049,Chupete Yogueta Leche 438 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
31280,Chocolate 2 en 1 Sutido Especial 223 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
31353,Chocolate Nestle Alpino 195 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
31374,Marshmallow Docile Blanco 220 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
31420,Marshmallow Docile Pipoca 220 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
31499,MARSMALLOWS SUITY BLANCO BSA 10 OZ,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
31510,Chocolate Sapito Fresa 270 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
31601,Pack Chocolate Kit Kat Felices Fiestas 41.5 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
33413,Chocolate Orly Naranja 115 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
33464,Chocolate Orly Menta 115 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
33499,Chocolate Orly Trufa 115 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
33502,Chocolate Orly Frutilla 120 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
33510,Chocolate Orly Almendra 100 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
33689,Toffee Ambrosoli Mint 450 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
35400,Chocolate Breick Mora Barra 95 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
35403,Chocolate Breick Semi Amargo Barra 100 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
36589,Chocolate Para Ti Leche 100 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
36590,Chocolate Para Ti con Mani 100 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
39878,Gragea Breick Chocolae Cherries 100 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
40001,Chupete Yogueta Choco Caramelo 384 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
48778,Marshmallow Fini Vainilla Alvorada 250 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
50015,Trufa Lindt Lindor Surtido 144 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
51061,Butter Toffe Chocolate Menta 500 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
51062,Butter Toffe Coco 500 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
51063,Butter Toffe Leche 500 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
51064,Butter Toffe Maracuya 500 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
62151,MARSHMALLOWS PROMOS BCO FAT FREE 454 GR,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
63789,Caramelo Arcor Butter Cream Leche 810 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
63975,Rodajas Arcor Acida Surtida 930 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
64017,Caramelo Arcor Menta Chocolate 715 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
64084,Caramelo Arcor Relleno Fruta 140 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
64289,Bombon Bon o Bon Leche 450 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
64297,Bombon Bon o Bon Leche 270 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
65410,Marsmallow Crismelos Blanco 335 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
65411,Marsmallow Crismelos Vainilla Colores,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
65793,Bombon Deluxe Libertad Mona 110 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
65796,Bombon Libertad Rectang Grande 230 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
65797,BOMBON LIBERTAD CORAZON GRANDE 410 GR,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
85124,Mani Rocklets Navideño 120 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
98719,Chocolate Garoto Medio Amargo 80 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
98720,Chocolate Garoto Caju Pasas 80 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
98723,Chocolate Garoto Leche 80 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
100022,Chocolate La Huerta 72% con Sal 60 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
100036,Caramelo Candy Mix Fiesta 1360 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
100081,Chocolate Baure 86 Cacao Original 70 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
100082,Chocolate Baure 70 Cacao Original 70 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
100083,Chocolate Baure 100 Cacao 70 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
100362,Bombon Bon o Bon Corazon Acrilico 315 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
100643,Chocolate Sublime Almendra 100 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
100926,Chocolate Arcor Blanco 80 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
100927,Chocolate Arcor Brigadeiro 80 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
100928,Chocolate Arcor Medio Amargo 80 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
100929,Chocolate Arcor Amendoim 80 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
100930,Chocolate Arcor Leche 80 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
100969,Chocolate Sublime Cookie 100 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
100971,Chocolate Sublime Bitter 100 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
101155,Bombon Taboada Caja Verde 300 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
101222,Bombon Bon o Bon Aguila Intenso 270 gr,abarrotes,chocolates y caramelos,,,unmatched,False,,,,,,
