id_producto,hoy,1,1_cambio,3,3_cambio,7,7_cambio,14,14_cambio,30,30_cambio,60,60_cambio,90,90_cambio,180,180_cambio
1007,15,15,0,15,0,15,0,15,0,13,0.154,13,0.154,13,0.154,13,0.154
1015,15.6,15.6,0,15.6,0,15.6,0,15.6,0,13.8,0.13,13.8,0.13,13.8,0.13,13.8,0.13
1023,15,15,0,15,0,15,0,15,0,13,0.154,13,0.154,13,0.154,13,0.154
1031,15,15,0,15,0,15,0,15,0,13,0.154,13,0.154,13,0.154,13,0.154
1082,26.9,26.9,0,26.9,0,26.9,0,26.9,0,21.9,0.228,21.9,0.228,21.9,0.228,21.9,0.228
1090,28,28,0,28,0,28,0,28,0,22.5,0.244,22.5,0.244,22.5,0.244,22.5,0.244
1104,26.9,26.9,0,26.9,0,26.9,0,26.9,0,21.9,0.228,21.9,0.228,21.9,0.228,21.9,0.228
1112,26.9,26.9,0,26.9,0,26.9,0,26.9,0,21.9,0.228,21.9,0.228,21.9,0.228,21.9,0.228
1120,26.9,26.9,0,26.9,0,26.9,0,26.9,0,21.9,0.228,21.9,0.228,21.9,0.228,21.9,0.228
1139,26.9,26.9,0,26.9,0,26.9,0,26.9,0,21.9,0.228,21.9,0.228,21.9,0.228,21.9,0.228
1155,26.9,26.9,0,26.9,0,26.9,0,26.9,0,21.9,0.228,21.9,0.228,21.9,0.228,21.9,0.228
1163,27.5,27.5,0,27.5,0,27.5,0,27.5,0,25,0.1,25,0.1,25,0.1,25,0.1
1198,56,56,0,56,0,56,0,56,0,49.9,0.122,49.9,0.122,49.9,0.122,49.9,0.122
1557,27.6,27.6,0,27.6,0,27.6,0,27.6,0,27.6,0,27.5,0.00364,27.5,0.00364,27.5,0.00364
1606,59,59,0,49.5,0.192,49.5,0.192,49.5,0.192,49.5,0.192,39.5,0.494,39.5,0.494,,
1610,4.5,4.5,0,4.5,0,4.5,0,4.5,0,4.5,0,4.5,0,4.5,0,4.5,0
1618,3.5,3.5,0,3.5,0,3.5,0,3.5,0,3.5,0,3.5,0,3,0.167,3,0.167
1621,39.5,39.5,0,39.5,0,39.5,0,39.5,0,38,0.0395,38,0.0395,38,0.0395,27.5,0.436
