id_producto,hoy,1,1_cambio,3,3_cambio,7,7_cambio,14,14_cambio,30,30_cambio,60,60_cambio
1717,40.5,40.5,0,40.5,0,40.5,0,40.5,0,40.5,0,33.5,0.209
1718,50,50,0,50,0,50,0,50,0,50,0,33,0.515
1719,38.5,38.5,0,38.5,0,38.5,0,38.5,0,38.5,0,28,0.375
1730,15,15,0,15,0,15,0,15,0,15,0,15,0
1731,10,10,0,10,0,10,0,10.3,-0.0291,10.3,-0.0291,8.5,0.176
1734,50,50,0,50,0,50,0,50,0,50,0,50,0
1743,95,95,0,95,0,95,0,95,0,88,0.0795,,
1746,7.7,7.7,0,7.7,0,7.7,0,7.7,0,7.7,0,7,0.1
1747,21,21,0,21,0,21,0,21,0,21,0,21,0
1751,50,50,0,50,0,50,0,50,0,50,0,50,0
1756,32,32,0,32,0,32,0,32,0,32,0,32,0
1758,16,16,0,16,0,16,0,16,0,16,0,16,0
1779,17.5,17.5,0,17.5,0,17.5,0,17.5,0,16,0.0938,16,0.0938
1801,12.8,12.8,0,12.8,0,12.8,0,12.8,0,12.8,0,,
1802,41,41,0,41,0,41,0,41,0,41,0,41,0
1820,,,,,,,,,,,,,
1831,13.3,13.3,0,13.3,0,13.3,0,12.5,0.064,12.5,0.064,,
1832,,,,,,,,,,,,,
1833,,,,,,,,,,,,,
1844,12,12,0,12,0,12,0,12,0,12,0,12,0
1849,,,,,,,,,,,,,
1851,9.2,9.2,0,9.2,0,9.2,0,9.2,0,9.2,0,9.2,0
1863,8,8,0,8,0,8,0,8,0,8,0,8,0
1864,30,30,0,30,0,30,0,30,0,30,0,30,0
1867,246,246,0,246,0,230,0.0696,230,0.0696,230,0.0696,230,0.0696
1872,24,24,0,24,0,24,0,24,0,22,0.0909,22,0.0909
1887,49.5,49.5,0,49.5,0,49.5,0,49.5,0,44,0.125,44,0.125
1888,49.5,49.5,0,49.5,0,49.5,0,49.5,0,46,0.0761,46,0.0761
1904,295,295,0,295,0,295,0,295,0,295,0,295,0
1905,295,295,0,295,0,295,0,295,0,295,0,295,0
1906,295,295,0,295,0,295,0,295,0,295,0,295,0
1909,295,295,0,295,0,295,0,295,0,295,0,295,0
1971,15.3,15.3,0,15.3,0,15.3,0,15.3,0,15.3,0,15.3,0
2585,14.5,14.5,0,14.5,0,14.5,0,14.5,0,14.5,0,14.5,0
2640,39,39,0,39,0,39,0,39,0,39,0,39,0
2677,16,16,0,16,0,16,0,16,0,16,0,15,0.0667
2718,20.5,20.5,0,20.5,0,20.5,0,20.5,0,20.5,0,20.5,0
3265,29.5,29.5,0,29.5,0,29.5,0,29.5,0,36.5,-0.192,34,-0.132
3270,56,56,0,56,0,56,0,56,0,56,0,52,0.0769
3705,88,88,0,88,0,88,0,88,0,88,0,88,0
3710,40,40,0,40,0,40,0,40,0,40,0,,
3718,24,24,0,24,0,24,0,24,0,24,0,24,0
3744,85,85,0,85,0,85,0,85,0,85,0,85,0
3751,7.2,7.2,0,7.2,0,7.2,0,7.2,0,7.2,0,7.2,0
3757,14.2,14.2,0,14.2,0,14.2,0,14,0.0143,12.8,0.109,12.8,0.109
3760,7.2,7.2,0,7.2,0,7.2,0,7.2,0,7.2,0,7.2,0
3794,8.9,8.9,0,8.9,0,8.9,0,8.9,0,8.9,0,8.9,0
3808,8.9,8.9,0,8.9,0,8.9,0,8.9,0,8.9,0,8.9,0
3824,8.9,8.9,0,8.9,0,8.9,0,8.9,0,8.9,0,8.9,0
3871,78,78,0,78,0,78,0,78,0,78,0,78,0
3873,79,79,0,79,0,79,0,79,0,79,0,79,0
3883,7.2,7.2,0,7.2,0,7.2,0,7.2,0,7.2,0,7.2,0
4795,16.8,16.8,0,16.8,0,16.8,0,16.8,0,16.8,0,15.7,0.0701
4797,16.8,16.8,0,16.8,0,16.8,0,16.8,0,16.8,0,15.7,0.0701
4928,9.2,9.2,0,9.2,0,9.2,0,9.2,0,7.8,0.179,7.8,0.179
4944,9.2,9.2,0,9.2,0,9.2,0,9.2,0,7.8,0.179,7.8,0.179
5003,39.9,39.9,0,39.9,0,39.9,0,39.9,0,39.9,0,39.9,0
5006,,,,,,,,,,,,,
5007,45,45,0,45,0,45,0,45,0,48,-0.0625,63,-0.286
5008,4.5,4.5,0,4.5,0,4.5,0,4.5,0,4.5,0,4.5,0
5011,10.9,10.9,0,10.9,0,10.9,0,10.9,0,10.9,0,10.9,0
5012,6.5,6.5,0,6.5,0,6.5,0,6.5,0,6.5,0,5.5,0.182
5014,35,35,0,35,0,35,0,35,0,35,0,34,0.0294
5015,6,6,0,6,0,6,0,6,0,6,0,6,0
5016,15,15,0,15,0,15,0,15,0,10,0.5,10,0.5
5017,14,14,0,14,0,14,0,14,0,10,0.4,6,1.33
5021,25,25,0,25,0,25,0,25,0,25,0,23,0.087
5023,12.9,12.9,0,12.9,0,12.9,0,12.9,0,12.9,0,12.9,0
5025,5.9,5.9,0,5.9,0,5.9,0,5.9,0,5.9,0,5.9,0
5026,22.5,22.5,0,22.5,0,22.5,0,15.6,0.442,15.6,0.442,15.6,0.442
5028,40,40,0,40,0,,,25,0.6,25,0.6,25,0.6
5030,5.9,5.9,0,5.9,0,5.9,0,5.9,0,5.9,0,5.9,0
5031,6.9,6.9,0,6.9,0,6.9,0,6.9,0,6.9,0,6.9,0
5032,5,5,0,5,0,5,0,5,0,5,0,5,0
5035,60,60,0,60,0,60,0,54.9,0.0929,54.9,0.0929,54.9,0.0929
5036,5,5,0,5,0,5,0,5,0,5,0,5,0
5038,5.5,5.5,0,5.5,0,5.5,0,5.5,0,3.5,0.571,3.5,0.571
5039,22.9,22.9,0,22.9,0,22.9,0,22.9,0,22.9,0,22.9,0
5040,16.9,16.9,0,16.9,0,16.9,0,16.9,0,16.9,0,16.9,0
5044,6,6,0,6,0,6,0,6,0,9,-0.333,9,-0.333
5046,12.9,12.9,0,12.9,0,12.9,0,12.9,0,12.9,0,12.9,0
5047,8.5,8.5,0,8.5,0,8.5,0,8.5,0,8.5,0,8.5,0
5048,60,60,0,60,0,60,0,60,0,60,0,60,0
5049,65,65,0,65,0,65,0,65,0,65,0,65,0
5050,70,70,0,70,0,70,0,70,0,90,-0.222,59,0.186
5051,40,40,0,40,0,40,0,40,0,40,0,40,0
5054,5,5,0,5,0,5,0,5,0,5,0,7,-0.286
5055,17,17,0,17,0,17,0,17,0,17,0,17,0
5056,10.5,10.5,0,10.5,0,10.5,0,10.5,0,10.5,0,10.5,0
5057,11.5,11.5,0,11.5,0,11.5,0,11.5,0,9.5,0.211,15.9,-0.277
5059,9,9,0,9,0,9,0,9,0,10,-0.1,4.5,1
5060,10.9,10.9,0,10.9,0,10.9,0,10.9,0,10.9,0,10.9,0
5062,8.5,8.5,0,8.5,0,8.5,0,8.5,0,13,-0.346,14.5,-0.414
5063,6,6,0,6,0,6,0,6,0,9.9,-0.394,9.9,-0.394
5064,3.5,3.5,0,3.5,0,3.5,0,3.5,0,3.5,0,6.5,-0.462
5065,13,13,0,13,0,13,0,13,0,14,-0.0714,14,-0.0714
5067,9.5,9.5,0,9.5,0,9.5,0,9.5,0,9.5,0,9.5,0
5068,29,29,0,29,0,29,0,29,0,39,-0.256,39,-0.256
5069,20,20,0,20,0,20,0,20,0,20,0,20,0
5071,10,10,0,10,0,10,0,10,0,10,0,10,0
5072,9.5,9.5,0,9.5,0,9.5,0,9.5,0,15,-0.367,19.9,-0.523
5073,20,20,0,20,0,20,0,20,0,30,-0.333,30,-0.333
5075,24,24,0,24,0,24,0,24,0,24,0,24,0
5077,8,8,0,8,0,8,0,8,0,8,0,8,0
5078,8,8,0,8,0,8,0,8,0,8,0,8,0
5080,9.9,9.9,0,9.9,0,9.9,0,9.9,0,9.9,0,9.9,0
5081,18,18,0,18,0,18,0,18,0,12,0.5,19.9,-0.0955
5082,8.9,8.9,0,8.9,0,8.9,0,8.9,0,8.9,0,8.9,0
5083,8,8,0,8,0,8,0,8,0,8,0,8,0
5084,100,100,0,100,0,100,0,100,0,,,,
5085,29,29,0,29,0,29,0,29,0,25,0.16,19,0.526
5086,19.9,19.9,0,19.9,0,19.9,0,19.9,0,19.9,0,19.9,0
5087,10.5,10.5,0,10.5,0,10.5,0,10.5,0,10.5,0,10.5,0
5089,10.5,10.5,0,10.5,0,10.5,0,10.5,0,10.5,0,10.5,0
5090,9,9,0,9,0,9,0,9,0,9,0,9,0
5091,9,9,0,9,0,9,0,9,0,9,0,9,0
5093,5.9,5.9,0,5.9,0,5.9,0,5.9,0,5.9,0,5.9,0
5094,9,9,0,9,0,9,0,9,0,9,0,9,0
5095,24,24,0,24,0,24,0,24,0,24,0,24,0
5097,17.9,17.9,0,17.9,0,17.9,0,17.9,0,17.9,0,17.9,0
5098,5.5,5.5,0,5.5,0,5.5,0,5.5,0,6,-0.0833,6,-0.0833
5099,30,30,0,30,0,30,0,30,0,50,-0.4,50,-0.4
5101,7,7,0,7,0,7,0,7,0,7,0,7,0
5102,7.9,7.9,0,7.9,0,7.9,0,7.9,0,7.9,0,7.9,0
5103,4.9,4.9,0,4.9,0,4.9,0,4.9,0,4.9,0,4.9,0
5104,9.9,9.9,0,9.9,0,9.9,0,8.5,0.165,10.5,-0.0571,17,-0.418
5105,9.9,9.9,0,9.9,0,9.9,0,7,0.414,7,0.414,17,-0.418
5106,13,13,0,13,0,13,0,13,0,18,-0.278,18,-0.278
5107,5,5,0,5,0,5,0,5,0,5,0,4.5,0.111
5108,4.5,4.5,0,4.5,0,4.5,0,4.5,0,4.5,0,4.5,0
5109,5.9,5.9,0,5.9,0,5.9,0,5.9,0,5.9,0,5.9,0
5110,2.5,2.5,0,2.5,0,2.5,0,2.5,0,2.5,0,2.5,0
5111,4.1,4.1,0,4.1,0,4.1,0,4.1,0,4.1,0,5,-0.18
5113,9,9,0,9,0,9,0,9,0,9,0,13,-0.308
5114,14,14,0,14,0,14,0,14,0,14,0,14,0
5115,9,9,0,9,0,9,0,9,0,9,0,9,0
5118,9.2,9.2,0,9.2,0,9.2,0,9.2,0,7.3,0.26,7.3,0.26
5119,29,29,0,29,0,29,0,29,0,29,0,29,0
5120,11.9,11.9,0,11.9,0,11.9,0,11.9,0,11.9,0,11.9,0
5121,40,40,0,40,0,40,0,40,0,40,0,40,0
5123,39.5,39.5,0,39.5,0,39.5,0,39.5,0,39.5,0,39.5,0
5126,4.7,4.7,0,4.7,0,4.7,0,,,4,0.175,4,0.175
5127,25,25,0,25,0,25,0,17,0.471,13,0.923,13,0.923
5129,22,22,0,22,0,22,0,22,0,22,0,21,0.0476
5132,29,29,0,29,0,29,0,29,0,29,0,29,0
5134,23.5,23.5,0,23.5,0,23.5,0,23.5,0,23.5,0,22.5,0.0444
5136,12.9,12.9,0,12.9,0,12.9,0,12.9,0,12.9,0,,
5139,26.5,26.5,0,26.5,0,26.5,0,26.5,0,26.5,0,26.5,0
5141,9,9,0,9,0,9,0,9,0,,,,
5143,,,,,,,,,,,,,
5147,320,320,0,320,0,320,0,320,0,320,0,,
5151,19.5,19.5,0,19.5,0,19.5,0,19.5,0,19.5,0,19.5,0
5153,20,20,0,20,0,20,0,20,0,20,0,20,0
5156,24.5,24.5,0,24.5,0,24.5,0,24.5,0,24.5,0,24.5,0
5158,11.9,11.9,0,11.9,0,11.9,0,11.9,0,11.9,0,11.9,0
5160,,,,,,,,,,,,,
5163,28,28,0,28,0,28,0,28,0,28,0,28,0
5164,28,28,0,28,0,28,0,28,0,28,0,28,0
5165,25,25,0,25,0,25,0,16,0.562,16,0.562,16,0.562
5167,16.5,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0
5168,39,39,0,39,0,39,0,39,0,39,0,39,0
5171,19,19,0,19,0,19,0,19,0,19,0,19,0
5173,22.9,22.9,0,22.9,0,22.9,0,22.9,0,22.9,0,22.9,0
5175,18,18,0,18,0,18,0,18,0,18,0,18,0
5177,6.5,6.5,0,6.5,0,6.5,0,6.5,0,5.9,0.102,5.9,0.102
5179,7,7,0,7,0,7,0,7,0,7,0,7,0
5180,20,20,0,20,0,20,0,20,0,20,0,20,0
5181,4,4,0,4,0,4,0,4,0,3.5,0.143,3.5,0.143
5183,9.9,9.9,0,9.9,0,9.9,0,9.9,0,9.9,0,9.9,0
5184,23.5,23.5,0,23.5,0,23.5,0,23.5,0,23.5,0,23.5,0
5187,13.1,13.1,0,13.1,0,13.1,0,13.1,0,19,-0.311,19,-0.311
5188,26,26,0,26,0,26,0,26,0,26,0,26,0
5191,186,186,0,186,0,186,0,186,0,186,0,186,0
5192,7.5,7.5,0,7.5,0,7.5,0,7.5,0,7.5,0,7.5,0
5195,9.9,9.9,0,9.9,0,9.9,0,9.9,0,9.9,0,9.9,0
5196,24,24,0,24,0,24,0,24,0,24,0,24,0
5199,39,39,0,39,0,39,0,39,0,39,0,39,0
5200,21.5,21.5,0,21.5,0,21.5,0,21.5,0,21.5,0,21.5,0
5201,,,,,,,,,,,,,
5202,27.5,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0
5203,30,30,0,30,0,,,25,0.2,25,0.2,25,0.2
5205,18,18,0,18,0,18,0,15,0.2,15,0.2,15,0.2
5206,20,20,0,20,0,20,0,20,0,20,0,20,0
5207,54,54,0,54,0,54,0,54,0,54,0,,
5208,36,36,0,36,0,36,0,36,0,36,0,36,0
5209,28,28,0,28,0,28,0,28,0,28,0,28,0
5212,15,15,0,15,0,15,0,15,0,21,-0.286,21,-0.286
5213,21,21,0,21,0,21,0,15,0.4,15,0.4,15,0.4
5216,28.5,28.5,0,28.5,0,28.5,0,28.5,0,28.5,0,28.5,0
5217,,,,,,,,,,,,,
5224,500,500,0,500,0,500,0,500,0,500,0,500,0
5226,,,,,,,,,,,,,
5228,65.5,65.5,0,65.5,0,65.5,0,65.5,0,65.5,0,65.5,0
5230,24,24,0,24,0,24,0,24,0,24,0,24,0
5231,11.9,11.9,0,11.9,0,11.9,0,11.9,0,11.9,0,11.9,0
5235,28,28,0,28,0,28,0,28,0,28,0,28,0
5267,18.7,18.7,0,18.7,0,18.7,0,18.7,0,18.7,0,18.7,0
5268,36,36,0,36,0,36,0,36,0,36,0,36,0
5269,36,36,0,36,0,36,0,36,0,,,36,0
5270,18.7,18.7,0,18.7,0,18.7,0,18.7,0,18.7,0,18.7,0
5271,18.7,18.7,0,18.7,0,18.7,0,18.7,0,18.7,0,18.7,0
5272,18.7,18.7,0,18.7,0,18.7,0,18.7,0,18.7,0,18.7,0
5273,,,,,,,,,,,,,
5290,14,14,0,14,0,14,0,14,0,,,14,0
5294,31.5,31.5,0,31.5,0,31.5,0,31.5,0,31.5,0,31.5,0
5298,21.6,21.6,0,21.6,0,21.6,0,21.6,0,21.6,0,21.6,0
5312,14,14,0,14,0,14,0,14,0,14,0,14,0
5314,21.3,21.3,0,21.3,0,21.3,0,21.3,0,21.3,0,21.3,0
5330,,,,,,,,,,,,,
5343,25.4,25.4,0,25.4,0,25.4,0,25.4,0,25.4,0,25.4,0
5355,12.7,12.7,0,12.7,0,12.7,0,12.7,0,12.7,0,12.7,0
5356,30,30,0,30,0,30,0,30,0,30,0,30,0
5398,9.7,9.7,0,9.7,0,9.7,0,9.7,0,9.7,0,9.7,0
5409,18.7,18.7,0,18.7,0,18.7,0,18.7,0,18.7,0,18.7,0
5412,16.6,16.6,0,16.6,0,16.6,0,16.6,0,16.6,0,16.6,0
5418,15.1,15.1,0,15.1,0,15.1,0,15.1,0,15.1,0,15.1,0
5419,13.7,13.7,0,13.7,0,13.7,0,13.7,0,13.7,0,13.7,0
5423,15.1,15.1,0,15.1,0,15.1,0,15.1,0,15.1,0,15.1,0
5430,18,18,0,18,0,18,0,,,18,0,18,0
5438,15.1,15.1,0,15.1,0,15.1,0,15.1,0,15.1,0,15.1,0
5448,15.1,15.1,0,15.1,0,15.1,0,15.1,0,15.1,0,15.1,0
5451,16.6,16.6,0,16.6,0,16.6,0,16.6,0,16.6,0,16.6,0
5472,25,25,0,25,0,25,0,25,0,25,0,25,0
5491,21,21,0,21,0,21,0,15,0.4,15,0.4,15,0.4
5512,100,100,0,100,0,100,0,100,0,100,0,,
5513,,,,,,,,,,,,,
5514,75,75,0,75,0,75,0,75,0,75,0,,
5515,,,,,,,,,,,,,
5516,180,180,0,180,0,180,0,180,0,180,0,,
5521,13.2,13.2,0,13.2,0,13.2,0,13.2,0,13.2,0,13.2,0
5522,,,,,,,,,,,,,
5523,13.2,13.2,0,13.2,0,13.2,0,13.2,0,13.2,0,13.2,0
5524,,,,,,,,,,,,,
5525,,,,,,,,,,,,,
5535,,,,,,,,,,,,,
5537,18,18,0,18,0,18,0,18,0,18,0,18,0
5547,,,,,,,,,,,,,
5561,29,29,0,29,0,29,0,29,0,39,-0.256,39,-0.256
5563,39,39,0,39,0,39,0,39,0,39,0,39,0
5572,4.9,4.9,0,4.9,0,4.9,0,4.9,0,4.9,0,4.9,0
5573,4.9,4.9,0,4.9,0,4.9,0,4.9,0,4.9,0,4.9,0
5574,4.9,4.9,0,4.9,0,4.9,0,4.9,0,4.9,0,4.9,0
5580,3.4,3.4,0,3.4,0,3.4,0,3.4,0,3.4,0,3.4,0
5583,,,,,,,,,,,,,
5585,4.9,4.9,0,4.9,0,4.9,0,4.9,0,4.9,0,4.9,0
5586,3.4,3.4,0,3.4,0,3.4,0,3.4,0,3.4,0,3.4,0
5588,11.9,11.9,0,11.9,0,11.9,0,11.9,0,11.9,0,,
5589,10.9,10.9,0,,,,,10.9,0,10.9,0,10.9,0
5591,10.9,10.9,0,10.9,0,10.9,0,10.9,0,10.9,0,10.9,0
5593,11.9,11.9,0,11.9,0,11.9,0,11.9,0,11.9,0,,
5595,11.9,11.9,0,11.9,0,11.9,0,,,11.9,0,11.9,0
5597,11.9,11.9,0,11.9,0,11.9,0,,,11.9,0,11.9,0
5605,27.9,27.9,0,27.9,0,27.9,0,27.9,0,27.9,0,27.9,0
5632,7.5,7.5,0,7.5,0,7.5,0,7.5,0,7.5,0,7.5,0
5633,7.5,7.5,0,7.5,0,7.5,0,7.5,0,7.5,0,7.5,0
5642,12.9,12.9,0,12.9,0,12.9,0,12.9,0,12.9,0,12.9,0
5644,,,,,,,,,,,,,
5726,24,24,0,24,0,24,0,24,0,24,0,24,0
5727,21,21,0,21,0,21,0,21,0,21,0,21,0
5731,19,19,0,19,0,19,0,19,0,19,0,19,0
5758,25.5,25.5,0,25.5,0,25.5,0,25.5,0,25.5,0,25.5,0
5788,23.5,23.5,0,23.5,0,23.5,0,23.5,0,23.5,0,23.5,0
5791,7.8,7.8,0,7.8,0,7.8,0,7.8,0,7.8,0,6.8,0.147
5795,16,16,0,16,0,16,0,11.5,0.391,11.5,0.391,11.5,0.391
5796,28,28,0,28,0,,,,,,,,
5797,9.6,9.6,0,9.6,0,9.6,0,9.6,0,9.6,0,9.6,0
6716,39.5,39.5,0,39.5,0,39.5,0,39.5,0,38,0.0395,38,0.0395
6717,39.5,39.5,0,39.5,0,39.5,0,39.5,0,38,0.0395,38,0.0395
6720,39.5,39.5,0,39.5,0,39.5,0,39.5,0,38,0.0395,38,0.0395
6735,11.2,11.2,0,11.2,0,11.2,0,11.2,0,11.2,0,10.8,0.037
6736,23,23,0,23,0,23,0,23,0,23,0,22,0.0455
6737,25,25,0,25,0,25,0,25,0,25,0,24,0.0417
6744,13,13,0,13,0,13,0,13,0,13,0,13.3,-0.0226
6753,5.5,5.5,0,5.5,0,5.5,0,5.5,0,5.7,-0.0351,5.7,-0.0351
6754,5.5,5.5,0,5.5,0,5.5,0,5.5,0,5.5,0,5.5,0
6788,16.5,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0
6819,36,36,0,36,0,36,0,36,0,,,,
6878,30,30,0,30,0,30,0,30,0,30,0,30,0
7795,66.5,66.5,0,66.5,0,66.5,0,66.5,0,66.5,0,66.5,0
7817,,,,,,,,,,,,,
7975,35.5,35.5,0,35,0.0143,35,0.0143,35,0.0143,35,0.0143,35,0.0143
8176,29,29,0,29,0,29,0,29,0,29,0,29,0
8184,30.5,30.5,0,30.5,0,30.5,0,30.5,0,30.5,0,30.5,0
8192,25,25,0,25,0,25,0,25,0,30,-0.167,30,-0.167
8206,31.5,31.5,0,31.5,0,31.5,0,31.5,0,31.5,0,31.5,0
8210,4.6,4.6,0,4.6,0,4.6,0,4.6,0,4.6,0,4.3,0.0698
8214,15.8,15.8,0,15.8,0,15.8,0,15.8,0,15.8,0,15.8,0
8222,15.8,15.8,0,15.8,0,15.8,0,15.8,0,15.8,0,15.8,0
8257,17,17,0,17,0,17,0,17,0,17,0,17,0
8265,18.2,18.2,0,18.2,0,18.2,0,18.2,0,18.2,0,18.2,0
8354,21.5,21.5,0,21.5,0,21.5,0,21.5,0,21.5,0,21.5,0
8362,23.5,23.5,0,23.5,0,23.5,0,23.5,0,23.5,0,23.5,0
8487,,,,,,,,,,,,,
9008,76,76,0,76,0,76,0,76,0,76,0,76,0
9032,42,42,0,42,0,42,0,42,0,42,0,42,0
9040,36,36,0,36,0,36,0,36,0,36,0,36,0
9045,7.8,7.8,0,7.8,0,7.8,0,7.8,0,7.8,0,7.8,0
9199,24,24,0,24,0,24,0,24,0,24,0,24,0
9202,26,26,0,26,0,26,0,26,0,26,0,26,0
9822,132,132,0,132,0,132,0,132,0,132,0,132,0
10187,96,96,0,96,0,96,0,96,0,75,0.28,71,0.352
10588,9,9,0,9,0,9,0,9,0,9,0,9,0
10669,3.9,3.9,0,3.9,0,3.9,0,3.9,0,3.9,0,5,-0.22
10971,21.5,21.5,0,21.5,0,21.5,0,21.5,0,21.5,0,20.8,0.0337
10972,23.5,23.5,0,23.5,0,23.5,0,23.5,0,23.5,0,21,0.119
10973,23.5,23.5,0,23.5,0,23.5,0,,,23.5,0,21,0.119
11078,14,14,0,14,0,14,0,14,0,14,0,14,0
11080,14,14,0,14,0,14,0,14,0,14,0,14,0
11096,35.1,35.1,0,35.1,0,35.1,0,35.1,0,35.1,0,32.8,0.0698
11201,21.5,21.5,0,21.5,0,21.5,0,21.5,0,21.5,0,21.5,0
11339,31.4,31.4,0,31.4,0,31.4,0,31.4,0,31.4,0,29.4,0.068
11363,31.4,31.4,0,31.4,0,31.4,0,31.4,0,31.4,0,29.4,0.068
11506,530,530,0,530,0,530,0,530,0,530,0,530,0
11571,22.3,22.3,0,22.3,0,22.3,0,22.3,0,22.3,0,22.3,0
11649,21.5,21.5,0,21.5,0,21.5,0,21.5,0,21.5,0,20.6,0.0437
11671,8,8,0,8,0,8,0,8,0,8,0,4.5,0.778
11672,8,8,0,8,0,8,0,8,0,8,0,4.5,0.778
11683,7.7,7.7,0,7.7,0,7.7,0,7.7,0,7.7,0,6,0.283
11738,15,15,0,15,0,15,0,15,0,15,0,15,0
11762,16,16,0,16,0,16,0,16,0,16,0,15,0.0667
11784,18.5,18.5,0,18.5,0,18.5,0,18.5,0,17,0.0882,15.5,0.194
11785,18.5,18.5,0,18.5,0,18.5,0,18.5,0,17,0.0882,15.5,0.194
12175,4,4,0,4,0,4,0,4,0,4,0,3.5,0.143
12177,6.5,6.5,0,6.5,0,6.5,0,6.5,0,6.5,0,6.5,0
12184,69,69,0,69,0,69,0,69,0,69,0,63,0.0952
12187,12,12,0,12,0,12,0,12,0,12,0,8.5,0.412
12192,,,,,,,,,,,,,
12331,48.5,48.5,0,48.5,0,48.5,0,48.5,0,48.5,0,48.5,0
12332,48.5,48.5,0,48.5,0,48.5,0,,,48.5,0,48.5,0
12336,274,274,0,274,0,274,0,250,0.096,250,0.096,235,0.166
12338,48.5,48.5,0,48.5,0,48.5,0,48.5,0,48.5,0,48.5,0
12429,8.3,8.3,0,8.3,0,8.3,0,8.3,0,8.3,0,8,0.0375
12430,8.3,8.3,0,8.3,0,8.3,0,8.3,0,8.3,0,8,0.0375
12551,56,56,0,56,0,56,0,56,0,56,0,56,0
12562,32,32,0,32,0,32,0,32,0,32,0,32,0
13200,4,4,0,4,0,4,0,4,0,4,0,3.5,0.143
13515,4.3,4.3,0,4.3,0,4.3,0,4.3,0,3.8,0.132,3.8,0.132
13570,19,19,0,19,0,19,0,19,0,19,0,16.8,0.131
13571,32.5,32.5,0,32.5,0,32.5,0,32.5,0,32.5,0,,
13573,19,19,0,19,0,16.8,0.131,16.8,0.131,16.8,0.131,16.8,0.131
13574,23.5,23.5,0,23.5,0,23.5,0,23.5,0,23.5,0,23.5,0
13749,,,,,,,,,,,,,
13757,9,9,0,9,0,9,0,9,0,9,0,9,0
14011,11.5,11.5,0,11.5,0,11.5,0,11.5,0,11.5,0,10.5,0.0952
14012,350,350,0,350,0,350,0,298,0.174,298,0.174,298,0.174
14013,77,77,0,77,0,77,0,77,0,77,0,77,0
14014,26.5,26.5,0,26.5,0,26.5,0,26.5,0,26.5,0,26.5,0
14015,24,24,0,24,0,24,0,24,0,24,0,24,0
14020,15.8,15.8,0,15.8,0,15.8,0,15.8,0,15.8,0,15.5,0.0194
14029,26,26,0,26,0,26,0,26,0,26,0,26,0
14030,,,,,,,,,,,,,
14031,,,,,,,,,,,,,
14032,,,,,,,,,,,,,
