id_producto,hoy,1,1_cambio,3,3_cambio,7,7_cambio,14,14_cambio,30,30_cambio,60,60_cambio,90,90_cambio
1082,21.9,21.9,0,21.9,0,21.9,0,21.9,0,21.9,0,19.5,0.123,19.5,0.123
1090,22.5,22.5,0,22.5,0,22.5,0,22.5,0,22.5,0,19.5,0.154,19.5,0.154
1104,21.9,21.9,0,21.9,0,21.9,0,21.9,0,21.9,0,19.5,0.123,19.5,0.123
1112,21.9,21.9,0,21.9,0,21.9,0,21.9,0,21.9,0,19.5,0.123,19.5,0.123
1120,21.9,21.9,0,21.9,0,21.9,0,21.9,0,21.9,0,19.5,0.123,19.5,0.123
1139,21.9,21.9,0,21.9,0,21.9,0,21.9,0,21.9,0,19.5,0.123,19.5,0.123
1155,21.9,21.9,0,21.9,0,21.9,0,21.9,0,21.9,0,19.5,0.123,19.5,0.123
1163,25,25,0,25,0,25,0,25,0,25,0,19.5,0.282,19.5,0.282
1557,27.5,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,26.5,0.0377
1614,,,,,,,,,,,,,,,
1617,,,,,,,,,,,,,,,
1618,3,3,0,3,0,3,0,3,0,3,0,3,0,2.5,0.2
1621,,,,,,,,,,,,,,,
1623,,,,,,,,,,,,,,,
1624,23.6,23.6,0,23.6,0,23.6,0,23.6,0,23.6,0,23.6,0,21,0.124
1625,23.6,23.6,0,23.6,0,23.6,0,23.6,0,23.6,0,23.6,0,21,0.124
1626,6.2,6.2,0,6.2,0,6.2,0,6.2,0,5.7,0.0877,5.5,0.127,5.5,0.127
1628,6.2,6.2,0,6.2,0,6.2,0,6.2,0,5.7,0.0877,5.5,0.127,5.5,0.127
1629,19.5,19.5,0,19.5,0,19.5,0,19.5,0,19,0.0263,19,0.0263,19,0.0263
1655,7.7,7.7,0,7.7,0,7.7,0,7.7,0,7.5,0.0267,7.5,0.0267,7.5,0.0267
1656,7.5,7.5,0,7.5,0,7.5,0,7.5,0,7,0.0714,7,0.0714,7,0.0714
1657,7.5,7.5,0,7.5,0,7.5,0,7.5,0,7,0.0714,7,0.0714,7,0.0714
1659,11.8,11.8,0,11.8,0,11.8,0,11.8,0,11.8,0,11.8,0,7.5,0.573
1661,11.8,11.8,0,11.8,0,11.8,0,11.8,0,11.8,0,11.8,0,7.5,0.573
1705,,,,,,,,,,,,,,,
1713,65,65,0,65,0,65,0,65,0,57,0.14,57,0.14,,
1714,15.5,15.5,0,15.5,0,15.5,0,15.5,0,15.5,0,15.5,0,15.5,0
1715,15.5,15.5,0,15.5,0,15.5,0,15.5,0,15.5,0,15.5,0,15.5,0
1718,62.5,62.5,0,62.5,0,62.5,0,62.5,0,62.5,0,52,0.202,52,0.202
1719,48,48,0,48,0,48,0,48,0,48,0,40,0.2,40,0.2
1731,10.2,10.2,0,10.2,0,10.2,0,10.2,0,10.2,0,10.2,0,9.2,0.109
1734,52,52,0,52,0,52,0,52,0,52,0,,,52,0
1747,22,22,0,22,0,22,0,22,0,22,0,22,0,22,0
1751,52,52,0,52,0,52,0,52,0,52,0,52,0,52,0
1752,,,,,,,,,,,,,,,
1758,18,18,0,18,0,18,0,18,0,18,0,18,0,18,0
1767,14.5,14.5,0,14.5,0,14.5,0,14.5,0,14.5,0,14.5,0,14.5,0
1776,,,,,,,,,,,,,,,
1777,,,,,,,,,,,,,,,
1799,117,117,0,117,0,117,0,117,0,117,0,105,0.114,105,0.114
1800,59,59,0,59,0,59,0,59,0,59,0,54,0.0926,54,0.0926
1801,12,12,0,12,0,12,0,12,0,12,0,12,0,12,0
1820,,,,,,,,,,,,,,,
1825,62.9,62.9,0,62.9,0,62.9,0,62.9,0,62.9,0,62.9,0,62.9,0
1826,31.2,31.2,0,31.2,0,31.2,0,31.2,0,31.2,0,31.2,0,31.2,0
1827,62.5,62.5,0,62.5,0,62.5,0,62.5,0,62.5,0,62.5,0,62.5,0
1831,13.5,13.5,0,13.5,0,13.5,0,13.5,0,13.5,0,13.5,0,12.5,0.08
1832,19,19,0,19,0,19,0,19,0,19,0,19,0,16.9,0.124
1833,19,19,0,19,0,19,0,19,0,19,0,19,0,17.5,0.0857
1834,19,19,0,19,0,19,0,19,0,19,0,19,0,17.5,0.0857
1843,,,,,,,,,,,,,,,
1844,12,12,0,12,0,12,0,12,0,12,0,12,0,12,0
1849,7.5,7.5,0,7.5,0,7.5,0,7.5,0,7.5,0,7.5,0,7.5,0
1851,9.3,9.3,0,9.3,0,9.3,0,9.3,0,9.3,0,9.3,0,9.3,0
1858,,,,,,,,,,,,,,,
1864,31.2,31.2,0,31.2,0,31.2,0,31.2,0,31.2,0,31.2,0,31.2,0
1867,255,255,0,255,0,255,0,255,0,255,0,255,0,255,0
1870,31,31,0,31,0,31,0,31,0,26.5,0.17,26.5,0.17,26.5,0.17
1880,31,31,0,31,0,31,0,31,0,26.5,0.17,26.5,0.17,26.5,0.17
1883,76,76,0,76,0,64,0.188,64,0.188,64,0.188,64,0.188,64,0.188
1884,59,59,0,59,0,59,0,59,0,59,0,59,0,59,0
1891,75,75,0,75,0,75,0,75,0,75,0,75,0,75,0
1904,,,,,,,,,,,,,,,
1905,315,315,0,315,0,315,0,315,0,315,0,315,0,315,0
1906,315,315,0,315,0,315,0,315,0,315,0,315,0,315,0
1907,360,360,0,360,0,360,0,360,0,360,0,360,0,360,0
1908,419,419,0,419,0,419,0,419,0,419,0,419,0,419,0
1971,15.5,15.5,0,15.5,0,15.5,0,15.5,0,15.5,0,15.5,0,15.5,0
2194,8.5,8.5,0,8.5,0,8.5,0,8.5,0,,,,,,
2585,17.5,17.5,0,17.5,0,17.5,0,17.5,0,17.5,0,15,0.167,11.9,0.471
2640,39.8,39.8,0,39.8,0,39.8,0,39.8,0,39.8,0,39.8,0,39.8,0
2677,16,16,0,16,0,16,0,16,0,15,0.0667,15,0.0667,15.5,0.0323
2718,21,21,0,21,0,21,0,21,0,21,0,21,0,21,0
3265,,,,,,,,,,,,,,,
3270,61.1,61.1,0,61.1,0,61.1,0,61.1,0,57,0.0719,54,0.131,54,0.131
3573,7.4,7.4,0,7.4,0,7.4,0,7.4,0,5.9,0.254,6.4,0.156,,
3705,135,135,0,135,0,135,0,135,0,135,0,135,0,135,0
3744,88,88,0,88,0,88,0,88,0,88,0,88,0,88,0
3751,8,8,0,8,0,8,0,8,0,8,0,7.5,0.0667,6,0.333
3757,14.2,14.2,0,14.2,0,14.2,0,14.2,0,14.2,0,14.2,0,12.7,0.118
3760,8,8,0,8,0,8,0,8,0,8,0,7.5,0.0667,6,0.333
3794,10,10,0,10,0,10,0,10,0,10,0,9,0.111,9,0.111
3808,10,10,0,10,0,10,0,10,0,10,0,9,0.111,9,0.111
3824,10,10,0,10,0,10,0,10,0,10,0,9,0.111,9,0.111
3871,80,80,0,80,0,80,0,80,0,80,0,80,0,80,0
3873,80,80,0,80,0,80,0,80,0,80,0,80,0,80,0
3883,10,10,0,10,0,10,0,10,0,10,0,7.5,0.333,6,0.667
4795,18,18,0,18,0,18,0,18,0,18,0,17,0.0588,16,0.125
4797,18,18,0,18,0,18,0,18,0,18,0,17,0.0588,16,0.125
4928,9.3,9.3,0,9.3,0,9.3,0,9.3,0,9.3,0,8,0.163,8,0.163
4944,9.3,9.3,0,9.3,0,9.3,0,9.3,0,9.3,0,8,0.163,8,0.163
5026,22.5,22.5,0,22.5,0,22.5,0,22.5,0,22.5,0,15.6,0.442,15.6,0.442
5028,40,40,0,40,0,40,0,40,0,,,,,,
5035,60,60,0,60,0,60,0,60,0,60,0,54.9,0.0929,54.9,0.0929
5070,39.9,39.9,0,39.9,0,39.9,0,39.9,0,,,,,,
5088,7.5,7.5,0,7.5,0,7.5,0,7.5,0,7.5,0,6.3,0.19,6.3,0.19
5114,14,14,0,14,0,14,0,14,0,14,0,14,0,,
5118,8.5,8.5,0,8.5,0,8.5,0,8.5,0,8.5,0,7.5,0.133,7.5,0.133
5126,4.7,4.7,0,4.7,0,4.7,0,4.7,0,4.7,0,3.7,0.27,3.7,0.27
5132,20,20,0,20,0,20,0,20,0,20,0,20,0,20,0
5156,24,24,0,24,0,24,0,24,0,23,0.0435,23,0.0435,23,0.0435
5158,15,15,0,15,0,15,0,15,0,15,0,15,0,15,0
5163,24,24,0,24,0,24,0,24,0,24,0,24,0,24,0
5165,25,25,0,25,0,25,0,25,0,,,16,0.562,16,0.562
5166,,,,,,,,,,,,,,,
5167,16.5,16.5,0,16.5,0,16.5,0,16.5,0,,,,,16.5,0
5168,,,,,,,,,,,,,,,
5171,28,28,0,28,0,28,0,28,0,28,0,19,0.474,19,0.474
5175,18,18,0,18,0,18,0,18,0,18,0,18,0,18,0
5178,30,30,0,30,0,30,0,30,0,30,0,30,0,30,0
5180,20,20,0,20,0,20,0,20,0,,,,,,
5190,30,30,0,30,0,30,0,30,0,,,,,,
5202,24,24,0,24,0,24,0,24,0,24,0,24,0,24,0
5203,30,30,0,30,0,30,0,30,0,30,0,25,0.2,25,0.2
5205,18,18,0,18,0,18,0,18,0,18,0,15,0.2,15,0.2
5206,20,20,0,20,0,20,0,20,0,,,,,,
5213,21,21,0,21,0,21,0,21,0,,,,,,
5217,20,20,0,20,0,20,0,20,0,20,0,20,0,,
5226,11,11,0,11,0,11,0,11,0,11,0,8,0.375,8,0.375
5312,14.5,14.5,0,14.5,0,14.5,0,14.5,0,14.5,0,14.5,0,14.5,0
5355,13,13,0,13,0,13,0,13,0,13,0,13,0,13,0
5363,12.8,12.8,0,12.8,0,12.8,0,12.8,0,12.8,0,12.8,0,12.8,0
5398,10,10,0,10,0,10,0,10,0,10,0,10,0,10,0
5491,21,21,0,21,0,21,0,21,0,,,15,0.4,15,0.4
5726,24,24,0,24,0,24,0,24,0,24,0,24,0,24,0
5727,24,24,0,24,0,24,0,24,0,21,0.143,,,21,0.143
5731,22,22,0,22,0,22,0,22,0,19,0.158,19,0.158,19,0.158
5788,23.5,23.5,0,23.5,0,23.5,0,23.5,0,23.5,0,23.5,0,23.5,0
5791,7.8,7.8,0,7.8,0,7.8,0,7.8,0,7.8,0,7.8,0,6.8,0.147
5795,16,16,0,16,0,,,,,,,11.5,0.391,,
5797,9.6,9.6,0,9.6,0,9.6,0,9.6,0,9.6,0,,,,
5877,32,32,0,32,0,32,0,32,0,32,0,32,0,32,0
6735,11.9,11.9,0,11.9,0,11.3,0.0531,11.3,0.0531,11.3,0.0531,11.3,0.0531,11,0.0818
6736,23.9,23.9,0,23.9,0,22.9,0.0437,22.9,0.0437,22.9,0.0437,22.9,0.0437,22.5,0.0622
6737,25.5,25.5,0,25.5,0,24.9,0.0241,24.9,0.0241,24.9,0.0241,24.9,0.0241,25,0.02
6744,13.5,13.5,0,13.5,0,13.5,0,13.5,0,13,0.0385,13,0.0385,13,0.0385
6753,6,6,0,6,0,6,0,6,0,6,0,6,0,4.9,0.224
6754,6,6,0,6,0,6,0,6,0,6,0,6,0,4.9,0.224
6778,18.5,18.5,0,18.5,0,18.5,0,18.5,0,18.5,0,18.5,0,18.5,0
6788,17,17,0,17,0,17,0,17,0,17,0,17,0,17,0
6819,36.5,36.5,0,36.5,0,36.5,0,36.5,0,36.5,0,,,,
6878,31,31,0,31,0,31,0,31,0,31,0,,,,
7197,69,69,0,69,0,69,0,69,0,69,0,69,0,92.5,-0.254
7795,72.5,72.5,0,72.5,0,72.5,0,72.5,0,72.5,0,72.5,0,72.5,0
