id_producto,hoy,1,1_cambio,3,3_cambio,7,7_cambio,14,14_cambio,30,30_cambio,60,60_cambio,90,90_cambio,180,180_cambio,270,270_cambio,365,365_cambio
1007,15,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0
1015,15.6,15.6,0,15.6,0,15.6,0,15.6,0,15.6,0,15.6,0,15.6,0,15.6,0,15.6,0,15.6,0
1023,15,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0
1031,15,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0
1082,,,,,,,,,,,,,,,,,,,,,
1090,,,,,,,,,,,,,,,,,,,,,
1104,,,,,,,,,,,,,,,,,,,,,
1112,26.9,26.9,0,26.9,0,26.9,0,26.9,0,26.9,0,26.9,0,26.9,0,26.9,0,26.9,0,26.9,0
1120,26.9,26.9,0,26.9,0,26.9,0,26.9,0,26.9,0,26.9,0,26.9,0,26.9,0,26.9,0,26.9,0
1139,,,,,,,,,,,,,,,,,,,,,
1155,26.9,26.9,0,26.9,0,26.9,0,26.9,0,26.9,0,26.9,0,26.9,0,26.9,0,26.9,0,26.9,0
1163,,,,,,,,,,,,,,,,,,,,,
1198,56,56,0,56,0,56,0,56,0,56,0,56,0,56,0,56,0,56,0,56,0
1557,,,,,,,,,,,,,,,,,,,,,
1606,45,45,0,45,0,45,0,45,0,45,0,45,0,45,0,69.5,-0.353,69.5,-0.353,,
1609,4,4,0,4,0,4,0,4,0,4,0,,,,,,,,,,
1610,,,,,,,,,,,,,,,,,,,,,
1618,,,,,,,,,,,,,,,,,,,,,
1621,,,,,,,,,,,,,,,,,,,,,
1623,,,,,,,,,,,,,,,,,,,,,
1624,,,,,,,,,,,,,,,,,,,,,
1625,,,,,,,,,,,,,,,,,,,,,
1626,,,,,,,,,,,,,,,,,,,,,
1628,,,,,,,,,,,,,,,,,,,,,
1629,21.5,21.5,0,21.5,0,21.5,0,21.5,0,21.5,0,21.5,0,21.5,0,25,-0.14,25,-0.14,26,-0.173
1644,,,,,,,,,,,,,,,,,,,,,
1655,7.5,7.5,0,7.5,0,7.5,0,7.5,0,7.5,0,7.5,0,13.2,-0.432,13.2,-0.432,13.2,-0.432,12.8,-0.414
1656,7,7,0,7,0,7,0,7,0,7,0,7,0,12.5,-0.44,12.5,-0.44,12.9,-0.457,12.8,-0.453
1657,7,7,0,7,0,7,0,7,0,7,0,7,0,12.5,-0.44,12.5,-0.44,12.9,-0.457,12.8,-0.453
1659,15.5,15.5,0,15.5,0,15.5,0,15.5,0,15.5,0,15.5,0,15.5,0,15.5,0,15.5,0,15.5,0
1661,15.5,15.5,0,15.5,0,15.5,0,15.5,0,15.5,0,15.5,0,15.5,0,15.5,0,15.5,0,15.5,0
1668,,,,,,,,,,,,,,,,,,,,,
1705,,,,,,,,,,,,,,,,,,,,,
1714,,,,,,,,,,,,,,,,,,,,,
1715,,,,,,,,,,,,,,,,,,,,,
1717,83,83,0,83,0,83,0,83,0,83,0,83,0,83,0,,,,,,
1718,,,,,,,,,,,,,,,,,,,,,
1719,,,,,,,,,,,,,,,,,,,,,
1731,,,,,,,,,,,,,,,,,,,,,
1734,,,,,,,,,,,,,,,,,,,,,
1746,9,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,7.7,0.169
1747,28,28,0,28,0,28,0,28,0,28,0,28,0,28,0,28,0,28,0,28,0
1751,,,,,,,,,,,,,,,,,,,,,
1756,62.5,62.5,0,62.5,0,62.5,0,62.5,0,62.5,0,62.5,0,62.5,0,62.5,0,62.5,0,,
1758,17.5,17.5,0,17.5,0,17.5,0,17.5,0,17.5,0,17.5,0,17.5,0,17.5,0,17.5,0,18,-0.0278
1767,,,,,,,,,,,,,,,,,,,,,
1779,,,,,,,,,,,,,,,,,,,,,
1792,,,,,,,,,,,,,,,,,,,,,
1795,29.5,29.5,0,29.5,0,29.5,0,29.5,0,29.5,0,29.5,0,29.5,0,46.5,-0.366,46.5,-0.366,37,-0.203
1799,169,169,0,169,0,169,0,169,0,169,0,169,0,169,0,171,-0.014,171,-0.014,161,0.0497
1800,86.9,86.9,0,86.9,0,86.9,0,86.9,0,86.9,0,86.9,0,86.9,0,87.1,-0.0023,87.1,-0.0023,82,0.0598
1801,20,20,0,20,0,20,0,20,0,20,0,20,0,20,0,16,0.25,16,0.25,16,0.25
1825,66,66,0,66,0,66,0,66,0,66,0,66,0,66,0,66,0,66,0,66,0
1831,,,,,,,,,,,,,,,,,,,,,
1832,21.5,21.5,0,21.5,0,21.5,0,21.5,0,21.5,0,21.5,0,21.5,0,21.5,0,21.5,0,19,0.132
1833,22,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,19,0.158
1834,22,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,19,0.158
1839,4,,,,,,,4,0,,,4,0,4,0,4.5,-0.111,4.5,-0.111,,
1840,3.9,3.9,0,3.9,0,3.9,0,3.9,0,3.9,0,3.9,0,3.9,0,,,,,,
1842,17,17,0,17,0,17,0,17,0,17,0,14.8,0.149,14.8,0.149,,,,,,
1844,,,,,,,,,,,,,,,,,,,,,
1846,20,20,0,20,0,20,0,20,0,20,0,20,0,20,0,20,0,20,0,20,0
1849,,,,,,,,,,,,,,,,,,,,,
1851,,,,,,,,,,,,,,,,,,,,,
1863,8,8,0,8,0,8,0,8,0,8,0,8,0,8,0,8,0,8,0,8,0
1867,375,375,0,375,0,375,0,375,0,375,0,375,0,375,0,375,0,375,0,375,0
1870,37.5,,,,,,,,,37.5,0,37.5,0,48.5,-0.227,48.5,-0.227,48.5,-0.227,,
1872,,,,,,,,,,,,,,,,,,,,,
1880,37.5,37.5,0,37.5,0,37.5,0,37.5,0,37.5,0,37.5,0,48.5,-0.227,48.5,-0.227,48.5,-0.227,48.5,-0.227
1883,138,138,0,138,0,138,0,138,0,138,0,138,0,138,0,138,0,138,0,138,0
1884,,,,,,,,,,,,,,,,,,,,,
1885,59.5,59.5,0,59.5,0,59.5,0,59.5,0,59.5,0,59.5,0,59.5,0,98,-0.393,98,-0.393,76,-0.217
1887,,,,,,,,,,,,,,,,,,,,,
1888,59.5,59.5,0,59.5,0,59.5,0,59.5,0,59.5,0,59.5,0,59.5,0,98,-0.393,98,-0.393,76,-0.217
1889,,,,,,,,,,,,,,,,,,,,,
1891,138,138,0,138,0,138,0,138,0,138,0,138,0,138,0,138,0,138,0,138,0
1893,599,599,0,599,0,599,0,599,0,599,0,599,0,599,0,,,,,,
1898,,,,,,,,,,,,,,,,,,,,,
1899,,,,,,,,,,,,,,,,,,,,,
1920,43.9,43.9,0,43.9,0,43.9,0,43.9,0,43.9,0,43.9,0,43.9,0,43.9,0,43.9,0,41.9,0.0477
1971,19.5,19.5,0,19.5,0,19.5,0,19.5,0,19.5,0,19.5,0,17.5,0.114,17.5,0.114,17.5,0.114,17.5,0.114
2194,9.9,9.9,0,9.9,0,9.9,0,9.9,0,9.9,0,9.9,0,9.9,0,9.9,0,9.9,0,9,0.1
2585,25,25,0,26,-0.0385,26,-0.0385,26,-0.0385,21.9,0.142,26,-0.0385,30,-0.167,,,,,26,-0.0385
2640,105,105,0,105,0,105,0,105,0,105,0,,,,,94.9,0.106,99.9,0.0511,85.9,0.222
2677,19.5,19.5,0,19.5,0,19.5,0,19.5,0,19.5,0,19.5,0,19.5,0,19.5,0,16.9,0.154,16.9,0.154
2718,,,,,,,,,,,,,,,,,,,,,
3265,,,,,,,,,,,,,,,,,,,,,
