id_producto,hoy,1,1_cambio,3,3_cambio,7,7_cambio,14,14_cambio,30,30_cambio,60,60_cambio,90,90_cambio,180,180_cambio,270,270_cambio,365,365_cambio
1007,15,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,13,0.154,13,0.154
1015,15.5,15.5,0,15.5,0,15.5,0,15.5,0,15.5,0,15.5,0,15.5,0,15.5,0,13,0.192,,
1023,15,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,13,0.154,13,0.154
1031,15,15,0,15,0,15,0,15,0,,,15,0,15,0,15,0,13,0.154,13,0.154
1040,15,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,13,0.154,13,0.154
1058,15,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,13,0.154,13,0.154
1074,15,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,13,0.154,13,0.154
1082,27,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,22,0.227,22,0.227
1090,28,28,0,28,0,28,0,28,0,28,0,28,0,28,0,28,0,22,0.273,22,0.273
1104,27,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,22,0.227,22,0.227
1112,27,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,22,0.227,22,0.227
1120,27,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,,,22,0.227
1139,,,,,,,,,,,,,,,,,,,,,
1155,27,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,22,0.227,22,0.227
1163,28,28,0,28,0,28,0,28,0,28,0,28,0,28,0,28,0,25,0.12,25,0.12
1557,,,,,,,,,,,,,,,,,,,,,
1605,,,,,,,,,,,,,,,,,,,,,
1618,,,,,,,,,,,,,,,,,,,,,
1621,37,37,0,37,0,37,0,27,0.37,27,0.37,37.5,-0.0133,37.5,-0.0133,37.5,-0.0133,36.5,0.0137,36.5,0.0137
1623,,,,,,,,,,,,,,,,,,,,,
1626,,,,,,,,,,,,,,,,,,,,,
1628,7.5,7.5,0,7.5,0,7.5,0,7.5,0,7.5,0,7.5,0,7.5,0,7.5,0,5.8,0.293,6,0.25
1629,25,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25.5,-0.0196,19.5,0.282,19.5,0.282
1644,,,,,,,,,,,,,,,,,,,,,
1655,10,10,0,10,0,10,0,10,0,13.3,-0.248,13.3,-0.248,13.3,-0.248,12.5,-0.2,7.7,0.299,7.7,0.299
1656,10,10,0,10,0,10,0,10,0,13,-0.231,13,-0.231,13,-0.231,12.5,-0.2,7.3,0.37,7.3,0.37
1659,15,15,0,15,0,15,0,15,0,15,0,15,0,15,0,12.5,0.2,11.8,0.271,11.7,0.282
1661,15,15,0,15,0,15,0,15,0,15,0,15,0,15,0,13,0.154,11.7,0.282,11.7,0.282
1672,,,,,,,,,,,,,,,,,,,,,
1673,,,,,,,,,,,,,,,,,,,,,
1674,,,,,,,,,,,,,,,,,,,,,
1675,,,,,,,,,,,,,,,,,,,,,
1713,,,,,,,,,,,,,,,,,,,,,
1714,,,,,,,,,,,,,,,,,,,,,
1715,,,,,,,,,,,,,,,,,,,,,
1717,,,,,,,,,,,,,,,,,,,,,
