id_producto,hoy,1,1_cambio,3,3_cambio,7,7_cambio,14,14_cambio,30,30_cambio,60,60_cambio,90,90_cambio,180,180_cambio,270,270_cambio
1661,15.5,15.5,0,15.5,0,15.5,0,15.5,0,13,0.192,11.8,0.314,11.8,0.314,11.8,0.314,11.8,0.314
1705,,,,,,,,,,,,,,,,,,,
1713,,,,,,,,,,,,,,,,,,,
1714,15.5,15.5,0,15.5,0,15.5,0,15.5,0,15.5,0,15.5,0,15.5,0,15.5,0,15.5,0
1715,15.5,15.5,0,15.5,0,15.5,0,15.5,0,15.5,0,15.5,0,15.5,0,15.5,0,15.5,0
1718,,,,,,,,,,,,,,,,,,,
1719,,,,,,,,,,,,,,,,,,,
1731,18.2,18.2,0,18.2,0,18.2,0,18.2,0,18.2,0,13.7,0.328,11.5,0.583,10.5,0.733,10.2,0.784
1734,,,,,,,,,,,,,,,,,,,
1747,28,28,0,28,0,28,0,,,28,0,22,0.273,22,0.273,22,0.273,22,0.273
1751,,,,,,,,,,,,,,,,,,,
1752,,,,,,,,,,,,,,,,,,,
1758,,,,,,,,,,,,,,,,,,,
1767,16,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,14.5,0.103
1776,,,,,,,,,,,,,,,,,,,
1777,,,,,,,,,,,,,,,,,,,
1799,171,171,0,161,0.0646,161,0.0646,161,0.0646,161,0.0646,130,0.318,130,0.318,130,0.318,117,0.465
1800,87.1,87.1,0,82,0.0622,82,0.0622,82,0.0622,82,0.0622,64,0.361,64,0.361,64,0.361,59,0.476
1801,14.5,14.5,0,14.5,0,14.5,0,14.5,0,13,0.115,12,0.208,12,0.208,12,0.208,12,0.208
1820,,,,,,,,,,,,,,,,,,,
1825,66,66,0,66,0,66,0,66,0,66,0,66,0,66,0,62.9,0.0493,62.9,0.0493
1826,,,,,,,,,,,,,,,,,,,
1827,,,,,,,,,,,,,,,,,,,
1831,13.5,13.5,0,13.5,0,13.5,0,13.5,0,13.5,0,13.5,0,13.5,0,13.5,0,13.5,0
1832,19,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0
1833,19,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0
1834,19,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0
1843,,,,,,,,,,,,,,,,,,,
1844,,,,,,,,,,,,,,,,,,,
1849,,,,,,,,,,,,,,,,,,,
1851,,,,,,,,,,,,,,,,,,,
1858,,,,,,,,,,,,,,,,,,,
1863,8,8,0,8,0,8,0,,,8,0,,,,,,,,
1864,37.5,37.5,0,37.5,0,37.5,0,37.5,0,37.5,0,31.2,0.202,31.2,0.202,31.2,0.202,31.2,0.202
1867,375,375,0,375,0,375,0,375,0,375,0,255,0.471,255,0.471,255,0.471,255,0.471
1870,48.5,48.5,0,48.5,0,48.5,0,48.5,0,48.5,0,33.5,0.448,33.5,0.448,31,0.565,26.5,0.83
1880,48.5,48.5,0,48.5,0,48.5,0,48.5,0,48.5,0,33.5,0.448,33.5,0.448,31,0.565,26.5,0.83
1883,138,138,0,138,0,138,0,138,0,138,0,102,0.353,86,0.605,76,0.816,64,1.16
1884,,,,,,,,,,,,,,,,,,,
1891,138,138,0,138,0,138,0,138,0,138,0,102,0.353,86,0.605,75,0.84,75,0.84
1904,,,,,,,,,,,,,,,,,,,
1905,,,,,,,,,,,,,,,,,,,
1906,410,410,0,410,0,410,0,410,0,369,0.111,,,369,0.111,315,0.302,315,0.302
1907,,,,,,,,,,,,,,,,,,,
1908,499,499,0,499,0,499,0,499,0,419,0.191,419,0.191,419,0.191,419,0.191,419,0.191
1971,17.5,17.5,0,17.5,0,17.5,0,17.5,0,17.5,0,17.5,0,17.5,0,15.5,0.129,15.5,0.129
2194,9,9,0,9,0,9,0,9,0,9,0,8,0.125,8,0.125,,,,
2585,30,30,0,26,0.154,26,0.154,26,0.154,26,0.154,26,0.154,20.5,0.463,,,17.5,0.714
2640,99.9,99.9,0,85.9,0.163,85.9,0.163,85.9,0.163,55,0.816,55,0.816,55,0.816,39.8,1.51,39.8,1.51
2677,17.9,17.9,0,17.9,0,17.9,0,17.9,0,17.9,0,16,0.119,16,0.119,,,15,0.193
2718,27,27,0,27,0,27,0,27,0,27,0,25.9,0.0425,21,0.286,21,0.286,21,0.286
3265,55.9,55.9,0,55.9,0,55.9,0,55.9,0,55.9,0,55.9,0,53,0.0547,48.5,0.153,36.7,0.523
3270,82.3,82.3,0,82.3,0,82.3,0,82.3,0,82.3,0,82.3,0,77,0.0688,77,0.0688,57,0.444
3573,7.3,7.3,0,7.3,0,7.3,0,,,7.4,-0.0135,,,,,,,5.9,0.237
3705,135,135,0,135,0,135,0,135,0,135,0,135,0,135,0,135,0,135,0
3710,53.5,53.5,0,53.5,0,53.5,0,53.5,0,53.5,0,53.5,0,,,,,,
3744,94.8,94.8,0,93,0.0194,93,0.0194,93,0.0194,93,0.0194,93,0.0194,93,0.0194,88,0.0773,88,0.0773
3751,18,18,0,13.5,0.333,13.5,0.333,13.5,0.333,13.5,0.333,13.5,0.333,11,0.636,11,0.636,8,1.25
3757,24.5,24.5,0,24.5,0,24.5,0,24.5,0,24.5,0,19,0.289,16.2,0.512,14.7,0.667,14.2,0.725
3760,11,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,8,0.375
3794,19.2,19.2,0,16.9,0.136,16.9,0.136,16.9,0.136,16.9,0.136,16.9,0.136,14.5,0.324,14.5,0.324,10,0.92
3808,14.5,14.5,0,14.5,0,14.5,0,14.5,0,14.5,0,14.5,0,14.5,0,14.5,0,10,0.45
3824,19.2,19.2,0,16.9,0.136,16.9,0.136,16.9,0.136,16.9,0.136,16.9,0.136,14.5,0.324,14.5,0.324,10,0.92
3871,91,91,0,91,0,91,0,91,0,91,0,80,0.137,80,0.137,80,0.137,80,0.137
3873,80,80,0,80,0,80,0,80,0,80,0,80,0,80,0,80,0,80,0
3883,18,18,0,13.5,0.333,13.5,0.333,13.5,0.333,13.5,0.333,13.5,0.333,11,0.636,11,0.636,10,0.8
4795,28.5,28.5,0,28.5,0,28.5,0,28.5,0,28.5,0,24.5,0.163,24.5,0.163,18,0.583,18,0.583
4797,30,30,0,30,0,30,0,30,0,30,0,24.5,0.224,24.5,0.224,18,0.667,18,0.667
4928,10.5,10.5,0,10.5,0,10.5,0,10.5,0,10.5,0,9.3,0.129,9.3,0.129,9.3,0.129,9.3,0.129
4944,10.5,10.5,0,10.5,0,10.5,0,10.5,0,10.5,0,9.3,0.129,9.3,0.129,9.3,0.129,9.3,0.129
5026,21.5,21.5,0,21.5,0,21.5,0,21.5,0,21.5,0,21.5,0,21.5,0,22.5,-0.0444,22.5,-0.0444
5028,,,,,,,,,,,,,,,,,,,
5035,65,65,0,65,0,65,0,65,0,65,0,65,0,65,0,60,0.0833,60,0.0833
5053,30.5,30.5,0,30.5,0,30.5,0,30.5,0,30.5,0,,,,,,,,
5070,,,,,,,,,,,,,,,,,,,
5088,8.7,8.7,0,8.7,0,8.7,0,8.7,0,8.7,0,7.5,0.16,7.5,0.16,7.5,0.16,7.5,0.16
5114,,,,,,,,,,,,,,,,,,,
5118,10,10,0,10,0,10,0,10,0,10,0,8.5,0.176,8.5,0.176,8.5,0.176,8.5,0.176
5126,5.5,5.5,0,5.5,0,5.5,0,5.5,0,5.5,0,4.7,0.17,4.7,0.17,4.7,0.17,4.7,0.17
5132,20,20,0,20,0,20,0,20,0,20,0,20,0,20,0,20,0,20,0
5156,24,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,23,0.0435
5158,17.9,17.9,0,17.9,0,17.9,0,17.9,0,17.9,0,15,0.193,15,0.193,15,0.193,15,0.193
5163,24,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0
5165,,,,,,,,,,,,,,,,,,,
5166,,,,,,,,,,,,,,,,,,,
5167,,,,,,,,,,,,,,,,,,,
5168,,,,,,,,,,,,,,,,,,,
5171,30,30,0,30,0,30,0,30,0,30,0,30,0,30,0,28,0.0714,28,0.0714
5175,21,21,0,21,0,21,0,21,0,21,0,21,0,21,0,18,0.167,18,0.167
5178,33,33,0,33,0,33,0,33,0,33,0,33,0,33,0,30,0.1,30,0.1
5180,30,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,,
5190,30,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,,
5202,24,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0
5203,34,34,0,34,0,34,0,34,0,34,0,34,0,34,0,30,0.133,30,0.133
5205,,,,,,,,,,,,,,,,,,,
5206,20,20,0,20,0,20,0,20,0,20,0,20,0,20,0,,,20,0
5213,21,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,,
5217,30,30,0,30,0,30,0,30,0,30,0,30,0,30,0,,,20,0.5
5226,13,13,0,13,0,13,0,13,0,13,0,13,0,13,0,11,0.182,11,0.182
5312,15.5,15.5,0,15.5,0,15.5,0,15.5,0,15.5,0,14.5,0.069,14.5,0.069,14.5,0.069,14.5,0.069
5355,15,15,0,15,0,15,0,15,0,15,0,13,0.154,13,0.154,13,0.154,13,0.154
5363,15,15,0,15,0,15,0,15,0,15,0,12.8,0.172,12.8,0.172,12.8,0.172,12.8,0.172
5398,11,11,0,11,0,11,0,11,0,11,0,10,0.1,10,0.1,10,0.1,10,0.1
5491,21,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,,
5726,27,27,0,27,0,27,0,27,0,27,0,27,0,27,0,24,0.125,24,0.125
5727,,,,,,,,,,,,,,,,,,,
5728,24,24,0,24,0,24,0,24,0,19,0.263,,,,,,,,
5729,27,27,0,27,0,27,0,27,0,19,0.421,,,,,,,,
5730,24,24,0,24,0,24,0,24,0,19,0.263,,,,,,,,
5731,24,24,0,24,0,24,0,,,24,0,24,0,24,0,24,0,19,0.263
5748,,,,,,,,,,,,,,,,,,,
5788,23.5,23.5,0,23.5,0,23.5,0,23.5,0,23.5,0,23.5,0,23.5,0,23.5,0,23.5,0
5791,12.2,12.2,0,12.2,0,12.2,0,12.2,0,11,0.109,11,0.109,11,0.109,7.8,0.564,7.8,0.564
5794,,,,,,,,,,,,,,,,,,,
5795,18.5,18.5,0,18.5,0,18.5,0,18.5,0,18.5,0,,,17.5,0.0571,,,16,0.156
5796,,,,,,,,,,,,,,,,,,,
5797,9.6,9.6,0,9.6,0,9.6,0,9.6,0,9.6,0,9.6,0,9.6,0,9.6,0,9.6,0
5805,70,70,0,70,0,70,0,70,0,70,0,66,0.0606,66,0.0606,62,0.129,,
5840,,,,,,,,,,,,,,,,,,,
5877,,,,,,,,,,,,,,,,,,,
6735,,,,,,,,,,,,,,,,,,,
6736,,,,,,,,,,,,,,,,,,,
6737,,,,,,,,,,,,,,,,,,,
6744,14.3,14.3,0,13.5,0.0593,13.5,0.0593,13.5,0.0593,13.5,0.0593,13.5,0.0593,13.5,0.0593,13.5,0.0593,13,0.1
6748,,,,,,,,,,,,,,,,,,,
6753,5.6,5.6,0,5.6,0,5.6,0,5.6,0,5.6,0,5.6,0,5.6,0,5.6,0,6,-0.0667
6754,5.6,5.6,0,5.6,0,5.6,0,5.6,0,5.6,0,5.6,0,5.6,0,5.6,0,6,-0.0667
6756,,,,,,,,,,,,,,,,,,,
6778,18.5,18.5,0,18.5,0,18.5,0,18.5,0,18.5,0,18.5,0,18.5,0,18.5,0,18.5,0
6788,21.5,21.5,0,21.5,0,21.5,0,21.5,0,21.5,0,19.5,0.103,19.5,0.103,19.5,0.103,17,0.265
6819,,,,,,,,,,,,,,,,,,,
6878,41.5,41.5,0,37.5,0.107,37.5,0.107,37.5,0.107,37.5,0.107,37.5,0.107,37.5,0.107,31,0.339,31,0.339
7197,,,,,,,,,,,,,,,,,,,
7795,87,87,0,87,0,87,0,87,0,87,0,87,0,87,0,72.5,0.2,72.5,0.2
7817,,,,,,,,,,,,,,,,,,,
7975,66.5,66.5,0,69,-0.0362,69,-0.0362,66,0.00758,66,0.00758,53,0.255,36.9,0.802,36.9,0.802,31.5,1.11
8176,37.5,37.5,0,37.5,0,37.5,0,37.5,0,37.5,0,33,0.136,33,0.136,33,0.136,30,0.25
8184,38.5,38.5,0,38.5,0,38.5,0,38.5,0,38.5,0,34.3,0.122,34.3,0.122,34.3,0.122,35.5,0.0845
8192,,,,,,,,,,,,,,,,,,,
8206,38.5,38.5,0,38.5,0,38.5,0,38.5,0,38.5,0,35.5,0.0845,35.5,0.0845,35.5,0.0845,32.5,0.185
8210,7,7,0,7,0,,,,,6.8,0.0294,6,0.167,5.5,0.273,,,4.7,0.489
8214,20,20,0,20,0,20,0,20,0,20,0,18,0.111,18,0.111,18,0.111,16.2,0.235
8222,20,20,0,20,0,20,0,20,0,20,0,18,0.111,18,0.111,18,0.111,16.2,0.235
8257,20.5,20.5,0,20.5,0,20.5,0,20.5,0,20.5,0,19,0.0789,19,0.0789,19,0.0789,17.5,0.171
8265,22.5,22.5,0,22.5,0,22.5,0,22.5,0,22.5,0,20.5,0.0976,20.5,0.0976,20.5,0.0976,18.7,0.203
8354,24,24,0,24,0,24,0,24,0,24,0,24,0,24,0,23,0.0435,23,0.0435
8362,26.5,26.5,0,26.5,0,26.5,0,26.5,0,26.5,0,26.5,0,26.5,0,25.5,0.0392,25.5,0.0392
8487,57.2,57.2,0,47,0.217,47,0.217,47,0.217,47,0.217,29,0.972,29,0.972,29,0.972,25.9,1.21
8777,,,,,,,,,,,,,,,,,,,
9008,78,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0
9032,,,,,,,,,,,,,,,,,,,
9045,,,,,,,,,,,,,,,,,,,
9199,,,,,,,,,,,,,,,,,,,
10030,,,,,,,,,,,,,,,,,,,
10187,,,,,,,,,,,,,,,,,,,
10219,90.6,90.6,0,90.6,0,90.6,0,90.6,0,90.5,0.0011,90.5,0.0011,90.5,0.0011,90.5,0.0011,90.5,0.0011
10243,,,,,,,,,,,,,,,,,,,
10359,56.3,56.3,0,56.3,0,56.3,0,56.3,0,52,0.0827,52,0.0827,52,0.0827,52,0.0827,52,0.0827
10588,,,,,,,,,,,,,,,,,,,
10669,9.5,9.5,0,9.5,0,9.5,0,9.5,0,10.5,-0.0952,7.9,0.203,6.9,0.377,6.4,0.484,,
10971,27.5,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,26.5,0.0377,26.5,0.0377,24.5,0.122,21.5,0.279
10972,43.5,43.5,0,43.5,0,43.5,0,43.5,0,43.5,0,29,0.5,28.5,0.526,27.5,0.582,24,0.812
10973,43.5,43.5,0,43.5,0,43.5,0,43.5,0,43.5,0,29.5,0.475,28.5,0.526,27.5,0.582,23.5,0.851
10974,10,10,0,10,0,10,0,10,0,10,0,8,0.25,8,0.25,8,0.25,,
11096,42.6,42.6,0,42.6,0,39,0.0923,39,0.0923,39,0.0923,36.8,0.158,36.8,0.158,35,0.217,35,0.217
11201,23,23,0,23,0,23,0,,,,,,,,,,,,
11339,38,38,0,38,0,35,0.0857,35,0.0857,35,0.0857,33,0.152,33,0.152,31,0.226,31,0.226
11347,38,38,0,38,0,35,0.0857,35,0.0857,35,0.0857,33,0.152,33,0.152,31,0.226,31,0.226
11363,38,38,0,38,0,35,0.0857,35,0.0857,35,0.0857,33,0.152,33,0.152,,,31,0.226
11501,,,,,,,,,,,,,,,,,,,
11571,44.9,44.9,0,46.5,-0.0344,46.5,-0.0344,46,-0.0239,46,-0.0239,37,0.214,30.5,0.472,24.5,0.833,22.9,0.961
11649,23.8,23.8,0,23.8,0,23.8,0,23.8,0,23.8,0,23,0.0348,23,0.0348,22.5,0.0578,21.5,0.107
11671,9.8,9.8,0,9.8,0,9.8,0,9.8,0,9.8,0,8,0.225,8,0.225,7.8,0.256,8,0.225
11672,9.8,9.8,0,9.8,0,9.8,0,9.8,0,9.8,0,8,0.225,8,0.225,7.8,0.256,8,0.225
11683,9.8,9.8,0,9.8,0,9.8,0,9.8,0,9.8,0,8,0.225,8,0.225,8,0.225,8,0.225
11738,20,20,0,20,0,18.6,0.0753,18.6,0.0753,18.6,0.0753,,,18.5,0.0811,,,14.9,0.342
11762,,,,,,,,,,,,,,,,,,,
11784,29,29,0,29,0,29,0,29,0,29,0,25,0.16,25,0.16,20.5,0.415,18.5,0.568
11785,29,29,0,29,0,29,0,29,0,29,0,25,0.16,25,0.16,20.5,0.415,18.5,0.568
12105,,,,,,,,,,,,,,,,,,,
12173,11.5,11.5,0,11.5,0,11.5,0,8.9,0.292,8.9,0.292,9.5,0.211,9.5,0.211,9.5,0.211,7,0.643
12174,8,8,0,8,0,8,0,7,0.143,7,0.143,6.5,0.231,6.5,0.231,6.5,0.231,,
12175,5,5,0,5,0,5,0,3.5,0.429,3.5,0.429,4,0.25,4,0.25,4,0.25,3.5,0.429
12177,9.5,9.5,0,9.5,0,9.5,0,6.9,0.377,6.9,0.377,7.4,0.284,7.4,0.284,7.4,0.284,6,0.583
12180,9,9,0,9,0,9,0,7,0.286,7,0.286,8,0.125,8,0.125,8,0.125,6.5,0.385
12183,115,115,0,115,0,115,0,93,0.237,93,0.237,99,0.162,99,0.162,99,0.162,80,0.438
12184,107,107,0,107,0,107,0,69,0.551,69,0.551,78,0.372,78,0.372,78,0.372,65,0.646
12185,9.5,9.5,0,9.5,0,9.5,0,7,0.357,7,0.357,7.9,0.203,7.9,0.203,7.9,0.203,6.5,0.462
12187,15,15,0,15,0,15,0,12,0.25,12,0.25,13.5,0.111,13.5,0.111,13.5,0.111,8.3,0.807
12191,30,30,0,30,0,30,0,20,0.5,20,0.5,26.5,0.132,26.5,0.132,26.5,0.132,17.5,0.714
12192,95,95,0,95,0,95,0,65,0.462,65,0.462,70,0.357,70,0.357,70,0.357,60,0.583
12193,72,72,0,72,0,72,0,45,0.6,45,0.6,50,0.44,50,0.44,50,0.44,42.3,0.702
12194,82,82,0,82,0,82,0,55,0.491,55,0.491,62,0.323,62,0.323,62,0.323,53,0.547
12197,149,149,0,149,0,149,0,99,0.505,99,0.505,115,0.296,115,0.296,115,0.296,95,0.568
12204,25,25,0,25,0,25,0,18.4,0.359,18.4,0.359,18.4,0.359,18.4,0.359,18.4,0.359,13.6,0.838
12331,80.8,80.8,0,76.5,0.0562,76.5,0.0562,76.5,0.0562,76.5,0.0562,60,0.347,60,0.347,60,0.347,55,0.469
12332,80.8,80.8,0,76.5,0.0562,76.5,0.0562,76.5,0.0562,76.5,0.0562,60,0.347,60,0.347,60,0.347,55,0.469
12336,,,,,,,,,,,,,,,,,,,
12338,80.8,80.8,0,76.5,0.0562,76.5,0.0562,76.5,0.0562,76.5,0.0562,60,0.347,60,0.347,60,0.347,55,0.469
12429,11.3,11.3,0,10.5,0.0762,10.5,0.0762,10.5,0.0762,10.5,0.0762,8.9,0.27,8.9,0.27,8.9,0.27,8.4,0.345
12430,11.3,11.3,0,10.5,0.0762,10.5,0.0762,10.5,0.0762,10.5,0.0762,8.9,0.27,8.9,0.27,8.9,0.27,8.4,0.345
12551,,,,,,,,,,,,,,,,,,,
12562,44,44,0,44,0,44,0,44,0,34.5,0.275,34.5,0.275,34.5,0.275,32.5,0.354,32.5,0.354
12795,,,,,,,,,,,,,,,,,,,
13200,5,5,0,5,0,5,0,3.5,0.429,3.5,0.429,3.9,0.282,3.9,0.282,3.9,0.282,3,0.667
13226,9.5,9.5,0,9.5,0,9.5,0,6.5,0.462,6.5,0.462,7.2,0.319,7.2,0.319,7.2,0.319,6,0.583
13293,12.5,12.5,0,12.5,0,12.5,0,9,0.389,9,0.389,9.9,0.263,9.9,0.263,9.9,0.263,8.2,0.524
13515,4.5,4.5,0,4.5,0,4.5,0,4.5,0,4.5,0,4.5,0,4.5,0,4.5,0,4.5,0
13570,,,,,,,,,,,,,,,,,,,
13573,,,,,,,,,,,,,,,,,,,
13720,,,,,,,,,,,,,,,,,,,
14011,,,,,,,,,,,,,,,,,,,
14013,81.5,81.5,0,81.5,0,81.5,0,81.5,0,81.5,0,81.5,0,79,0.0316,78.5,0.0382,78.5,0.0382
14014,38.5,38.5,0,38.5,0,38.5,0,38.5,0,38.5,0,38.5,0,38.5,0,38.5,0,38.5,0
14015,25,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,,
14020,,,,,,,,,,,,,,,,,,,
14029,28,28,0,28,0,28,0,28,0,28,0,28,0,28,0,28,0,28,0
14030,15.9,15.9,0,15.9,0,15.9,0,15.9,0,15.9,0,15.5,0.0258,14,0.136,13,0.223,13,0.223
14031,15.9,15.9,0,15.9,0,15.9,0,15.9,0,15.9,0,15.5,0.0258,14,0.136,13,0.223,13,0.223
14032,15.9,15.9,0,15.9,0,15.9,0,15.9,0,15.9,0,15.5,0.0258,14,0.136,13,0.223,13,0.223
14034,32.5,32.5,0,32.5,0,32.5,0,32.5,0,32.5,0,,,,,,,,
14035,30,30,0,30,0,30,0,30,0,30,0,,,,,,,,
14039,,,,,,,,,,,,,,,,,,,
14041,24,24,0,24,0,24,0,24,0,24,0,21.5,0.116,18,0.333,18,0.333,18,0.333
14042,24,24,0,24,0,24,0,24,0,24,0,21.5,0.116,18.5,0.297,18,0.333,18,0.333
14043,29,29,0,29,0,29,0,29,0,29,0,23.5,0.234,20.5,0.415,20,0.45,20,0.45
14045,24,24,0,24,0,24,0,24,0,24,0,21.5,0.116,18,0.333,18,0.333,18,0.333
14049,,,,,,,,,,,,,,,,,,,
14055,13.5,13.5,0,13.5,0,13.5,0,13.5,0,13.5,0,13.5,0,12.5,0.08,12.5,0.08,11.5,0.174
14056,30,30,0,30,0,30,0,30,0,30,0,26,0.154,26,0.154,22,0.364,19.5,0.538
14057,30,30,0,30,0,30,0,30,0,30,0,26,0.154,26,0.154,22,0.364,19.5,0.538
14063,73,73,0,73,0,73,0,73,0,54,0.352,54,0.352,45,0.622,38,0.921,38,0.921
14064,,,,,,,,,,,,,,,,,,,
14069,,,,,,,,,,,,,,,,,,,
14070,,,,,,,,,,,,,,,,,,,
14072,28.8,28.8,0,28.8,0,28.8,0,,,28.8,0,22.5,0.28,,,22.5,0.28,22.5,0.28
14073,,,,,,,,,,,,,,,,,,,
14077,,,,,,,,,,,,,,,,,,,
14078,,,,,,,,,,,,,,,,,,,
14081,,,,,,,,,,,,,,,,,,,
14084,204,204,0,204,0,204,0,204,0,204,0,175,0.166,,,169,0.207,169,0.207
14088,,,,,,,,,,,,,,,,,,,
14091,15,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0
14098,,,,,,,,,,,,,,,,,,,
14099,73.5,73.5,0,73,0.00685,73,0.00685,73,0.00685,73,0.00685,71,0.0352,58,0.267,52.5,0.4,53,0.387
14100,,,,,,,,,,,,,,,,,,,
14107,,,,,,,,,,,,,,,,,,,
14108,,,,,,,,,,,,,,,,,,,
14113,,,,,,,,,,,,,,,,,,,
14118,,,,,,,,,,,,,,,,,,,
14123,9.5,9.5,0,9.5,0,9.5,0,9.5,0,9,0.0556,9,0.0556,9,0.0556,9,0.0556,,
14125,2.8,2.8,0,2.8,0,2.8,0,2.8,0,2.8,0,2.5,0.12,2.5,0.12,2.5,0.12,2.5,0.12
14128,,,,,,,,,,,,,,,,,,,
14129,11,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0
14130,21,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0
14131,42,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0,42,0
14140,,,,,,,,,,,,,,,,,,,
14159,92,92,0,92,0,92,0,92,0,92,0,69,0.333,64.5,0.426,64.5,0.426,64.5,0.426
14160,92,92,0,92,0,92,0,92,0,92,0,69,0.333,64.5,0.426,64.5,0.426,64.5,0.426
14162,,,,,,,,,,,,,,,,,,,
14170,13.5,13.5,0,13.5,0,11,0.227,11,0.227,10.5,0.286,8.5,0.588,8.5,0.588,8.5,0.588,8.3,0.627
14171,,,,,,,,,,,,,,,,,,,
14172,21.5,21.5,0,21.5,0,21.5,0,21.5,0,21.5,0,21.5,0,21.5,0,21.5,0,21.5,0
14188,58,58,0,58,0,58,0,58,0,58,0,58,0,58,0,58,0,58,0
14189,15,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0
14190,15,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0
14196,,,,,,,,,,,,,,,,,,,
14204,12.5,12.5,0,12.5,0,12.5,0,12.5,0,12.5,0,12.5,0,11.5,0.087,11.5,0.087,11.5,0.087
14205,12.5,12.5,0,12.5,0,12.5,0,12.5,0,12.5,0,12.5,0,,,,,,
14206,12.5,12.5,0,12.5,0,12.5,0,12.5,0,12.5,0,12.5,0,,,,,,
14207,22,22,0,22,0,22,0,22,0,22,0,22,0,,,,,,
14208,22,22,0,22,0,22,0,22,0,22,0,22,0,,,,,,
14209,25,25,0,25,0,25,0,25,0,25,0,25,0,21.5,0.163,21.5,0.163,21.5,0.163
14210,21.5,21.5,0,21.5,0,21.5,0,21.5,0,21.5,0,21.5,0,18.8,0.144,18.8,0.144,18.8,0.144
14211,53.5,53.5,0,59,-0.0932,59,-0.0932,59,-0.0932,29,0.845,49.9,0.0721,49.9,0.0721,,,49.9,0.0721
14223,,,,,,,,,,,,,,,,,,,
