id_producto,hoy,1,1_cambio,3,3_cambio,7,7_cambio,14,14_cambio,30,30_cambio,60,60_cambio,90,90_cambio,180,180_cambio,270,270_cambio
1971,17.5,17.5,0,17.5,0,17.5,0,17.5,0,17.5,0,17.5,0,17.5,0,15.5,0.129,15.5,0.129
2194,9,9,0,9,0,9,0,9,0,9,0,8,0.125,8,0.125,8,0.125,8,0.125
2585,,,,,,,,,,,,,,,,,,,
2640,99.9,85.9,0.163,85.9,0.163,85.9,0.163,85.9,0.163,55,0.816,55,0.816,55,0.816,39.8,1.51,39.8,1.51
2677,16.9,16.9,0,16.9,0,16.9,0,16.9,0,16.9,0,15,0.127,15,0.127,15,0.127,15,0.127
2718,27,27,0,27,0,27,0,27,0,27,0,25.9,0.0425,21,0.286,21,0.286,21,0.286
3265,47.7,47.7,0,47.7,0,47.7,0,54.2,-0.12,49.7,-0.0402,46,0.037,53.2,-0.103,50,-0.046,33.2,0.437
3270,69.8,69.8,0,69.8,0,69.8,0,79.8,-0.125,73,-0.0438,67.3,0.0371,79.8,-0.125,79.8,-0.125,53,0.317
3573,7.1,7.1,0,7.1,0,7.1,0,7.1,0,7.1,0,7.1,0,7.1,0,7.1,0,6,0.183
3705,135,135,0,135,0,135,0,135,0,135,0,135,0,135,0,135,0,135,0
3710,53.5,53.5,0,53.5,0,53.5,0,53.5,0,53.5,0,53.5,0,,,,,41.5,0.289
3744,94.8,93,0.0194,93,0.0194,93,0.0194,93,0.0194,93,0.0194,93,0.0194,93,0.0194,88,0.0773,88,0.0773
3751,18,13.5,0.333,13.5,0.333,13.5,0.333,13.5,0.333,13.5,0.333,13.5,0.333,11,0.636,11,0.636,8,1.25
3757,24.5,24.5,0,24.5,0,24.5,0,24.5,0,24.5,0,19,0.289,16.2,0.512,14.7,0.667,14.2,0.725
3760,,,,,,,,,,,,,,,,,,,
3794,19.2,16.9,0.136,16.9,0.136,16.9,0.136,16.9,0.136,16.9,0.136,16.9,0.136,14.5,0.324,14.5,0.324,10,0.92
3808,,,,,,,,,,,,,,,,,,,
3824,19.2,16.9,0.136,16.9,0.136,16.9,0.136,16.9,0.136,16.9,0.136,16.9,0.136,14.5,0.324,14.5,0.324,10,0.92
3871,91,91,0,91,0,91,0,91,0,91,0,80,0.137,,,80,0.137,80,0.137
3873,,,,,,,,,,,,,,,,,,,
3883,18,13.5,0.333,13.5,0.333,13.5,0.333,13.5,0.333,13.5,0.333,13.5,0.333,11,0.636,11,0.636,10,0.8
4795,28.5,28.5,0,28.5,0,28.5,0,28.5,0,28.5,0,24.5,0.163,24.5,0.163,18.5,0.541,18,0.583
4797,30,30,0,30,0,30,0,30,0,30,0,24.5,0.224,24.5,0.224,18.5,0.622,18,0.667
4928,10.5,10.5,0,10.5,0,10.5,0,10.5,0,10.5,0,9.3,0.129,9.3,0.129,9.3,0.129,9.3,0.129
4944,10.5,10.5,0,10.5,0,10.5,0,10.5,0,10.5,0,9.3,0.129,9.3,0.129,9.3,0.129,9.3,0.129
5003,22,22,0,45,-0.511,38.5,-0.429,38.5,-0.429,18,0.222,18,0.222,18,0.222,16,0.375,33,-0.333
5006,33,33,0,33,0,34.5,-0.0435,34.5,-0.0435,,,36,-0.0833,,,19.9,0.658,,
5007,41.5,41.5,0,41.5,0,43.5,-0.046,65,-0.362,42.5,-0.0235,42.5,-0.0235,42.5,-0.0235,40.5,0.0247,40,0.0375
5008,6.5,6.5,0,6.5,0,6.5,0,6.5,0,6.5,0,6.5,0,6.5,0,6.7,-0.0299,6.7,-0.0299
5011,7.5,7.5,0,7.5,0,7.5,0,7.5,0,6.3,0.19,6.3,0.19,6.3,0.19,6.3,0.19,6,0.25
5012,5,5,0,5,0,5,0,5,0,5,0,4.2,0.19,4.2,0.19,4.2,0.19,4.2,0.19
5014,31.9,31.9,0,31.9,0,31.9,0,31.9,0,31,0.029,31,0.029,34,-0.0618,34,-0.0618,26,0.227
5015,6.5,6.5,0,6.5,0,6.5,0,6.5,0,6.5,0,6.5,0,6.5,0,6.5,0,6.5,0
5016,15,15,0,15,0,15,0,13,0.154,9.3,0.613,9.3,0.613,9.9,0.515,13,0.154,12.5,0.2
5017,8.9,8.9,0,8.9,0,8.9,0,8.9,0,8.9,0,8.9,0,8.9,0,8.5,0.0471,10.5,-0.152
5018,,,,,,,,,,,,,,,,,,,
5021,27.5,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,24.5,0.122,24.5,0.122,24.5,0.122,22,0.25
5022,,,,,,,,,,,,,,,,,,,
5023,13,13,0,13,0,13,0,13,0,13,0,13,0,13,0,11.5,0.13,7.5,0.733
5025,18,18,0,18,0,18,0,10,0.8,8,1.25,8,1.25,8,1.25,8,1.25,10.7,0.682
5026,21.5,21.5,0,21.5,0,21.5,0,21.5,0,21.5,0,21.5,0,21.5,0,22.5,-0.0444,22.5,-0.0444
5028,,,,,,,,,,,,,,,,,,,
5030,5,5,0,5,0,5,0,5,0,5,0,5,0,5,0,6,-0.167,5.6,-0.107
5031,7,7,0,7,0,7,0,7,0,7.5,-0.0667,9,-0.222,9,-0.222,9,-0.222,9,-0.222
5032,9,9,0,9,0,9,0,9,0,7.5,0.2,7.5,0.2,7.5,0.2,6.5,0.385,5.9,0.525
5035,65,65,0,65,0,65,0,65,0,65,0,65,0,65,0,60,0.0833,60,0.0833
5036,7.6,7.6,0,7.6,0,7.6,0,9.9,-0.232,6.6,0.152,9,-0.156,10,-0.24,7.6,0,5.7,0.333
5038,7,7,0,7,0,7,0,7,0,5,0.4,5,0.4,5,0.4,5,0.4,4.8,0.458
5040,12.5,12.5,0,12.5,0,12.5,0,12.5,0,12.5,0,12.5,0,12.5,0,12.5,0,13,-0.0385
5044,9.9,9.9,0,14.2,-0.303,9,0.1,9,0.1,7,0.414,7,0.414,7,0.414,6,0.65,6.5,0.523
5048,73,73,0,73,0,73,0,73,0,73,0,53,0.377,53,0.377,53,0.377,56.2,0.299
5049,116,116,0,116,0,116,0,116,0,116,0,58.5,0.983,58.5,0.983,58.5,0.983,58.9,0.969
5050,61,61,0,61,0,61,0,63.5,-0.0394,66,-0.0758,72.5,-0.159,44,0.386,44,0.386,58,0.0517
5053,30.5,30.5,0,30.5,0,30.5,0,30.5,0,30.5,0,,,,,,,,
5054,12.5,12.5,0,11.5,0.087,14,-0.107,14,-0.107,12,0.0417,10.5,0.19,10.5,0.19,9.9,0.263,8,0.562
5055,28,28,0,28,0,27,0.037,30.5,-0.082,25,0.12,23,0.217,22,0.273,14,1,14,1
5056,11,11,0,11,0,11,0,11,0,8.5,0.294,8.5,0.294,8.5,0.294,8.5,0.294,8.5,0.294
5057,16.5,16.5,0,16,0.0312,16,0.0312,19.9,-0.171,14,0.179,10.5,0.571,10.5,0.571,8.5,0.941,8.8,0.875
5059,12,12,0,12,0,12,0,12,0,12,0,9.5,0.263,9.5,0.263,7.5,0.6,9.1,0.319
5060,9.9,9.9,0,9.9,0,9.9,0,12,-0.175,14,-0.293,8.5,0.165,8.5,0.165,13.5,-0.267,12.5,-0.208
5062,19,19,0,19,0,19,0,19,0,16.5,0.152,15,0.267,13,0.462,7.5,1.53,7.5,1.53
5063,11.5,11.5,0,11.5,0,11.5,0,11.5,0,11.5,0,11.5,0,11.5,0,11.5,0,11.5,0
5064,16,16,0,16,0,16,0,16,0,16,0,13.6,0.176,10,0.6,6,1.67,5.5,1.91
5065,13,13,0,13,0,13,0,13,0,12.1,0.0744,9.5,0.368,9.5,0.368,14,-0.0714,14,-0.0714
5067,12,12,0,13,-0.0769,14,-0.143,15,-0.2,10.9,0.101,11,0.0909,11,0.0909,8,0.5,8,0.5
5068,,,,,,,,,,,,,,,,,,,
5069,18,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0
5070,40,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,,
5071,21,21,0,21,0,22,-0.0455,22,-0.0455,19.5,0.0769,20,0.05,20,0.05,17,0.235,13,0.615
5072,13,13,0,13,0,11.5,0.13,13,0,10.5,0.238,10.5,0.238,9.5,0.368,11,0.182,13,0
5073,12.5,12.5,0,12.5,0,12.5,0,12.5,0,12.5,0,12.5,0,12.5,0,12.5,0,12.5,0
5075,34.5,34.5,0,34.5,0,34.5,0,34.5,0,34.5,0,52.5,-0.343,52.5,-0.343,57,-0.395,27,0.278
5077,21,21,0,21,0,21,0,21,0,15,0.4,10.5,1,10.5,1,10.5,1,7.3,1.88
5081,18,18,0,20.5,-0.122,21.5,-0.163,26,-0.308,25.5,-0.294,22,-0.182,15,0.2,9,1,18.5,-0.027
5083,11,11,0,11,0,11,0,11,0,11,0,11,0,12.5,-0.12,13,-0.154,13,-0.154
5085,31,31,0,31,0,31,0,32,-0.0312,32,-0.0312,21.5,0.442,17.5,0.771,17.5,0.771,23,0.348
5086,45,45,0,45,0,45,0,45,0,35,0.286,35,0.286,,,38,0.184,,
5087,10.9,10.9,0,10.9,0,10.9,0,10.9,0,9.5,0.147,10,0.09,9.9,0.101,11.5,-0.0522,9.5,0.147
5088,8.7,8.7,0,8.7,0,8.7,0,8.7,0,8.7,0,7.5,0.16,7.5,0.16,7.5,0.16,7.5,0.16
5089,10.2,10.2,0,10.2,0,10.2,0,10.2,0,10.2,0,10.6,-0.0377,10,0.02,9,0.133,10,0.02
5093,10.5,10.5,0,10.5,0,9.2,0.141,9.2,0.141,6.3,0.667,7,0.5,6,0.75,4.5,1.33,8.8,0.193
5094,16,16,0,16,0,17.5,-0.0857,17.5,-0.0857,16,0,18,-0.111,13.5,0.185,7.5,1.13,5.5,1.91
5095,13.5,13.5,0,13.5,0,13.5,0,13.5,0,14,-0.0357,14,-0.0357,13,0.0385,12,0.125,9,0.5
5097,19,19,0,19,0,19,0,19,0,19,0,,,,,,,10.8,0.759
5098,8.5,8.5,0,8.5,0,8.5,0,8.5,0,8.5,0,8.5,0,7.5,0.133,7.5,0.133,7,0.214
5099,25.5,25.5,0,25.5,0,25.5,0,25.5,0,25.5,0,25.5,0,25.5,0,25.5,0,25.5,0
5101,11,11,0,11,0,11,0,11,0,12,-0.0833,11,0,9.1,0.209,10,0.1,6.5,0.692
5102,19,19,0,19,0,19,0,19,0,15,0.267,14,0.357,14,0.357,11,0.727,11,0.727
5103,12,12,0,12.5,-0.04,12.5,-0.04,12.5,-0.04,10,0.2,8.5,0.412,5.5,1.18,4.5,1.67,4.5,1.67
5104,13,13,0,14.9,-0.128,11.9,0.0924,11.9,0.0924,9.9,0.313,16.5,-0.212,16.5,-0.212,11.5,0.13,11,0.182
5105,7.6,7.6,0,8,-0.05,8,-0.05,9.5,-0.2,7.9,-0.038,13.5,-0.437,15,-0.493,7.5,0.0133,8,-0.05
5106,16.9,16.9,0,19,-0.111,24,-0.296,24,-0.296,15.5,0.0903,13,0.3,19,-0.111,11,0.536,13.1,0.29
5107,11,11,0,11,0,11,0,11,0,11,0,9.5,0.158,9.5,0.158,6,0.833,,
5108,6.5,6.5,0,6.5,0,5.9,0.102,9,-0.278,7,-0.0714,7,-0.0714,6,0.0833,5.5,0.182,5,0.3
5111,9.9,9.9,0,9.9,0,9.9,0,12,-0.175,10,-0.01,9,0.1,6,0.65,6,0.65,4,1.48
5113,12.5,12.5,0,12.5,0,12.5,0,12.5,0,13.5,-0.0741,13.5,-0.0741,12,0.0417,11.5,0.087,9.5,0.316
5114,,,,,,,,,,,,,,,,,,,
5115,8.5,8.5,0,8.5,0,8.5,0,8.5,0,9.5,-0.105,7.5,0.133,7.5,0.133,7.5,0.133,8,0.0625
5118,10,10,0,10,0,10,0,10,0,10,0,8.5,0.176,8.5,0.176,8.5,0.176,8.5,0.176
5119,48,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0
5121,9,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0
5123,36,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0
5126,5.5,5.5,0,5.5,0,5.5,0,5.5,0,5.5,0,4.7,0.17,4.7,0.17,4.7,0.17,4.7,0.17
5127,27,27,0,24,0.125,24,0.125,24,0.125,25,0.08,17.2,0.57,19.9,0.357,21.5,0.256,23.5,0.149
5129,34,34,0,34,0,34,0,24.6,0.382,24.6,0.382,19,0.789,19,0.789,19,0.789,16.5,1.06
5134,26,26,0,26,0,26,0,26,0,27.5,-0.0545,24.1,0.0788,22,0.182,22,0.182,22,0.182
5135,53.5,53.5,0,53.5,0,,,53.5,0,54,-0.00926,53.8,-0.00558,52,0.0288,48,0.115,,
5136,,,,,,,,,,,,,,,,,,,
5139,20,20,0,20,0,20,0,20,0,20,0,20,0,20,0,20,0,20,0
5140,15.1,15.1,0,15.1,0,15.1,0,15.1,0,15.1,0,15.1,0,15.1,0,15.1,0,15.1,0
5154,20,20,0,,,,,,,,,20,0,,,,,,
5156,24,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,23,0.0435
5157,25,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,,
5158,17.9,17.9,0,17.9,0,17.9,0,17.9,0,17.9,0,15,0.193,15,0.193,15,0.193,,
5160,,,,,,,,,,,,,,,,,,,
5165,,,,,,,,,,,,,,,,,,,
5167,,,,,,,,,,,,,,,,,,,
5168,,,,,,,,,,,,,,,,,,,
5171,30,30,0,30,0,30,0,30,0,30,0,30,0,30,0,28,0.0714,,
5173,27,27,0,27,0,26,0.0385,26,0.0385,24,0.125,22,0.227,18,0.5,18,0.5,22,0.227
5175,21,21,0,21,0,21,0,21,0,21,0,21,0,21,0,18,0.167,18,0.167
5178,33,33,0,33,0,33,0,33,0,33,0,33,0,,,30,0.1,,
5180,,,,,,,,,,,,,,,,,,,
5187,32.5,32.5,0,32.5,0,32.5,0,30,0.0833,26,0.25,21.5,0.512,17,0.912,13.5,1.41,,
5190,30,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,,
5196,10.5,10.5,0,10.5,0,10.5,0,10.5,0,10.5,0,10.5,0,10.5,0,10.5,0,10.5,0
5199,29.5,29.5,0,29.5,0,30,-0.0167,27,0.0926,33,-0.106,30,-0.0167,22,0.341,33,-0.106,31,-0.0484
5200,10,10,0,10,0,10,0,10,0,10,0,10,0,10,0,17,-0.412,,
5203,34,34,0,34,0,34,0,34,0,34,0,34,0,34,0,30,0.133,30,0.133
5205,21,21,0,21,0,21,0,21,0,21,0,21,0,21,0,19.5,0.0769,18,0.167
5206,20,20,0,20,0,20,0,20,0,20,0,20,0,20,0,20,0,,
5209,80.5,80.5,0,80.5,0,80.5,0,80.5,0,65.5,0.229,65.5,0.229,62,0.298,57,0.412,55,0.464
5212,16.5,16.5,0,17,-0.0294,18.5,-0.108,18.5,-0.108,20,-0.175,24,-0.312,21,-0.214,23,-0.283,14,0.179
5213,21,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0
5217,,,,,,,,,,,,,,,,,,,
5220,,,,,,,,,,,,,,,,,,,
5226,13,13,0,13,0,13,0,13,0,13,0,13,0,13,0,11,0.182,11,0.182
5228,5.5,5.5,0,5.5,0,5.5,0,5.5,0,5.5,0,5.5,0,5.5,0,5.5,0,5.5,0
5230,28.5,28.5,0,28.5,0,28.5,0,28.5,0,26,0.0962,26,0.0962,21.5,0.326,21,0.357,19.9,0.432
5231,7,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0
5235,29.9,29.9,0,29.9,0,29.9,0,29.9,0,29.9,0,29.9,0,28.1,0.0641,25,0.196,27.5,0.0873
5236,,,,,,,,,,,,,,,,,,,
5290,15.5,15.5,0,15.5,0,15.5,0,15.5,0,15.5,0,14,0.107,14,0.107,14,0.107,14,0.107
5312,15.5,15.5,0,15.5,0,15.5,0,15.5,0,15.5,0,14.5,0.069,14.5,0.069,14.5,0.069,14.5,0.069
5355,15,15,0,15,0,15,0,15,0,15,0,13,0.154,13,0.154,13,0.154,13,0.154
5363,15,15,0,15,0,15,0,15,0,15,0,12.8,0.172,12.8,0.172,12.8,0.172,12.8,0.172
5398,11,11,0,11,0,11,0,11,0,11,0,10,0.1,10,0.1,10,0.1,10,0.1
5448,19.7,19.7,0,19.7,0,19.7,0,19.7,0,19.7,0,19.7,0,19.7,0,19.7,0,15.1,0.305
5472,22.5,22.5,0,22.5,0,23.5,-0.0426,21,0.0714,26.2,-0.141,30.5,-0.262,30.5,-0.262,28,-0.196,28,-0.196
5491,21,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0
5521,10.5,10.5,0,10.5,0,10.5,0,10.5,0,10.5,0,10.5,0,10.5,0,10.5,0,10.5,0
5522,,,,,,,,,,,,,,,,,,,
5523,10.8,10.8,0,10.8,0,10.8,0,10.8,0,10.8,0,10.8,0,10.8,0,10.8,0,10.8,0
5524,9.8,9.8,0,9.8,0,,,9.8,0,9.8,0,,,9.8,0,9.8,0,9.8,0
5525,,,,,,,,,,,,,,,,,,,
5526,,,,,,,,,,,,,,,,,,,
5535,21,21,0,21,0,,,,,21,0,,,21,0,,,,
5549,23.7,23.7,0,23.7,0,23.7,0,23.7,0,23.7,0,20.1,0.179,,,21,0.129,,
5634,58,58,0,65.5,-0.115,63.5,-0.0866,,,48,0.208,46.8,0.239,,,33,0.758,40,0.45
5726,27,27,0,27,0,27,0,27,0,27,0,27,0,27,0,24,0.125,24,0.125
5727,29,29,0,29,0,29,0,29,0,29,0,29,0,29,0,26,0.115,21,0.381
5728,,,,,,,,,,,,,,,,,,,
5729,,,,,,,,,,,,,,,,,,,
5730,,,,,,,,,,,,,,,,,,,
5731,,,,,,,,,,,,,,,,,,,
5748,,,,,,,,,,,,,,,,,,,
5788,23.5,23.5,0,23.5,0,23.5,0,23.5,0,23.5,0,23.5,0,23.5,0,23.5,0,23.5,0
5794,,,,,,,,,,,,,,,,,,,
5795,,,,,,,,,,,,,,,,,,,
5796,,,,,,,,,,,,,,,,,,,
5797,9.6,9.6,0,9.6,0,9.6,0,9.6,0,9.6,0,9.6,0,9.6,0,9.6,0,9.6,0
5805,,,,,,,,,,,,,,,,,,,
5840,9,9,0,9,0,9,0,9,0,9,0,9,0,,,,,,
5877,,,,,,,,,,,,,,,,,,,
6715,,,,,,,,,,,,,,,,,,,
6716,,,,,,,,,,,,,,,,,,,
6717,45.5,45.5,0,45.5,0,,,,,,,,,39,0.167,39,0.167,39,0.167
6720,43,43,0,43,0,43,0,43,0,43,0,,,,,,,39,0.103
6729,,,,,,,,,,,,,,,,,,,
6735,,,,,,,,,,,,,,,,,,,
6736,,,,,,,,,,,,,,,,,,,
6737,,,,,,,,,,,,,,,,,,,
6744,15,15,0,15,0,13.5,0.111,13.5,0.111,13.5,0.111,13.5,0.111,13.5,0.111,13.5,0.111,13.5,0.111
6748,8,8,0,8,0,8,0,8,0,8,0,8,0,8,0,,,,
6753,,,,,,,,,,,,,,,,,,,
6754,,,,,,,,,,,,,,,,,,,
6756,5.9,5.9,0,5.9,0,5.9,0,5.9,0,5.9,0,5.9,0,5.9,0,5.9,0,,
6778,18.5,18.5,0,18.5,0,18.5,0,18.5,0,18.5,0,,,18.5,0,18.5,0,18.5,0
6788,21.5,21.5,0,21.5,0,21.5,0,21.5,0,21.5,0,19.5,0.103,19.5,0.103,19.5,0.103,17,0.265
6819,,,,,,,,,,,,,,,,,,,
6878,35.4,35.4,0,35.4,0,35.4,0,35.4,0,35.4,0,35.4,0,35.4,0,23.5,0.506,27.5,0.287
7817,,,,,,,,,,,,,,,,,,,
7880,,,,,,,,,,,,,,,,,,,
7975,66.5,66,0.00758,66,0.00758,66,0.00758,66,0.00758,66,0.00758,48.5,0.371,44,0.511,36.9,0.802,31.5,1.11
8176,37.5,37.5,0,37.5,0,37.5,0,37.5,0,37.5,0,33,0.136,33,0.136,33,0.136,30,0.25
8184,38.5,38.5,0,38.5,0,38.5,0,38.5,0,38.5,0,34.3,0.122,34.3,0.122,34.3,0.122,35.5,0.0845
8192,36,36,0,36,0,36,0,36,0,36,0,34,0.0588,34,0.0588,34.3,0.0496,31,0.161
8206,38.5,38.5,0,38.5,0,38.5,0,38.5,0,38.5,0,35.5,0.0845,35.5,0.0845,35.5,0.0845,32.5,0.185
8210,6.8,6.8,0,6.8,0,6.8,0,6.8,0,6.8,0,6,0.133,5.7,0.193,5.4,0.259,4.7,0.447
8214,20,20,0,20,0,20,0,20,0,20,0,18,0.111,18,0.111,18,0.111,16.2,0.235
8222,20,20,0,20,0,20,0,20,0,20,0,18,0.111,18,0.111,18,0.111,16.2,0.235
8257,20.5,20.5,0,20.5,0,20.5,0,20.5,0,20.5,0,19,0.0789,19,0.0789,19,0.0789,17.5,0.171
8265,22.5,22.5,0,22.5,0,22.5,0,22.5,0,22.5,0,20.5,0.0976,20.5,0.0976,20.5,0.0976,18.7,0.203
8354,23,23,0,23,0,23,0,23,0,23,0,23,0,23,0,22,0.0455,22,0.0455
8362,25,25,0,25,0,25,0,25,0,25,0,25,0,25,0,23.5,0.0638,23.5,0.0638
8487,,,,,,,,,,,,,,,,,,,
