id_producto,hoy,1,1_cambio,3,3_cambio,7,7_cambio,14,14_cambio,30,30_cambio
1007,13,13,0,13,0,13,0,10.6,0.226,,
1015,10.6,10.6,0,10.6,0,10.6,0,10.6,0,,
1023,13,13,0,13,0,13,0,10.6,0.226,,
1031,13,13,0,13,0,13,0,10.6,0.226,10.6,0.226
1040,13,13,0,13,0,13,0,10.6,0.226,,
1058,13,13,0,13,0,13,0,10.6,0.226,10.6,0.226
1074,13,13,0,13,0,13,0,10.6,0.226,,
1082,22,22,0,22,0,22,0,19.5,0.128,19.5,0.128
1090,22,22,0,22,0,22,0,19.5,0.128,19.5,0.128
1104,22,22,0,22,0,,,19.5,0.128,19.5,0.128
1112,22,22,0,22,0,,,19.5,0.128,19.5,0.128
1120,22,22,0,22,0,22,0,19.5,0.128,19.5,0.128
1139,22,22,0,22,0,22,0,19.5,0.128,19.5,0.128
1155,22,22,0,22,0,22,0,19.5,0.128,19.5,0.128
1163,25,25,0,25,0,25,0,19.5,0.282,19.5,0.282
1557,26.8,26.8,0,26.8,0,26.8,0,25.5,0.051,25.5,0.051
1605,5.2,5.2,0,5.2,0,5.2,0,5.2,0,5.2,0
1618,,,,,,,,,,,
1621,26,26,0,26,0,26,0,26,0,26,0
1623,,,,,,,,,,,
1626,5.4,5.4,0,5.4,0,5.4,0,5.4,0,5.4,0
1628,5.4,5.4,0,5.4,0,5.4,0,5.4,0,5.4,0
1629,18.5,18.5,0,18.5,0,18.5,0,18.5,0,18.5,0
1644,113,113,0,113,0,113,0,113,0,113,0
1655,7,7,0,7,0,7,0,7,0,,
1656,7,7,0,7,0,7,0,7,0,,
1659,11.7,11.7,0,11.7,0,11.7,0,11.7,0,8.6,0.36
1661,11.7,11.7,0,11.7,0,11.7,0,11.7,0,8.6,0.36
1672,9.3,9.3,0,9.3,0,9.3,0,9.3,0,9.3,0
1673,9.3,9.3,0,,,9.3,0,9.3,0,9.3,0
1674,,,,,,,,,,,
1675,9.3,9.3,0,9.3,0,9.3,0,9.3,0,9.3,0
1713,55,55,0,55,0,55,0,50,0.1,50,0.1
1714,15,15,0,15,0,15,0,15,0,15,0
1715,15,15,0,15,0,15,0,15,0,15,0
1717,40.5,40.5,0,40.5,0,40.5,0,40.5,0,40.5,0
1718,50,50,0,50,0,50,0,50,0,50,0
1719,38.5,38.5,0,38.5,0,38.5,0,38.5,0,38.5,0
1730,15,15,0,15,0,15,0,15,0,15,0
1731,10.3,10.3,0,10.3,0,10.3,0,10.3,0,9.2,0.12
1734,50,50,0,50,0,50,0,50,0,50,0
1743,88,88,0,88,0,88,0,88,0,,
1746,7.7,7.7,0,7.7,0,7.7,0,7.7,0,7.7,0
1747,21,21,0,21,0,21,0,21,0,21,0
1751,50,50,0,50,0,50,0,50,0,50,0
1756,32,32,0,32,0,32,0,32,0,32,0
1758,16,16,0,16,0,16,0,16,0,16,0
1779,17.5,17.5,0,17.5,0,16,0.0938,16,0.0938,16,0.0938
1801,12.8,12.8,0,12.8,0,12.8,0,12.8,0,12.8,0
1802,41,41,0,41,0,41,0,41,0,41,0
1820,,,,,,,,,,,
1831,12.5,12.5,0,12.5,0,12.5,0,12.5,0,,
1832,,,,,,,,,,,
1833,,,,,,,,,,,
1844,12,12,0,12,0,12,0,12,0,12,0
1849,,,,,,,,,,,
1851,9.2,9.2,0,9.2,0,9.2,0,9.2,0,9.2,0
1863,8,8,0,8,0,8,0,8,0,,
1864,30,30,0,30,0,30,0,30,0,30,0
1867,230,230,0,230,0,230,0,230,0,230,0
1872,24,22,0.0909,22,0.0909,22,0.0909,22,0.0909,22,0.0909
1887,49.5,49.5,0,49.5,0,44,0.125,44,0.125,44,0.125
1888,49.5,49.5,0,49.5,0,46,0.0761,46,0.0761,46,0.0761
1904,295,295,0,295,0,295,0,295,0,295,0
1905,295,295,0,295,0,295,0,295,0,295,0
1906,295,295,0,295,0,295,0,295,0,295,0
1909,295,295,0,295,0,295,0,295,0,295,0
1971,15.3,15.3,0,15.3,0,15.3,0,15.3,0,15.3,0
2585,14.5,14.5,0,14.5,0,14.5,0,11.5,0.261,11.5,0.261
2640,39,39,0,39,0,39,0,39,0,39,0
2677,16,16,0,16,0,16,0,16,0,16,0
2718,20.5,20.5,0,20.5,0,20.5,0,20.5,0,20.5,0
3265,36.5,36.5,0,36.5,0,36.5,0,36.5,0,34,0.0735
3270,56,56,0,56,0,56,0,56,0,52,0.0769
3705,88,88,0,88,0,88,0,88,0,88,0
3710,40,40,0,40,0,40,0,40,0,,
3718,24,24,0,24,0,24,0,24,0,24,0
3744,85,85,0,85,0,85,0,85,0,85,0
3751,7.2,7.2,0,7.2,0,7.2,0,7.2,0,7.2,0
3757,14,14,0,14,0,12.8,0.0938,12.8,0.0938,12.8,0.0938
3760,7.2,7.2,0,7.2,0,7.2,0,7.2,0,7.2,0
3794,8.9,8.9,0,8.9,0,8.9,0,8.9,0,8.9,0
3808,8.9,8.9,0,8.9,0,8.9,0,8.9,0,8.9,0
3824,8.9,8.9,0,8.9,0,8.9,0,8.9,0,8.9,0
3871,78,78,0,78,0,78,0,78,0,78,0
3873,79,79,0,79,0,79,0,79,0,79,0
3883,7.2,7.2,0,7.2,0,7.2,0,7.2,0,7.2,0
4795,16.8,16.8,0,16.8,0,16.8,0,16.8,0,15.7,0.0701
4797,16.8,16.8,0,16.8,0,16.8,0,16.8,0,15.7,0.0701
4928,9.2,9.2,0,9.2,0,9.2,0,7.8,0.179,7.8,0.179
4944,9.2,9.2,0,9.2,0,9.2,0,7.8,0.179,7.8,0.179
5003,39.9,39.9,0,39.9,0,39.9,0,39.9,0,39.9,0
5006,,,,,,,,,,,
5007,45,45,0,45,0,45,0,48,-0.0625,48,-0.0625
