id_producto,hoy,1,1_cambio,3,3_cambio,7,7_cambio,14,14_cambio,30,30_cambio,60,60_cambio
1661,11.8,11.8,0,11.8,0,11.8,0,11.8,0,11.8,0,7.5,0.573
1705,,,,,,,,,,,,,
1713,57,57,0,57,0,57,0,57,0,57,0,,
1714,15.5,15.5,0,15.5,0,15.5,0,15.5,0,15.5,0,15.5,0
1715,15.5,15.5,0,15.5,0,15.5,0,15.5,0,15.5,0,15.5,0
1718,62.5,62.5,0,62.5,0,52,0.202,52,0.202,52,0.202,52,0.202
1719,48,48,0,48,0,40,0.2,40,0.2,40,0.2,40,0.2
1731,10.2,10.2,0,10.2,0,10.2,0,10.2,0,10.2,0,9.2,0.109
1734,52,52,0,52,0,52,0,52,0,,,52,0
1747,22,22,0,22,0,22,0,22,0,22,0,22,0
1751,52,52,0,52,0,52,0,52,0,52,0,52,0
1752,,,,,,,,,,,,,
1758,18,18,0,18,0,18,0,18,0,18,0,18,0
1767,14.5,14.5,0,14.5,0,14.5,0,14.5,0,14.5,0,14.5,0
1776,,,,,,,,,,,,,
1777,,,,,,,,,,,,,
1799,117,117,0,117,0,105,0.114,105,0.114,105,0.114,105,0.114
1800,59,59,0,59,0,54,0.0926,54,0.0926,54,0.0926,54,0.0926
1801,12,12,0,12,0,12,0,12,0,12,0,12,0
1820,,,,,,,,,,,,,
1825,62.9,62.9,0,62.9,0,62.9,0,62.9,0,62.9,0,62.9,0
1826,31.2,31.2,0,31.2,0,31.2,0,31.2,0,31.2,0,31.2,0
1827,62.5,62.5,0,62.5,0,62.5,0,62.5,0,62.5,0,62.5,0
1831,13.5,13.5,0,13.5,0,13.5,0,13.5,0,13.5,0,12.5,0.08
1832,19,19,0,19,0,19,0,19,0,19,0,16.9,0.124
1833,19,19,0,19,0,19,0,19,0,19,0,17.5,0.0857
1834,19,19,0,19,0,19,0,19,0,19,0,17.5,0.0857
1843,,,,,,,,,,,,,
1844,12,12,0,12,0,12,0,12,0,12,0,12,0
1849,7.5,7.5,0,7.5,0,7.5,0,7.5,0,7.5,0,7.5,0
1851,9.3,9.3,0,9.3,0,9.3,0,9.3,0,9.3,0,9.3,0
1858,,,,,,,,,,,,,
1864,31.2,31.2,0,31.2,0,31.2,0,31.2,0,31.2,0,31.2,0
1867,255,255,0,255,0,255,0,255,0,255,0,255,0
1870,26.5,26.5,0,26.5,0,26.5,0,26.5,0,26.5,0,26.5,0
1880,26.5,26.5,0,26.5,0,26.5,0,26.5,0,26.5,0,26.5,0
1883,64,64,0,64,0,64,0,64,0,64,0,64,0
1884,59,59,0,59,0,59,0,59,0,59,0,59,0
1891,75,75,0,75,0,75,0,75,0,75,0,75,0
1904,,,,,,,,,,,,,
1905,315,315,0,315,0,315,0,315,0,315,0,315,0
1906,315,315,0,315,0,315,0,315,0,315,0,315,0
1907,360,360,0,360,0,360,0,360,0,360,0,360,0
1908,419,419,0,419,0,419,0,419,0,419,0,419,0
1971,15.5,15.5,0,15.5,0,15.5,0,15.5,0,15.5,0,15.5,0
2585,17.5,17.5,0,17.5,0,15,0.167,15,0.167,15,0.167,11.9,0.471
2640,39.8,39.8,0,39.8,0,39.8,0,39.8,0,39.8,0,39.8,0
2677,15,15,0,15,0,15,0,15,0,15,0,14,0.0714
2718,21,21,0,21,0,21,0,21,0,21,0,21,0
3265,36.7,,,,,36.7,0,36.7,0,35,0.0486,34.6,0.0607
3270,57,57,0,57,0,57,0,57,0,54,0.0556,54,0.0556
3573,5.9,5.9,0,5.9,0,5.9,0,5.9,0,6.4,-0.0781,,
3705,135,135,0,135,0,135,0,135,0,135,0,135,0
3744,88,88,0,88,0,88,0,88,0,88,0,88,0
3751,8,8,0,8,0,7.5,0.0667,7.5,0.0667,7.5,0.0667,6,0.333
3757,14.2,14.2,0,14.2,0,14.2,0,14.2,0,14.2,0,12.7,0.118
3760,8,8,0,8,0,7.5,0.0667,7.5,0.0667,7.5,0.0667,6,0.333
3794,10,10,0,10,0,9,0.111,9,0.111,9,0.111,9,0.111
3808,10,10,0,10,0,9,0.111,9,0.111,9,0.111,9,0.111
3824,10,10,0,10,0,9,0.111,9,0.111,9,0.111,9,0.111
3871,80,80,0,80,0,80,0,80,0,80,0,80,0
3873,80,80,0,80,0,80,0,80,0,80,0,80,0
3883,10,10,0,10,0,7.5,0.333,7.5,0.333,7.5,0.333,6,0.667
4795,18,18,0,17,0.0588,17,0.0588,17,0.0588,17,0.0588,16,0.125
4797,18,18,0,17,0.0588,17,0.0588,17,0.0588,17,0.0588,16,0.125
4928,9.3,9.3,0,9.3,0,9.3,0,9.3,0,8,0.163,8,0.163
4944,9.3,9.3,0,9.3,0,9.3,0,9.3,0,8,0.163,8,0.163
5026,22.5,22.5,0,22.5,0,22.5,0,22.5,0,15.6,0.442,15.6,0.442
5035,60,60,0,60,0,60,0,60,0,54.9,0.0929,54.9,0.0929
5088,7.5,7.5,0,7.5,0,7.5,0,7.5,0,6.3,0.19,6.3,0.19
5114,14,14,0,14,0,14,0,14,0,14,0,,
5118,8.5,8.5,0,8.5,0,8.5,0,8.5,0,7.5,0.133,7.5,0.133
5126,4.7,4.7,0,4.7,0,4.7,0,4.7,0,3.7,0.27,3.7,0.27
5132,20,20,0,20,0,20,0,20,0,20,0,20,0
5156,23,23,0,23,0,23,0,23,0,23,0,23,0
5158,15,15,0,15,0,15,0,15,0,15,0,15,0
5163,24,24,0,24,0,24,0,24,0,24,0,24,0
5165,,,,,,,,,,,,,
5166,24,24,0,24,0,24,0,24,0,24,0,24,0
5167,,,,,,,,,,,,,
5168,39,39,0,39,0,39,0,39,0,39,0,39,0
5171,28,28,0,28,0,19,0.474,19,0.474,19,0.474,19,0.474
5175,18,18,0,18,0,18,0,18,0,18,0,18,0
5178,30,30,0,30,0,30,0,30,0,30,0,30,0
5202,24,24,0,24,0,24,0,24,0,24,0,24,0
5203,30,30,0,30,0,30,0,30,0,25,0.2,25,0.2
5205,18,18,0,18,0,18,0,18,0,15,0.2,15,0.2
5206,,,,,,,,,,,,,
5217,20,20,0,20,0,20,0,20,0,20,0,,
5226,11,11,0,11,0,11,0,11,0,8,0.375,8,0.375
5312,14.5,14.5,0,14.5,0,14.5,0,14.5,0,14.5,0,14.5,0
5355,13,13,0,13,0,13,0,13,0,13,0,13,0
5363,12.8,12.8,0,12.8,0,12.8,0,12.8,0,12.8,0,12.8,0
5398,10,10,0,10,0,10,0,10,0,10,0,10,0
5491,,,,,,,,,,,,,
5726,24,24,0,24,0,24,0,24,0,24,0,24,0
5727,21,21,0,21,0,,,,,,,21,0
5731,19,19,0,19,0,19,0,19,0,19,0,19,0
5788,23.5,23.5,0,23.5,0,23.5,0,23.5,0,23.5,0,23.5,0
5791,7.8,7.8,0,7.8,0,7.8,0,7.8,0,7.8,0,6.8,0.147
5795,,,,,,,,,,,,,
5797,9.6,9.6,0,9.6,0,,,,,,,,
5877,32,32,0,32,0,32,0,32,0,32,0,32,0
6735,11.3,11.3,0,11.3,0,11.3,0,11.3,0,11.3,0,11,0.0273
6736,22.9,22.9,0,22.9,0,22.9,0,22.9,0,22.9,0,22.5,0.0178
6737,24.9,24.9,0,24.9,0,24.9,0,24.9,0,24.9,0,25,-0.004
6744,13,13,0,13,0,13,0,13,0,13,0,13,0
6753,6,6,0,6,0,6,0,6,0,6,0,4.9,0.224
6754,6,6,0,6,0,6,0,6,0,6,0,4.9,0.224
6778,18.5,18.5,0,18.5,0,18.5,0,18.5,0,18.5,0,18.5,0
6788,17,17,0,17,0,17,0,17,0,17,0,17,0
6819,36.5,36.5,0,36.5,0,36.5,0,36.5,0,,,,
6878,31,31,0,31,0,29.9,0.0368,29.9,0.0368,,,,
7197,69,69,0,69,0,69,0,69,0,69,0,92.5,-0.254
7795,72.5,72.5,0,72.5,0,72.5,0,72.5,0,72.5,0,72.5,0
7975,31.5,31.5,0,31.5,0,31.5,0,31.5,0,31.5,0,31.5,0
8176,30,30,0,30,0,30,0,30,0,30,0,30,0
8184,35.5,35.5,0,35.5,0,35.5,0,35.5,0,35.5,0,35.5,0
8192,31,31,0,31,0,31,0,31,0,31,0,31,0
8206,32.5,32.5,0,32.5,0,32.5,0,32.5,0,32.5,0,32.5,0
8210,4.7,4.7,0,4.7,0,4.7,0,4.7,0,4.7,0,4.4,0.0682
8214,16.2,16.2,0,16.2,0,16.2,0,16.2,0,16.2,0,16.2,0
8222,16.2,16.2,0,16.2,0,16.2,0,16.2,0,16.2,0,16.2,0
8257,17.5,17.5,0,17.5,0,17.5,0,17.5,0,17.5,0,17.5,0
8265,18.7,18.7,0,18.7,0,18.7,0,18.7,0,18.7,0,18.7,0
8354,23,23,0,23,0,23,0,23,0,23,0,23,0
8362,25.5,25.5,0,25.5,0,25.5,0,25.5,0,25.5,0,25.5,0
8487,25.9,25.9,0,25.9,0,25.9,0,25.9,0,25.5,0.0157,24,0.0792
8777,77.5,77.5,0,77.5,0,77.5,0,77.5,0,77.5,0,77.5,0
9008,78,78,0,78,0,78,0,78,0,78,0,78,0
9032,43.5,43.5,0,43.5,0,43.5,0,43.5,0,,,,
9045,8.9,8.9,0,8.9,0,8.9,0,8.9,0,8.9,0,8.9,0
9199,24.5,24.5,0,24.5,0,24.5,0,24.5,0,24.5,0,24.5,0
10030,70.5,70.5,0,70.5,0,70.5,0,,,,,,
10187,99,99,0,99,0,99,0,99,0,,,,
10219,90.5,90.5,0,90.5,0,90.5,0,90.5,0,90.5,0,90.5,0
10243,128,128,0,128,0,128,0,128,0,128,0,128,0
10359,52,52,0,52,0,52,0,52,0,52,0,52,0
10588,10,10,0,10,0,10,0,10,0,10,0,,
10669,4,4,0,4,0,4,0,4,0,4,0,5.2,-0.231
10971,21.5,21.5,0,21.5,0,21.5,0,21.5,0,21.5,0,21.5,0
10972,24,24,0,24,0,24,0,24,0,23.5,0.0213,23.5,0.0213
10973,23.5,23.5,0,23.5,0,23.5,0,23.5,0,23.5,0,23.5,0
11096,35,35,0,35,0,35,0,35,0,35,0,35,0
11339,31,31,0,31,0,31,0,31,0,31,0,31,0
11347,31,31,0,31,0,31,0,31,0,31,0,31,0
11363,31,31,0,31,0,31,0,31,0,31,0,31,0
11501,399,399,0,399,0,399,0,399,0,399,0,399,0
11571,22.9,22.9,0,22.9,0,22.9,0,22.9,0,22.9,0,22.9,0
11649,21.5,21.5,0,21.5,0,21.5,0,21.5,0,21.5,0,21,0.0238
11671,8,8,0,8,0,8,0,8,0,8,0,6,0.333
11672,8,8,0,8,0,8,0,8,0,8,0,6,0.333
11683,8,8,0,8,0,8,0,8,0,8,0,6.5,0.231
11738,14.9,14.9,0,14.9,0,14.9,0,14.9,0,14.9,0,14.9,0
11762,15.5,15.5,0,15.5,0,15.5,0,15.5,0,15.5,0,14.9,0.0403
11784,18.5,18.5,0,18.5,0,18.5,0,18.5,0,18.5,0,15.5,0.194
11785,18.5,18.5,0,18.5,0,18.5,0,18.5,0,18.5,0,15.5,0.194
12105,14.2,14.2,0,14.2,0,14.2,0,14.2,0,14.2,0,,
12173,7,7,0,7,0,7,0,7,0,7,0,6,0.167
12174,,,,,,,,,,,,,
12175,3.5,3.5,0,3.5,0,3.5,0,3.5,0,3.5,0,3,0.167
12177,6,6,0,6,0,6,0,6,0,6,0,5,0.2
12180,6.5,6.5,0,6.5,0,6.5,0,6.5,0,6.5,0,5.2,0.25
12183,80,80,0,80,0,80,0,80,0,80,0,66,0.212
12184,65,65,0,65,0,65,0,65,0,65,0,53,0.226
12185,6.5,6.5,0,6.5,0,6.5,0,6.5,0,6.5,0,5.5,0.182
12187,8.3,8.3,0,8.3,0,8.3,0,8.3,0,8.3,0,6.5,0.277
12191,17.5,17.5,0,17.5,0,17.5,0,17.5,0,17.5,0,14,0.25
12192,60,60,0,60,0,60,0,60,0,60,0,49,0.224
12193,42.3,42.3,0,42.3,0,42.3,0,42.3,0,42.3,0,34,0.244
12194,53,53,0,53,0,53,0,53,0,53,0,42,0.262
12197,95,95,0,95,0,95,0,95,0,95,0,79,0.203
12204,13.6,13.6,0,13.6,0,13.6,0,13.6,0,13.6,0,10.8,0.259
12331,55,55,0,55,0,49,0.122,49,0.122,49,0.122,49,0.122
12332,55,55,0,55,0,49,0.122,49,0.122,49,0.122,49,0.122
12336,274,274,0,274,0,274,0,274,0,259,0.0579,245,0.118
12338,55,55,0,55,0,49,0.122,49,0.122,49,0.122,49,0.122
12429,8.4,8.4,0,8.4,0,8.4,0,8.4,0,8.4,0,8,0.05
12430,8.4,8.4,0,8.4,0,8.4,0,8.4,0,8.4,0,8,0.05
12551,58,58,0,58,0,58,0,58,0,58,0,58,0
12562,32.5,32.5,0,32.5,0,32.5,0,32.5,0,32.5,0,32.5,0
12795,15,,,,,,,15,0,15,0,15,0
13200,3,3,0,3,0,3,0,3,0,3,0,2.4,0.25
13226,6,6,0,6,0,6,0,6,0,6,0,5,0.2
13293,8.2,8.2,0,8.2,0,8.2,0,8.2,0,8.2,0,6.5,0.262
13515,4.5,4.5,0,4.5,0,4.5,0,4.5,0,4.5,0,4.8,-0.0625
13570,19,19,0,19,0,19,0,19,0,19,0,19,0
13573,19,19,0,19,0,19,0,19,0,19,0,19,0
13720,18,18,0,18,0,18,0,18,0,18,0,18,0
14011,,,,,,,,,,,,,
14013,78.5,78.5,0,78.5,0,78.5,0,78.5,0,78.5,0,68.9,0.139
14014,38.5,38.5,0,38.5,0,38.5,0,38.5,0,38.5,0,38.5,0
14020,16,16,0,16,0,16,0,16,0,16,0,15.5,0.0323
14029,28,28,0,28,0,28,0,28,0,28,0,28,0
14030,13,13,0,13,0,13,0,13,0,13,0,12.5,0.04
14031,13,13,0,13,0,13,0,13,0,13,0,12.5,0.04
14032,13,13,0,13,0,13,0,13,0,13,0,12.5,0.04
14039,10.5,10.5,0,10.5,0,10.5,0,10.5,0,10.5,0,10.5,0
14041,18,18,0,18,0,18,0,18,0,18,0,18,0
14042,18,18,0,18,0,18,0,18,0,18,0,18,0
14043,20,20,0,20,0,20,0,20,0,20,0,20,0
14045,18,18,0,18,0,18,0,18,0,18,0,18,0
14049,39.5,39.5,0,39.5,0,39.5,0,39.5,0,39.5,0,39.5,0
14055,11.5,11.5,0,11.5,0,11.5,0,11.5,0,11.5,0,11.5,0
14056,19.5,19.5,0,19.5,0,19.5,0,19.5,0,19.5,0,16.5,0.182
14057,19.5,19.5,0,19.5,0,19.5,0,19.5,0,19.5,0,16.5,0.182
14063,38,38,0,38,0,36,0.0556,36,0.0556,36,0.0556,32.5,0.169
14064,30,30,0,30,0,30,0,30,0,30,0,,
14069,,,,,,,,,,,,,
14070,,,,,,,,,,,,,
14072,22.5,22.5,0,22.5,0,22.5,0,22.5,0,22.5,0,22.5,0
14073,18.8,18.8,0,18.8,0,18.8,0,18.8,0,18.8,0,18.8,0
14077,15,15,0,15,0,15,0,15,0,15,0,15,0
14078,31,31,0,31,0,31,0,31,0,31,0,31,0
14081,41,41,0,41,0,41,0,41,0,41,0,41,0
14084,169,169,0,169,0,169,0,169,0,169,0,164,0.0305
14088,,,,,,,,,,,,,
14091,15,15,0,15,0,15,0,15,0,15,0,15,0
14099,53,53,0,53,0,53,0,53,0,53,0,42,0.262
14100,15,15,0,15,0,15,0,15,0,15,0,15,0
14107,5.5,5.5,0,5.5,0,5.5,0,5.5,0,5.5,0,3.7,0.486
14108,9.5,9.5,0,9.5,0,9.5,0,9.5,0,9.5,0,7.2,0.319
14113,7.5,7.5,0,7.5,0,7.5,0,7.5,0,7.5,0,6,0.25
14118,,,,,,,,,,,,,
14125,2.5,2.5,0,2.5,0,2.5,0,2.5,0,2.5,0,2.5,0
14128,27.5,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0
14129,11,11,0,11,0,11,0,11,0,11,0,11,0
14130,21,21,0,21,0,21,0,21,0,21,0,21,0
14131,42,42,0,42,0,42,0,42,0,42,0,42,0
14140,25.5,25.5,0,25.5,0,24,0.0625,24,0.0625,,,,
14159,64.5,64.5,0,64.5,0,64.5,0,64.5,0,64.5,0,64.5,0
14160,64.5,64.5,0,64.5,0,64.5,0,64.5,0,64.5,0,64.5,0
14162,105,105,0,105,0,105,0,105,0,105,0,95.5,0.0995
14170,8.3,8.3,0,8.3,0,6.9,0.203,6.9,0.203,8.3,0,8.3,0
14171,26.5,26.5,0,26.5,0,26.5,0,26.5,0,26.5,0,26.5,0
14172,21.5,21.5,0,21.5,0,21.5,0,,,,,,
14188,58,58,0,58,0,58,0,58,0,58,0,,
14189,15,15,0,15,0,15,0,15,0,15,0,15,0
14190,15,15,0,15,0,15,0,15,0,15,0,15,0
14196,5,5,0,5,0,5,0,5,0,5,0,5,0
14204,11.5,11.5,0,11.5,0,11.5,0,11.5,0,11.5,0,11.5,0
14209,21.5,21.5,0,21.5,0,21.5,0,21.5,0,21.5,0,21.5,0
14210,18.8,18.8,0,18.8,0,18.8,0,18.8,0,18.8,0,18.8,0
14211,49.9,49.9,0,49.9,0,49.9,0,49.9,0,49.9,0,41,0.217
14223,11,11,0,11,0,11,0,11,0,10.5,0.0476,10.5,0.0476
14225,159,159,0,159,0,159,0,159,0,159,0,159,0
14237,,,,,,,,,,,,,
14239,33,33,0,33,0,33,0,33,0,33,0,33,0
14242,21.5,21.5,0,21.5,0,21.5,0,21.5,0,21.5,0,21.5,0
14243,11.5,11.5,0,11.5,0,11.5,0,11.5,0,,,11.5,0
14248,28.8,28.8,0,28.8,0,28.8,0,28.8,0,28.8,0,28.8,0
14258,19,19,0,19,0,19,0,19,0,19,0,16.9,0.124
14264,,,,,,,,,,,,,
14275,18.5,18.5,0,18.5,0,18.5,0,18.5,0,18.5,0,14.5,0.276
14276,,,,,,,,,,,,,
14283,45,45,0,45,0,45,0,45,0,45,0,45,0
14284,34,34,0,34,0,34,0,34,0,34,0,31,0.0968
14285,34,34,0,34,0,34,0,34,0,34,0,31,0.0968
14286,,,,,,,,,,,,,
14287,30,30,0,30,0,30,0,30,0,30,0,25.5,0.176
14292,13,13,0,13,0,13,0,13,0,13,0,13,0
14295,69,69,0,69,0,69,0,69,0,69,0,69,0
14296,105,105,0,105,0,105,0,105,0,105,0,105,0
14299,40,40,0,40,0,40,0,40,0,40,0,40,0
14300,59,59,0,59,0,52,0.135,52,0.135,52,0.135,37.9,0.557
14301,,,,,,,,,,,,,
14302,21.5,21.5,0,21.5,0,21.5,0,21.5,0,21.5,0,21.5,0
14304,,,,,,,,,,,,,
14305,21.5,21.5,0,21.5,0,21.5,0,21.5,0,21.5,0,21.5,0
14315,,,,,,,,,,,,,
14322,46.5,46.5,0,46.5,0,46.5,0,46.5,0,46.5,0,46.5,0
14328,22,22,0,22,0,22,0,22,0,22,0,15.5,0.419
14330,38,38,0,38,0,36,0.0556,36,0.0556,36,0.0556,32.5,0.169
14350,14.3,14.3,0,14.3,0,14.3,0,14.3,0,14.3,0,14.3,0
14355,78,78,0,78,0,78,0,78,0,78,0,78,0
14357,8,8,0,8,0,8,0,8,0,8,0,8,0
14358,5,,,,,5,0,5,0,5,0,5,0
14359,7,7,0,7,0,7,0,7,0,7,0,7,0
14361,7,7,0,7,0,7,0,7,0,7,0,7,0
14364,75,75,0,75,0,75,0,75,0,75,0,75,0
14365,7,7,0,7,0,7,0,7,0,7,0,7,0
14381,22,22,0,22,0,22,0,22,0,22,0,22,0
14382,7.5,7.5,0,7.5,0,7.5,0,7.5,0,7.5,0,5.5,0.364
14384,120,120,0,120,0,120,0,120,0,120,0,,
14387,7.5,7.5,0,7.5,0,7.5,0,7.5,0,7.5,0,7.5,0
14388,12.5,12.5,0,12.5,0,12.5,0,12.5,0,12.5,0,,
14390,72,72,0,72,0,72,0,72,0,72,0,72,0
14395,165,165,0,165,0,165,0,165,0,165,0,165,0
14398,62.5,62.5,0,62.5,0,62.5,0,62.5,0,62.5,0,62.5,0
14402,3.9,3.9,0,3.9,0,3.9,0,3.9,0,3.9,0,3.5,0.114
14423,,,,,,,,,,,,,
14424,129,129,0,129,0,115,0.122,115,0.122,115,0.122,115,0.122
14429,3,3,0,3,0,3,0,3,0,3,0,3,0
14430,,,,,,,,,,,,,
14432,,,,,,,,,,,,,
14437,9.8,9.8,0,9.8,0,9.8,0,9.8,0,9.8,0,9.8,0
14438,28.5,28.5,0,28.5,0,28.5,0,28.5,0,28.5,0,28.5,0
14439,28.5,28.5,0,28.5,0,28.5,0,28.5,0,28.5,0,,
14440,23,23,0,23,0,23,0,23,0,23,0,23,0
14441,36.5,36.5,0,36.5,0,36.5,0,36.5,0,36.5,0,36.5,0
14446,,,,,,,,,,,,,
14449,,,,,,,,,,,,,
14450,29,29,0,29,0,21.5,0.349,21.5,0.349,21.5,0.349,21.5,0.349
14460,,,,,,,,,,,,,
14463,,,,,,,,,,,,,
14465,,,,,,,,,,,,,
14476,59,59,0,59,0,53,0.113,53,0.113,53,0.113,53,0.113
14477,18.5,18.5,0,18.5,0,15,0.233,15,0.233,15,0.233,15,0.233
14478,18.5,18.5,0,18.5,0,15,0.233,15,0.233,15,0.233,15,0.233
14483,12.5,12.5,0,12.5,0,12.5,0,12.5,0,12.5,0,,
14490,10,10,0,10,0,10,0,10,0,,,10,0
14491,10,10,0,10,0,10,0,10,0,10,0,10,0
14494,,,,,,,,,,,,,
14499,,,,,,,,,,,,,
14503,16.5,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0
14504,16.5,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0,16.5,0
14512,20,20,0,20,0,20,0,20,0,20,0,20,0
14524,,,,,,,,,,,,,
14530,20,20,0,20,0,20,0,20,0,20,0,20,0
14532,20,20,0,20,0,20,0,20,0,20,0,20,0
14534,645,645,0,645,0,645,0,645,0,,,,
14535,6,6,0,6,0,6,0,6,0,6,0,5,0.2
14536,4,4,0,4,0,4,0,4,0,4,0,4,0
14550,9,9,0,9,0,6.5,0.385,6.5,0.385,6.5,0.385,6.5,0.385
14554,18.5,18.5,0,18.5,0,18.5,0,18.5,0,18.5,0,,
14555,87.5,87.5,0,87.5,0,87.5,0,87.5,0,87.5,0,87.5,0
14570,41.5,41.5,0,41.5,0,41.5,0,41.5,0,41.5,0,34,0.221
14572,14.8,14.8,0,14.8,0,14.8,0,14.8,0,14.8,0,,
14573,14.8,14.8,0,14.8,0,14.8,0,14.8,0,14.8,0,,
14574,14.8,14.8,0,14.8,0,14.8,0,14.8,0,14.8,0,,
14589,27.5,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0
14600,4.5,4.5,0,4.5,0,4.5,0,4.5,0,4.5,0,3.9,0.154
14604,16.3,16.3,0,16.3,0,16.3,0,16.3,0,16.3,0,16.3,0
14629,,,,,,,,,,,,,
14631,15,15,0,15,0,15,0,15,0,15,0,15,0
14639,16.3,16.3,0,16.3,0,16.3,0,16.3,0,16.3,0,16.3,0
14640,,,,,,,,,,,,,
14645,51,51,0,51,0,51,0,51,0,51,0,51,0
14647,51,51,0,51,0,51,0,51,0,51,0,51,0
14649,23.5,23.5,0,23.5,0,23.5,0,23.5,0,,,23.5,0
14655,,,,,,,,,,,,,
14657,62,62,0,62,0,62,0,62,0,62,0,62,0
14660,14.5,14.5,0,14.5,0,14.5,0,14.5,0,14.5,0,14.5,0
14666,11,11,0,11,0,11,0,11,0,11,0,11,0
14667,9.5,9.5,0,9.5,0,9.5,0,9.5,0,9.5,0,9.5,0
14668,7.5,7.5,0,7.5,0,7.5,0,7.5,0,7.5,0,7.5,0
14676,6.5,6.5,0,6.5,0,6.5,0,6.5,0,,,6.5,0
14679,13,13,0,13,0,13,0,13,0,13,0,13,0
14680,16.3,16.3,0,16.3,0,16.3,0,16.3,0,16.3,0,16.3,0
14697,15.9,15.9,0,15.9,0,15.9,0,15.9,0,15.9,0,14.5,0.0966
14698,,,,,,,,,,,,,
14703,9,9,0,9,0,6.5,0.385,6.5,0.385,6.5,0.385,6.5,0.385
14704,22.5,22.5,0,22.5,0,22.5,0,22.5,0,22.5,0,22.5,0
14720,25,25,0,25,0,25,0,25,0,25,0,25,0
14730,10.3,10.3,0,10.3,0,,,,,10.3,0,8,0.288
14731,10.3,10.3,0,10.3,0,,,10.3,0,10.3,0,8,0.288
14747,,,,,,,,,,,,,
14751,42.5,42.5,0,42.5,0,42.5,0,42.5,0,42.5,0,42.5,0
14752,62.5,62.5,0,62.5,0,62.5,0,62.5,0,62.5,0,62.5,0
14755,,,,,,,,,,,,,
14756,16,16,0,16,0,16,0,,,,,16,0
14766,22.9,22.9,0,22.9,0,22.9,0,22.9,0,22.9,0,22.9,0
14767,13.9,13.9,0,13.9,0,13.9,0,13.9,0,13.9,0,13.9,0
14770,8,8,0,8,0,8,0,8,0,8,0,8,0
14774,57.5,57.5,0,57.5,0,57.5,0,57.5,0,57.5,0,57.5,0
14775,9,9,0,9,0,9,0,9,0,9,0,7.9,0.139
14776,9,9,0,9,0,9,0,9,0,9,0,7.9,0.139
14780,9.5,9.5,0,9.5,0,9.5,0,9.5,0,9.5,0,9.5,0
14782,26.5,26.5,0,26.5,0,26.5,0,26.5,0,26.5,0,26.5,0
14788,64.5,64.5,0,64.5,0,54.8,0.177,54.8,0.177,54.8,0.177,54.8,0.177
14791,24.5,24.5,0,24.5,0,24.5,0,24.5,0,24.5,0,18.6,0.317
14971,57,57,0,57,0,57,0,57,0,57,0,54,0.0556
15015,9.5,9.5,0,9.5,0,9.5,0,9.5,0,9.5,0,9.5,0
15024,21.5,21.5,0,21.5,0,21.5,0,21.5,0,21.5,0,21.5,0
15051,,,,,,,,,,,,,
15054,70,70,0,70,0,70,0,70,0,70,0,70,0
15056,12,12,0,12,0,12,0,12,0,12,0,12,0
15058,5.2,5.2,0,5.2,0,5.2,0,5.2,0,5.2,0,5.2,0
15059,8.7,8.7,0,8.7,0,8.7,0,8.7,0,8.7,0,8.7,0
