id_producto,hoy,1,1_cambio,3,3_cambio,7,7_cambio
12180,6.5,5.2,0.25,5.2,0.25,5.2,0.25
12183,80,66,0.212,66,0.212,66,0.212
12184,65,53,0.226,53,0.226,53,0.226
12185,6.5,5.5,0.182,5.5,0.182,5.5,0.182
12187,8.3,6.5,0.277,6.5,0.277,6.5,0.277
12191,17.5,14,0.25,14,0.25,14,0.25
12192,60,49,0.224,49,0.224,49,0.224
12193,42.3,34,0.244,34,0.244,34,0.244
12194,53,42,0.262,42,0.262,42,0.262
12197,95,79,0.203,79,0.203,79,0.203
12204,13.6,10.8,0.259,10.8,0.259,10.8,0.259
12331,49,49,0,49,0,49,0
12332,49,49,0,49,0,49,0
12336,245,245,0,245,0,245,0
12338,49,49,0,49,0,49,0
12429,8.4,8,0.05,8,0.05,8,0.05
12430,8.4,8,0.05,8,0.05,8,0.05
12551,58,58,0,58,0,58,0
12562,32.5,32.5,0,32.5,0,32.5,0
12795,15,15,0,15,0,15,0
13200,3,2.4,0.25,2.4,0.25,2.4,0.25
13226,6,5,0.2,5,0.2,5,0.2
13293,8.2,6.5,0.262,6.5,0.262,6.5,0.262
13515,4.8,4.8,0,4.8,0,4.8,0
13570,19,19,0,19,0,19,0
13573,19,19,0,19,0,19,0
13720,18,18,0,18,0,18,0
14011,,,,,,,
14013,68.9,68.9,0,68.9,0,79,-0.128
14014,38.5,38.5,0,38.5,0,38.5,0
14020,15.5,15.5,0,15.5,0,15.5,0
14029,28,28,0,28,0,28,0
14030,12.5,12.5,0,12.5,0,12.5,0
14031,12.5,12.5,0,12.5,0,12.5,0
14032,13,13,0,12.5,0.04,12.5,0.04
14039,10.5,10.5,0,10.5,0,10.5,0
14041,18,18,0,18,0,18,0
14042,18,18,0,18,0,18,0
14043,20,20,0,20,0,20,0
14045,18,18,0,18,0,18,0
14049,39.5,39.5,0,39.5,0,39.5,0
14055,11.5,11.5,0,11.5,0,11.5,0
14056,16.5,16.5,0,16.5,0,16.5,0
14057,16.5,16.5,0,16.5,0,16.5,0
14063,32.5,32.5,0,32.5,0,32.5,0
14069,,,,,,,
14070,22.5,22.5,0,22.5,0,22.5,0
14072,22.5,22.5,0,22.5,0,22.5,0
14073,18.8,18.8,0,18.8,0,18.8,0
14077,15,15,0,15,0,15,0
14078,31,31,0,31,0,31,0
14081,41,41,0,41,0,41,0
14084,164,164,0,164,0,164,0
14088,,,,,,,
14091,15,15,0,15,0,15,0
14099,49,42,0.167,42,0.167,42,0.167
14100,15,15,0,15,0,15,0
14107,3.7,3.7,0,3.7,0,3.7,0
14108,7.2,7.2,0,7.2,0,7.2,0
14113,6,6,0,6,0,6,0
14118,8,8,0,8,0,8,0
14125,2.5,2.5,0,2.5,0,2.5,0
14128,27.5,27.5,0,27.5,0,27.5,0
14129,11,11,0,11,0,11,0
14130,21,21,0,21,0,21,0
14131,42,42,0,42,0,42,0
14159,64.5,64.5,0,64.5,0,64.5,0
14160,64.5,64.5,0,64.5,0,64.5,0
14162,95.5,95.5,0,95.5,0,109,-0.124
14170,8.3,8.3,0,8.3,0,8.3,0
14171,26.5,26.5,0,26.5,0,26.5,0
14189,15,15,0,15,0,15,0
14190,15,15,0,15,0,15,0
14196,5,5,0,5,0,5,0
14204,11.5,11.5,0,11.5,0,11.5,0
14209,21.5,21.5,0,21.5,0,21.5,0
14210,18.8,18.8,0,18.8,0,18.8,0
14211,41,41,0,41,0,41,0
14223,10.5,10.5,0,10.5,0,10.5,0
14225,159,159,0,159,0,159,0
14237,84,84,0,84,0,84,0
14239,33,33,0,33,0,33,0
14242,21.5,21.5,0,21.5,0,21.5,0
14243,11.5,11.5,0,11.5,0,11.5,0
14248,28.8,28.8,0,28.8,0,28.8,0
14258,16.9,16.9,0,16.9,0,16.9,0
14264,88,88,0,88,0,88,0
14275,18.5,18.5,0,14.5,0.276,14.5,0.276
14276,6.3,6.3,0,6.3,0,6.3,0
14283,45,45,0,45,0,45,0
14284,31,31,0,31,0,31,0
14285,31,31,0,31,0,31,0
14286,27,27,0,27,0,27,0
14287,25.5,25.5,0,25.5,0,25.5,0
14292,13,13,0,13,0,13,0
14295,69,69,0,69,0,69,0
14296,105,105,0,105,0,105,0
14299,40,40,0,40,0,40,0
14300,37.9,37.9,0,37.9,0,46.5,-0.185
14301,20,20,0,20,0,20,0
14302,21.5,21.5,0,21.5,0,21.5,0
14304,21.5,21.5,0,21.5,0,21.5,0
14305,21.5,21.5,0,21.5,0,21.5,0
14315,13.5,13.5,0,13.5,0,13.5,0
14322,46.5,46.5,0,46.5,0,46.5,0
14328,15.5,15.5,0,15.5,0,15.5,0
14330,32.5,32.5,0,32.5,0,32.5,0
14350,14.3,14.3,0,14.3,0,14.3,0
14355,78,78,0,78,0,78,0
14357,8,8,0,8,0,8,0
14358,5,5,0,5,0,5,0
14359,7,7,0,7,0,7,0
14361,7,7,0,7,0,7,0
14364,75,75,0,75,0,75,0
14365,7,7,0,7,0,7,0
14381,22,22,0,22,0,22,0
14382,5.5,5.5,0,5.5,0,5.5,0
14387,7.5,7.5,0,7.5,0,7.5,0
14390,72,72,0,72,0,72,0
14395,165,165,0,165,0,165,0
14398,62.5,62.5,0,62.5,0,62.5,0
14402,3.5,3.5,0,3.5,0,3.5,0
14423,37.5,37.5,0,37.5,0,37.5,0
14424,115,115,0,115,0,115,0
14429,3,3,0,3,0,3,0
14430,2.5,2.5,0,2.5,0,2.5,0
14432,2.5,2.5,0,2.5,0,2.5,0
14437,9.8,9.8,0,9.8,0,9.8,0
14438,28.5,28.5,0,28.5,0,28.5,0
14439,,,,,,,
14440,23,23,0,23,0,23,0
14441,36.5,36.5,0,36.5,0,36.5,0
14446,6.5,6.5,0,6.5,0,6.5,0
14449,5.3,5.3,0,5.3,0,5.3,0
14450,21.5,21.5,0,21.5,0,21.5,0
14460,25,25,0,25,0,25,0
14463,25,25,0,25,0,25,0
14465,17,17,0,17,0,17,0
14476,53,53,0,53,0,53,0
14477,15,15,0,15,0,15,0
14478,15,15,0,15,0,15,0
14490,10,10,0,10,0,10,0
14491,10,10,0,10,0,10,0
14494,21,21,0,21,0,21,0
14499,4.5,4.5,0,4.5,0,4.5,0
14503,16.5,16.5,0,16.5,0,16.5,0
14504,16.5,16.5,0,16.5,0,16.5,0
14512,20,20,0,20,0,20,0
14524,9.5,9.5,0,9.5,0,9.5,0
14530,20,20,0,20,0,20,0
14532,20,20,0,20,0,20,0
14535,5,5,0,5,0,5,0
14536,4,4,0,4,0,4,0
14550,6.5,6.5,0,6.5,0,6.5,0
14555,87.5,87.5,0,87.5,0,87.5,0
14570,34,34,0,34,0,34,0
14589,27.5,27.5,0,27.5,0,27.5,0
14600,3.9,3.9,0,3.9,0,3.9,0
14604,16.3,16.3,0,16.3,0,16.3,0
14629,30,30,0,30,0,30,0
14631,15,15,0,15,0,15,0
14639,16.3,16.3,0,16.3,0,16.3,0
14640,,,,,,,
14645,51,51,0,51,0,51,0
14647,51,51,0,51,0,51,0
14649,23.5,23.5,0,23.5,0,23.5,0
14655,119,119,0,119,0,119,0
14657,62,62,0,62,0,62,0
14660,14.5,14.5,0,14.5,0,14.5,0
14666,11,11,0,11,0,11,0
14667,9.5,9.5,0,9.5,0,9.5,0
14668,7.5,7.5,0,7.5,0,7.5,0
14676,6.5,6.5,0,6.5,0,6.5,0
14679,13,13,0,13,0,13,0
14680,16.3,16.3,0,16.3,0,16.3,0
14697,14.5,14.5,0,14.5,0,14.5,0
14698,22,22,0,22,0,22,0
14703,6.5,6.5,0,6.5,0,6.5,0
14704,22.5,22.5,0,22.5,0,22.5,0
14720,25,25,0,25,0,25,0
14730,8,8,0,8,0,9.8,-0.184
14731,8,8,0,8,0,9.8,-0.184
14747,4,4,0,4,0,4,0
14751,42.5,42.5,0,42.5,0,42.5,0
14752,62.5,62.5,0,62.5,0,62.5,0
14756,16,16,0,16,0,16,0
14766,22.9,22.9,0,22.9,0,22.9,0
14767,13.9,13.9,0,13.9,0,13.9,0
14770,8,8,0,8,0,8,0
14774,57.5,57.5,0,57.5,0,57.5,0
14775,7.9,7.9,0,7.9,0,9,-0.122
14776,7.9,7.9,0,7.9,0,9,-0.122
14780,9.5,9.5,0,9.5,0,9.5,0
14782,26.5,26.5,0,26.5,0,26.5,0
14788,54.8,54.8,0,54.8,0,54.8,0
14791,18.6,18.6,0,18.6,0,18.6,0
14971,54,54,0,54,0,54,0
15015,9.5,9.5,0,9.5,0,9.5,0
15024,21.5,21.5,0,21.5,0,21.5,0
15051,11,11,0,11,0,11,0
15054,70,70,0,70,0,70,0
15056,12,12,0,12,0,12,0
15058,5.2,5.2,0,5.2,0,5.2,0
15059,8.7,8.7,0,8.7,0,8.7,0
15060,36,36,0,36,0,36,0
15067,11,11,0,11,0,11,0
15075,11,11,0,11,0,11,0
15077,28.5,28.5,0,28.5,0,28.5,0
15083,11,11,0,11,0,11,0
15087,15,15,0,15,0,15,0
15090,9.5,9.5,0,9.5,0,9.5,0
15091,15,15,0,15,0,15,0
15099,15,15,0,15,0,15,0
15106,9,9,0,9,0,9,0
15250,15.9,15.9,0,15.9,0,15.9,0
15251,15.9,15.9,0,15.9,0,15.9,0
15252,13.2,13.2,0,13.2,0,13.2,0
15255,15.9,15.9,0,15.9,0,15.9,0
15334,28,22,0.273,22,0.273,22,0.273
15385,16.7,13.2,0.265,13.2,0.265,13.2,0.265
15550,77.9,77.9,0,77.9,0,77.9,0
15553,,,,,,,
15559,62.5,62.5,0,62.5,0,62.5,0
15628,16.7,13.5,0.237,13.5,0.237,13.5,0.237
15782,20.5,20.5,0,20.5,0,20.5,0
15788,23,23,0,23,0,23,0
15789,20.5,20.5,0,20.5,0,20.5,0
15790,,,,,,,
15878,72.5,72.5,0,72.5,0,72.5,0
16006,10,10,0,10,0,10,0
16033,102,102,0,102,0,102,0
16046,13,13,0,13,0,13,0
16049,13,13,0,13,0,13,0
16052,,,,,,,
16053,8.5,8.5,0,8.5,0,8.5,0
16064,7.9,7.9,0,7.9,0,9.5,-0.168
16065,7.9,7.9,0,7.9,0,9.5,-0.168
16078,12,12,0,12,0,12,0
16079,12,12,0,12,0,12,0
16080,29,29,0,29,0,29,0
16081,12,12,0,12,0,12,0
16082,12,12,0,12,0,12,0
16087,12.5,12.5,0,12.5,0,12.5,0
16088,15.5,15.5,0,15.5,0,15.5,0
16098,42.2,42.2,0,42.2,0,42.2,0
16099,57,57,0,57,0,57,0
16102,7.5,7.5,0,7.5,0,7.5,0
16366,48,48,0,48,0,48,0
16513,27.5,27.5,0,27.5,0,27.5,0
16526,7,7,0,7,0,7,0
16634,162,162,0,162,0,162,0
16642,14.5,14.5,0,14.5,0,14.5,0
16644,14.5,14.5,0,14.5,0,14.5,0
16676,26.5,26.5,0,26.5,0,26.5,0
16677,18.5,18.5,0,18.5,0,18.5,0
16678,18.5,18.5,0,18.5,0,18.5,0
16684,180,180,0,180,0,180,0
16873,25,25,0,25,0,25,0
16875,25,25,0,25,0,25,0
16876,25,25,0,25,0,25,0
16877,25,25,0,25,0,25,0
17001,17.5,17.5,0,17.5,0,17.5,0
17002,17.5,17.5,0,17.5,0,17.5,0
17004,13,13,0,13,0,13,0
17005,12.5,12.5,0,12.5,0,12.5,0
17006,4.9,4.9,0,4.9,0,5.9,-0.169
17007,4.9,4.9,0,4.9,0,5.9,-0.169
17009,5,5,0,5,0,5,0
17012,5,5,0,5,0,5,0
17018,8.5,8.5,0,8.5,0,8.5,0
17021,28,28,0,28,0,28,0
17022,8,8,0,8,0,8,0
17023,28,28,0,28,0,28,0
17024,8,8,0,8,0,8,0
17037,67,67,0,67,0,67,0
17038,67,67,0,67,0,67,0
17039,67,67,0,67,0,67,0
17040,125,125,0,125,0,125,0
17045,9.9,9.9,0,9.9,0,8.5,0.165
17047,9.9,9.9,0,9.9,0,8.5,0.165
17048,9.9,9.9,0,9.9,0,8.5,0.165
17049,13.5,,,,,,
17051,20.5,20.5,0,20.5,0,20.5,0
17058,,,,,,,
17061,18.9,18.9,0,18.9,0,20,-0.055
17063,13,13,0,13,0,13,0
17064,13,13,0,13,0,13,0
17065,13,13,0,13,0,13,0
17066,16,16,0,16,0,16,0
17067,16,16,0,16,0,16,0
17068,59,59,0,59,0,59,0
17070,99.9,99.9,0,99.9,0,99.9,0
17071,157,157,0,157,0,157,0
17073,16.9,16.9,0,16.9,0,16.9,0
17083,21,21,0,21,0,21,0
17090,7.5,7.5,0,7.5,0,7.5,0
17098,25,25,0,25,0,25,0
17099,26,26,0,26,0,26,0
17100,57.5,57.5,0,57.5,0,57.5,0
17124,6.9,6.9,0,6.9,0,6.9,0
17130,4,4,0,4,0,4,0
17140,7.5,7.5,0,7.5,0,7.5,0
17152,75,75,0,75,0,75,0
17153,12.5,12.5,0,12.5,0,12.5,0
17154,6.8,6.5,0.0462,6.5,0.0462,6.5,0.0462
17155,6.8,6.5,0.0462,6.5,0.0462,6.5,0.0462
17156,6.8,6.5,0.0462,6.5,0.0462,6.5,0.0462
17161,33.5,33.5,0,33.5,0,33.5,0
17162,16.5,16.5,0,16.5,0,16.5,0
17169,330,330,0,330,0,330,0
17171,215,215,0,215,0,215,0
17178,4,4,0,4,0,4,0
17179,6,6,0,6,0,6,0
17181,21,21,0,21,0,21,0
17208,13.3,13.3,0,13.3,0,13.3,0
17214,22.5,22.5,0,22.5,0,22.5,0
17215,25.5,25.5,0,25.5,0,25.5,0
17225,8.5,8.5,0,8.5,0,8.5,0
17232,6,6,0,6,0,6,0
17233,14.5,14.5,0,14.5,0,14.5,0
17237,41.5,41.5,0,41.5,0,41.5,0
17238,85,85,0,85,0,85,0
17239,28.5,28.5,0,28.5,0,28.5,0
17240,28.5,28.5,0,28.5,0,28.5,0
17241,4.7,4.4,0.0682,4.4,0.0682,4.4,0.0682
17244,80,80,0,80,0,80,0
17245,130,130,0,130,0,130,0
17246,130,130,0,130,0,130,0
17250,265,265,0,265,0,265,0
17251,265,265,0,265,0,265,0
17256,65,65,0,65,0,65,0
17270,25,25,0,25,0,25,0
17277,4.5,4.5,0,4.5,0,4.5,0
17281,14.9,14.9,0,14.9,0,14.9,0
17286,8,8,0,8,0,8,0
17289,7.9,7.9,0,7.9,0,9.5,-0.168
17294,14.5,14.5,0,14.5,0,14.5,0
17298,14.9,14.9,0,14.9,0,14.9,0
17316,93,93,0,93,0,93,0
17317,95,95,0,95,0,95,0
17322,31,31,0,31,0,31,0
17331,18.5,18.5,0,18.5,0,18.5,0
17332,37,37,0,30,0.233,30,0.233
17333,20.5,20.5,0,20.5,0,20.5,0
17335,35,35,0,27,0.296,27,0.296
17336,25.5,25.5,0,25.5,0,25.5,0
17337,15.5,15.5,0,15.5,0,15.5,0
17338,23.5,,,,,,
17353,17,17,0,17,0,17,0
17362,27.5,27.5,0,27.5,0,33.5,-0.179
17365,33,33,0,33,0,33,0
17367,6.1,6.1,0,6.1,0,6.1,0
17372,31.5,31.5,0,31.5,0,31.5,0
17373,17.5,17.5,0,17.5,0,17.5,0
17374,18.6,16.4,0.134,16.4,0.134,16.4,0.134
17379,31,31,0,31,0,31,0
17381,13,13,0,13,0,13,0
17382,13.5,12.3,0.0976,12.3,0.0976,12.3,0.0976
17383,34.5,34.5,0,34.5,0,34.5,0
17391,35.5,35.5,0,35.5,0,35.5,0
17393,36,36,0,36,0,36,0
17394,6.1,6.1,0,6.1,0,6.1,0
17397,75,75,0,75,0,75,0
17399,70,70,0,70,0,70,0
17400,29.9,29.9,0,29.9,0,29.9,0
17401,29.9,29.9,0,29.9,0,29.9,0
17404,99,99,0,99,0,99,0
17409,99,99,0,99,0,99,0
17410,98,98,0,98,0,98,0
17423,71,71,0,71,0,71,0
17469,150,150,0,150,0,150,0
17474,35,35,0,35,0,35,0
17476,,,,,,,
17501,5.5,5.5,0,5.5,0,5.5,0
17504,14.5,14.5,0,14.5,0,14.5,0
17523,14.5,14.5,0,14.5,0,14.5,0
17524,14.5,14.5,0,14.5,0,14.5,0
17533,40.9,40.9,0,40.9,0,40.9,0
17538,6.8,6.8,0,6.8,0,6.8,0
17543,28,28,0,28,0,28,0
17546,8.9,8.9,0,8.9,0,8.9,0
17547,26.5,26.5,0,24.5,0.0816,24.5,0.0816
17548,26.5,26.5,0,24.5,0.0816,24.5,0.0816
17556,28.5,28.5,0,28.5,0,28.5,0
17570,23,23,0,23,0,23,0
17571,23,23,0,23,0,23,0
17572,23,23,0,23,0,23,0
17575,4.5,4.5,0,4.5,0,4.5,0
17576,,,,,,,
17577,4.5,4.5,0,4.5,0,4.5,0
17578,7.5,7.5,0,7.5,0,7.5,0
17579,4.5,4.5,0,4.5,0,4.5,0
17580,7.5,7.5,0,7.5,0,7.5,0
17584,1.7,1.7,0,1.7,0,1.7,0
17585,9.5,9.5,0,9.5,0,9.5,0
17586,7.5,7.5,0,7.5,0,7.5,0
17587,9.5,9.5,0,9.5,0,9.5,0
17588,9.5,9.5,0,9.5,0,9.5,0
17590,29.5,29.5,0,29.5,0,29.5,0
17597,10,10,0,10,0,10,0
17599,22,22,0,22,0,22,0
17600,6,6,0,6,0,6,0
17601,6,6,0,6,0,6,0
17604,17,17,0,17,0,17,0
17611,4,4,0,4,0,4,0
17612,5,5,0,5,0,5,0
17615,5,5,0,5,0,5,0
17616,5,5,0,5,0,5,0
17624,17,17,0,17,0,17,0
17629,7.5,7.5,0,7.5,0,7.5,0
17632,7.5,7.5,0,7.5,0,7.5,0
17635,6.9,6.9,0,6.9,0,6.9,0
17636,10.5,10.5,0,10.5,0,10.5,0
17642,,,,,,,
17650,7,7,0,7,0,7,0
17652,21.5,,,,,21.5,0
17653,21.5,21.5,0,21.5,0,21.5,0
17654,21.5,21.5,0,21.5,0,21.5,0
17676,24,24,0,24,0,24,0
17677,25,25,0,25,0,25,0
17678,5,5,0,5,0,5,0
17680,185,185,0,185,0,185,0
17682,159,159,0,159,0,159,0
17684,70,70,0,70,0,70,0
17685,,,,,,,
17686,,,,,,,
17691,38,38,0,38,0,38,0
17692,38,38,0,38,0,38,0
17697,21,21,0,21,0,21,0
17699,20,20,0,20,0,20,0
17700,19,19,0,19,0,19,0
17701,299,299,0,299,0,299,0
17702,299,299,0,299,0,299,0
17705,4,4,0,4,0,4,0
17706,10.5,10.5,0,10.5,0,10.5,0
17707,10.5,10.5,0,10.5,0,10.5,0
17708,7.8,7.8,0,7.8,0,7.8,0
17709,21,21,0,21,0,21,0
17714,5,5,0,5,0,5,0
17721,45,45,0,45,0,45,0
17722,16,16,0,16,0,16,0
17727,151,151,0,151,0,151,0
17739,30,30,0,30,0,30,0
17740,42.5,42.5,0,42.5,0,42.5,0
17752,6.9,6.9,0,6.9,0,6.9,0
17753,7.6,7.6,0,7.6,0,7.6,0
17762,14.5,14.5,0,13.5,0.0741,13.5,0.0741
17763,30,30,0,30,0,30,0
17767,25,25,0,25,0,25,0
17772,62.5,62.5,0,62.5,0,62.5,0
17773,62.5,62.5,0,62.5,0,62.5,0
17774,56,56,0,56,0,56,0
17786,65,65,0,65,0,65,0
17788,8.5,8.5,0,8.5,0,8.5,0
17791,36.5,36.5,0,36.5,0,36.5,0
17792,36.5,36.5,0,36.5,0,36.5,0
17802,5.9,5.2,0.135,5.2,0.135,5.2,0.135
17814,61,61,0,61,0,61,0
17818,150,150,0,150,0,150,0
17820,58,58,0,58,0,58,0
17821,460,460,0,460,0,460,0
17822,405,405,0,405,0,405,0
17823,24.5,24.5,0,24.5,0,24.5,0
17827,14.8,14.8,0,14.8,0,14.8,0
17837,19.5,18.5,0.0541,18.5,0.0541,18.5,0.0541
17838,19.5,18.5,0.0541,18.5,0.0541,18.5,0.0541
17848,140,140,0,140,0,140,0
17849,51,51,0,51,0,47,0.0851
17850,49.9,49.9,0,49.9,0,46,0.0848
17851,49.9,49.9,0,49.9,0,46,0.0848
17852,149,149,0,149,0,138,0.0797
17855,35,35,0,35,0,35,0
17856,18,18,0,18,0,18,0
17857,16.5,16.5,0,16.5,0,16.5,0
17859,205,205,0,205,0,205,0
17862,62,62,0,62,0,62,0
17863,25,25,0,25,0,25,0
17871,10.5,10.5,0,10.5,0,10.5,0
17877,118,118,0,118,0,118,0
17878,151,151,0,151,0,151,0
17883,17.5,17.5,0,17.5,0,17.5,0
17884,20,20,0,20,0,20,0
17890,9,9,0,9,0,9,0
17900,13,13,0,13,0,13,0
17904,169,169,0,169,0,169,0
17905,13.8,13.8,0,13.8,0,13.8,0
17911,25.5,25.5,0,25.5,0,25.5,0
