id_producto,hoy,1,1_cambio,3,3_cambio,7,7_cambio
1007,,,,,,,
1015,,,,,,,
1023,10.6,10.6,0,10.6,0,10.6,0
1031,10.6,10.6,0,10.6,0,10.6,0
1040,,,,,,,
1058,10.6,10.6,0,10.6,0,10.6,0
1074,10.6,10.6,0,10.6,0,10.6,0
1082,19.5,19.5,0,19.5,0,19.5,0
1090,19.5,19.5,0,19.5,0,19.5,0
1104,,,,,,,
1112,19.5,19.5,0,19.5,0,19.5,0
1120,19.5,19.5,0,19.5,0,19.5,0
1139,19.5,19.5,0,19.5,0,19.5,0
1155,19.5,19.5,0,19.5,0,19.5,0
1163,19.5,19.5,0,19.5,0,19.5,0
1557,25.5,25.5,0,25.5,0,25.5,0
1605,5.2,5.2,0,5.2,0,5.2,0
1618,2.7,2.7,0,2.7,0,2.7,0
1621,26,26,0,26,0,26,0
1626,5.4,4.5,0.2,4.5,0.2,4.5,0.2
1628,5.4,4.5,0.2,4.5,0.2,4.5,0.2
1629,18.5,18.5,0,17,0.0882,17,0.0882
1644,113,113,0,113,0,113,0
1659,8.6,8.6,0,8.6,0,8.6,0
1661,8.6,8.6,0,8.6,0,8.6,0
1672,9.3,9.3,0,9.3,0,9.3,0
1673,9.3,9.3,0,9.3,0,,
1675,9.3,9.3,0,9.3,0,,
1713,50,50,0,50,0,50,0
1714,15,15,0,15,0,15,0
1715,15,15,0,15,0,15,0
1717,40.5,40.5,0,33.5,0.209,33.5,0.209
1718,50,50,0,33,0.515,33,0.515
1719,38.5,38.5,0,28,0.375,28,0.375
1730,15,15,0,15,0,15,0
1731,9.2,9.2,0,8.5,0.0824,8.5,0.0824
1734,50,50,0,50,0,50,0
1746,7.7,7.7,0,7,0.1,7,0.1
1747,21,21,0,21,0,21,0
1751,50,50,0,50,0,50,0
1756,32,32,0,32,0,32,0
1758,16,16,0,16,0,16,0
1779,16,16,0,16,0,16,0
1801,12.8,12.8,0,12.8,0,,
1802,41,41,0,41,0,41,0
1820,9.2,9.2,0,9.2,0,9.2,0
1844,12,12,0,12,0,12,0
1851,9.2,9.2,0,9.2,0,9.2,0
1863,8,8,0,8,0,8,0
1864,30,30,0,30,0,30,0
1867,230,230,0,230,0,230,0
1872,22,22,0,22,0,22,0
1887,44,44,0,44,0,44,0
1888,46,46,0,46,0,46,0
1904,295,295,0,295,0,295,0
1905,295,295,0,295,0,295,0
1906,295,295,0,295,0,295,0
1909,295,295,0,295,0,295,0
1971,15.3,15.3,0,15.3,0,15.3,0
2585,14.5,14.5,0,14.5,0,14.5,0
2640,39,39,0,39,0,39,0
2677,16,16,0,15,0.0667,15,0.0667
2718,20.5,20.5,0,20.5,0,20.5,0
3265,34,,,,,34,0
3270,52,52,0,52,0,52,0
3705,88,88,0,88,0,88,0
3718,24,24,0,24,0,24,0
3744,85,85,0,85,0,85,0
3751,7.2,7.2,0,7.2,0,7.2,0
3757,12.8,12.8,0,12.8,0,12.8,0
3760,7.2,7.2,0,7.2,0,7.2,0
3794,8.9,8.9,0,8.9,0,8.9,0
3808,8.9,8.9,0,8.9,0,8.9,0
3824,8.9,8.9,0,8.9,0,8.9,0
3871,78,78,0,78,0,78,0
3873,79,79,0,79,0,79,0
3883,7.2,7.2,0,7.2,0,7.2,0
4795,15.7,15.7,0,15.7,0,15.7,0
4797,15.7,15.7,0,15.7,0,15.7,0
4928,7.8,7.8,0,7.8,0,7.8,0
4944,7.8,7.8,0,7.8,0,7.8,0
5003,39.9,39.9,0,39.9,0,39.9,0
5006,,,,,,,
5007,48,63,-0.238,63,-0.238,63,-0.238
5008,4.5,4.5,0,4.5,0,4.5,0
5011,10.9,10.9,0,10.9,0,10.9,0
5012,6.5,5.5,0.182,5.5,0.182,5.5,0.182
5014,34,34,0,34,0,34,0
5015,6,6,0,6,0,6,0
5016,10,10,0,10,0,10,0
5017,8.1,6,0.35,6,0.35,6,0.35
5021,23,23,0,23,0,23,0
5023,12.9,12.9,0,12.9,0,12.9,0
5025,5.9,5.9,0,5.9,0,5.9,0
5026,15.6,15.6,0,15.6,0,15.6,0
5028,25,25,0,25,0,25,0
5030,5.9,5.9,0,5.9,0,5.9,0
5031,6.9,6.9,0,6.9,0,6.9,0
5032,5,5,0,5,0,5,0
5035,54.9,54.9,0,54.9,0,54.9,0
5036,5,5,0,5,0,5,0
5038,3.5,3.5,0,3.5,0,3.5,0
5039,22.9,22.9,0,22.9,0,22.9,0
5040,16.9,16.9,0,16.9,0,16.9,0
5044,9,9,0,9,0,9,0
5046,12.9,12.9,0,12.9,0,12.9,0
5047,8.5,8.5,0,8.5,0,8.5,0
5048,60,60,0,60,0,60,0
5049,65,65,0,65,0,65,0
5050,59,59,0,59,0,59,0
5051,40,40,0,40,0,40,0
5054,5,7,-0.286,7,-0.286,7,-0.286
5055,17,17,0,17,0,17,0
5056,10.5,10.5,0,10.5,0,10.5,0
5057,15.9,15.9,0,15.9,0,15.9,0
5059,6,4.5,0.333,4.5,0.333,4.5,0.333
5060,10.9,10.9,0,10.9,0,10.9,0
5062,13,14.5,-0.103,14.5,-0.103,14.5,-0.103
5063,9.9,9.9,0,9.9,0,9.9,0
5064,5,6.5,-0.231,6.5,-0.231,6.5,-0.231
5065,14,14,0,14,0,14,0
5067,9.5,9.5,0,9.5,0,9.5,0
5068,39,39,0,39,0,39,0
5069,20,20,0,20,0,20,0
5071,10,10,0,10,0,10,0
5072,19.9,19.9,0,19.9,0,19.9,0
5073,30,30,0,30,0,30,0
5075,24,24,0,24,0,24,0
5077,8,8,0,8,0,8,0
5078,8,8,0,8,0,8,0
5080,9.9,9.9,0,9.9,0,9.9,0
5081,19.9,19.9,0,19.9,0,19.9,0
5082,8.9,8.9,0,8.9,0,8.9,0
5083,8,8,0,8,0,8,0
5085,25,19,0.316,19,0.316,19,0.316
5086,19.9,19.9,0,19.9,0,19.9,0
5087,10.5,10.5,0,10.5,0,10.5,0
5089,10.5,10.5,0,10.5,0,10.5,0
5090,9,9,0,9,0,9,0
5091,9,9,0,9,0,9,0
5093,5.9,5.9,0,5.9,0,5.9,0
5094,9,9,0,9,0,9,0
5095,24,24,0,24,0,24,0
5097,17.9,17.9,0,17.9,0,17.9,0
5098,6,6,0,6,0,6,0
5099,50,50,0,50,0,50,0
5101,7,7,0,7,0,7,0
5102,7.9,7.9,0,7.9,0,7.9,0
5103,4.9,4.9,0,4.9,0,4.9,0
5104,10.5,17,-0.382,17,-0.382,17,-0.382
5105,7,17,-0.588,17,-0.588,17,-0.588
5106,18,18,0,18,0,18,0
5107,5,4.5,0.111,4.5,0.111,4.5,0.111
5108,4.5,4.5,0,4.5,0,4.5,0
5109,5.9,5.9,0,5.9,0,5.9,0
5110,2.5,2.5,0,2.5,0,2.5,0
5111,5,5,0,5,0,5,0
5113,9,13,-0.308,13,-0.308,13,-0.308
5114,14,14,0,14,0,14,0
5115,9,9,0,9,0,9,0
5118,7.3,7.3,0,7.3,0,7.3,0
5119,29,29,0,29,0,29,0
5120,11.9,11.9,0,11.9,0,11.9,0
5121,40,40,0,40,0,40,0
5123,39.5,39.5,0,39.5,0,39.5,0
5126,4,4,0,4,0,4,0
5127,13,13,0,13,0,13,0
5129,21,21,0,21,0,21,0
5132,29,29,0,29,0,29,0
5134,22.5,22.5,0,22.5,0,22.5,0
5139,26.5,26.5,0,26.5,0,26.5,0
5141,,,,,,,
5143,,,,,,,
5147,,,,,,,
5151,19.5,19.5,0,19.5,0,19.5,0
5153,20,20,0,20,0,20,0
5156,24.5,24.5,0,24.5,0,24.5,0
5158,11.9,11.9,0,11.9,0,11.9,0
5160,,,,,,,
5163,28,28,0,28,0,28,0
5164,28,28,0,28,0,28,0
5165,16,16,0,16,0,16,0
5167,16.5,16.5,0,16.5,0,16.5,0
5168,39,39,0,39,0,39,0
5171,19,19,0,19,0,19,0
5173,22.9,22.9,0,22.9,0,22.9,0
5175,18,18,0,18,0,18,0
5177,5.9,5.9,0,5.9,0,5.9,0
5179,7,7,0,7,0,7,0
5180,20,20,0,20,0,20,0
5181,3.5,3.5,0,3.5,0,3.5,0
5183,9.9,9.9,0,9.9,0,9.9,0
5184,23.5,23.5,0,23.5,0,23.5,0
5187,19,19,0,19,0,19,0
5188,26,26,0,26,0,26,0
5191,186,186,0,186,0,186,0
5192,7.5,7.5,0,7.5,0,7.5,0
5195,9.9,9.9,0,9.9,0,9.9,0
5196,24,24,0,24,0,24,0
5199,39,39,0,39,0,39,0
5200,21.5,21.5,0,21.5,0,21.5,0
5201,79,79,0,79,0,79,0
5202,27.5,27.5,0,27.5,0,27.5,0
5203,25,25,0,25,0,25,0
5205,15,15,0,15,0,15,0
5206,20,20,0,20,0,20,0
5207,,,,,,,
5208,36,36,0,36,0,36,0
5209,28,28,0,28,0,28,0
5212,21,21,0,21,0,21,0
5213,15,15,0,15,0,15,0
5216,28.5,28.5,0,28.5,0,28.5,0
5217,20,20,0,20,0,20,0
5224,500,500,0,500,0,500,0
5226,8,8,0,8,0,8,0
5228,65.5,65.5,0,65.5,0,65.5,0
5230,24,24,0,24,0,24,0
5231,11.9,11.9,0,11.9,0,11.9,0
5235,28,28,0,28,0,28,0
5267,18.7,18.7,0,18.7,0,18.7,0
5268,36,36,0,36,0,36,0
5269,36,36,0,36,0,36,0
5270,18.7,18.7,0,18.7,0,18.7,0
5271,18.7,18.7,0,18.7,0,18.7,0
5272,18.7,18.7,0,18.7,0,18.7,0
5290,14,14,0,14,0,14,0
5294,31.5,31.5,0,31.5,0,31.5,0
5298,21.6,21.6,0,21.6,0,21.6,0
5312,14,14,0,14,0,14,0
5314,21.3,21.3,0,21.3,0,21.3,0
