id_producto,hoy,1,1_cambio,3,3_cambio,7,7_cambio
5343,25.4,25.4,0,25.4,0,25.4,0
5355,12.7,12.7,0,12.7,0,12.7,0
5356,30,30,0,30,0,30,0
5398,9.7,9.7,0,9.7,0,9.7,0
5409,18.7,18.7,0,18.7,0,18.7,0
5412,16.6,16.6,0,16.6,0,16.6,0
5418,15.1,15.1,0,15.1,0,15.1,0
5419,13.7,13.7,0,13.7,0,13.7,0
5423,15.1,15.1,0,15.1,0,15.1,0
5430,,,,,,,
5438,15.1,15.1,0,15.1,0,15.1,0
5448,15.1,15.1,0,15.1,0,15.1,0
5451,16.6,16.6,0,16.6,0,16.6,0
5472,25,25,0,25,0,25,0
5491,15,15,0,15,0,15,0
5513,180,180,0,180,0,180,0
5521,13.2,13.2,0,13.2,0,13.2,0
5522,,,,,,,
5523,13.2,13.2,0,13.2,0,13.2,0
5524,,,,,,,
5525,9,9,0,9,0,,
5535,24,24,0,24,0,18.9,0.27
5537,18,18,0,18,0,18,0
5561,39,39,0,39,0,39,0
5563,39,39,0,39,0,39,0
5572,4.9,4.9,0,4.9,0,4.9,0
5573,4.9,4.9,0,4.9,0,4.9,0
5574,4.9,4.9,0,4.9,0,4.9,0
5580,3.4,3.4,0,3.4,0,3.4,0
5583,,,,,,,
5585,4.9,4.9,0,4.9,0,4.9,0
5586,3.4,3.4,0,3.4,0,3.4,0
5588,,,,,,,
5589,10.9,10.9,0,10.9,0,10.9,0
5591,10.9,10.9,0,10.9,0,10.9,0
5593,11.9,,,,,,
5595,11.9,11.9,0,11.9,0,11.9,0
5597,11.9,11.9,0,11.9,0,11.9,0
5605,27.9,27.9,0,27.9,0,27.9,0
5632,7.5,7.5,0,7.5,0,7.5,0
5633,7.5,7.5,0,7.5,0,7.5,0
5642,12.9,12.9,0,12.9,0,12.9,0
5644,7.9,7.9,0,7.9,0,7.9,0
5726,24,24,0,24,0,24,0
5727,21,21,0,21,0,21,0
5731,19,19,0,19,0,19,0
5758,25.5,25.5,0,25.5,0,25.5,0
5788,23.5,23.5,0,23.5,0,23.5,0
5791,6.8,6.8,0,6.8,0,6.8,0
5795,11.5,11.5,0,11.5,0,11.5,0
5797,9.6,9.6,0,9.6,0,9.6,0
6716,38,38,0,38,0,38,0
6717,38,38,0,38,0,38,0
6720,38,38,0,38,0,38,0
6735,10.8,10.8,0,10.8,0,10.8,0
6736,22,22,0,22,0,22,0
6737,24,24,0,24,0,24,0
6744,13,13.3,-0.0226,13.3,-0.0226,13.3,-0.0226
6753,5.7,5.7,0,5.7,0,5.7,0
6754,5.5,5.5,0,5.5,0,5.5,0
6788,16.5,16.5,0,16.5,0,16.5,0
6878,30,30,0,30,0,30,0
7795,66.5,66.5,0,66.5,0,66.5,0
7817,71,71,0,71,0,71,0
7975,35,35,0,35,0,35,0
8176,29,29,0,29,0,29,0
8184,30.5,30.5,0,30.5,0,30.5,0
8192,30,30,0,30,0,30,0
8206,31.5,31.5,0,31.5,0,31.5,0
8210,4.6,4.6,0,4.3,0.0698,4.3,0.0698
8214,15.8,15.8,0,15.8,0,15.8,0
8222,15.8,15.8,0,15.8,0,15.8,0
8257,17,17,0,17,0,17,0
8265,18.2,18.2,0,18.2,0,18.2,0
8354,21.5,21.5,0,21.5,0,21.5,0
8362,23.5,23.5,0,23.5,0,23.5,0
8487,,,,,,,
9008,76,76,0,76,0,76,0
9032,42,42,0,42,0,42,0
9040,36,36,0,36,0,36,0
9045,7.8,7.8,0,7.8,0,7.8,0
9199,24,24,0,24,0,24,0
9202,26,26,0,26,0,26,0
9822,132,132,0,132,0,132,0
10187,75,71,0.0563,71,0.0563,71,0.0563
10588,9,9,0,9,0,9,0
10669,5,5,0,5,0,5,0
10971,21.5,20.8,0.0337,20.8,0.0337,20.8,0.0337
10972,23.5,21,0.119,21,0.119,21,0.119
10973,23.5,21,0.119,21,0.119,21,0.119
11078,14,14,0,14,0,14,0
11080,14,14,0,14,0,14,0
11096,35.1,35.1,0,35.1,0,32.8,0.0698
11201,21.5,21.5,0,21.5,0,21.5,0
11339,31.4,31.4,0,31.4,0,29.4,0.068
11363,31.4,31.4,0,31.4,0,29.4,0.068
11506,530,530,0,530,0,530,0
11571,22.3,22.3,0,22.3,0,22.3,0
11649,21,21,0,20.6,0.0194,20.6,0.0194
11671,4.5,4.5,0,4.5,0,4.5,0
11672,4.5,4.5,0,4.5,0,4.5,0
11683,6,6,0,6,0,6,0
11738,15,15,0,15,0,15,0
11762,16,16,0,15,0.0667,15,0.0667
11784,17,15.5,0.0968,15.5,0.0968,15.5,0.0968
11785,17,15.5,0.0968,15.5,0.0968,15.5,0.0968
12175,3.5,3.5,0,3.5,0,3.5,0
12177,6.5,6.5,0,6.5,0,6.5,0
12184,63,63,0,63,0,63,0
12187,8.5,8.5,0,8.5,0,8.5,0
12192,58,58,0,58,0,58,0
12331,48.5,48.5,0,48.5,0,48.5,0
12332,48.5,48.5,0,48.5,0,48.5,0
12336,235,235,0,235,0,235,0
12338,48.5,48.5,0,48.5,0,48.5,0
12429,8.3,8.3,0,8.3,0,8,0.0375
12430,8.3,8.3,0,8.3,0,8,0.0375
12551,56,56,0,56,0,56,0
12562,32,32,0,32,0,32,0
13200,3.5,3.5,0,3.5,0,3.5,0
13515,3.8,3.8,0,3.8,0,3.8,0
13570,19,19,0,16.8,0.131,16.8,0.131
13573,16.8,16.8,0,16.8,0,16.8,0
13574,23.5,23.5,0,23.5,0,23.5,0
13749,19,19,0,19,0,19,0
13757,9,9,0,9,0,9,0
14011,11.5,11.5,0,10.5,0.0952,10.5,0.0952
14012,298,298,0,298,0,298,0
14013,77,77,0,77,0,77,0
14014,26.5,26.5,0,26.5,0,26.5,0
14015,24,24,0,24,0,24,0
14020,15.5,15.5,0,15.5,0,15.5,0
14029,26,26,0,26,0,26,0
14034,30,30,0,30,0,30,0
14035,27.5,27.5,0,27.5,0,27.5,0
14039,10.5,10.5,0,10.5,0,10.5,0
14041,17.5,17.5,0,17,0.0294,17,0.0294
14042,17.5,17.5,0,17,0.0294,17,0.0294
14043,19.3,19.3,0,17,0.135,17,0.135
14045,17.5,17.5,0,17,0.0294,17,0.0294
14050,16,16,0,16,0,16,0
14051,16,16,0,16,0,16,0
14053,16,16,0,16,0,16,0
14055,11,11,0,11,0,11,0
14056,18,16.5,0.0909,16.5,0.0909,16.5,0.0909
14057,18,16.5,0.0909,16.5,0.0909,16.5,0.0909
14063,32.5,32.5,0,32.5,0,32.5,0
14064,23.5,23.5,0,23.5,0,,
14065,25,25,0,25,0,25,0
14081,38.5,38.5,0,38.5,0,38.5,0
14084,157,157,0,157,0,157,0
14104,9,9,0,9,0,9,0
14107,5.2,5.2,0,4,0.3,4,0.3
14108,9.5,9.5,0,7,0.357,7,0.357
14113,7.5,7.5,0,6,0.25,,
14118,7.8,7.8,0,7.8,0,7.8,0
14125,2.5,2.5,0,2.5,0,2.5,0
14128,26.5,26.5,0,26.5,0,26.5,0
14132,45,45,0,45,0,45,0
14139,45,45,0,45,0,45,0
14143,45,45,0,45,0,45,0
14144,45,45,0,45,0,45,0
14157,435,435,0,345,0.261,345,0.261
14158,9.5,9.5,0,9.5,0,9.5,0
14159,62.5,62.5,0,51.5,0.214,51.5,0.214
14160,62.5,62.5,0,52,0.202,52,0.202
14162,105,105,0,105,0,105,0
14170,8.2,8.2,0,8.2,0,8.2,0
14173,24.5,24.5,0,24.5,0,24.5,0
14174,19.5,19.5,0,19.5,0,19.5,0
14188,57,57,0,57,0,57,0
14196,5,5,0,5,0,5,0
14201,,,,,,,
14203,12.5,12.5,0,12.5,0,12.5,0
14204,12,12,0,12,0,12,0
14205,12,12,0,12,0,12,0
14206,12,12,0,12,0,12,0
14208,20,20,0,20,0,20,0
14209,23,23,0,23,0,23,0
14210,20,20,0,20,0,20,0
14211,40,36,0.111,36,0.111,36,0.111
14223,9.8,9.8,0,9.8,0,9.8,0
14226,285,285,0,285,0,285,0
14230,65,65,0,65,0,65,0
14234,18,18,0,18,0,18,0
14235,19,19,0,19,0,19,0
14239,35,35,0,35,0,35,0
14240,23,23,0,23,0,23,0
14243,12,12,0,12,0,12,0
14255,1.6e+03,1.6e+03,0,1.6e+03,0,1.6e+03,0
14262,129,129,0,129,0,129,0
14263,129,129,0,129,0,129,0
14264,85,85,0,85,0,85,0
14266,8.5,8.5,0,8.5,0,8.5,0
14267,8.5,8.5,0,8.5,0,8.5,0
14268,8.5,8.5,0,8.5,0,8.5,0
14269,8.5,8.5,0,8.5,0,8.5,0
14270,8.5,8.5,0,8.5,0,8.5,0
14284,29.5,29.5,0,29.5,0,29.5,0
14285,29.5,29.5,0,29.5,0,29.5,0
14294,10,10,0,10,0,10,0
14295,66,66,0,66,0,66,0
14296,103,103,0,103,0,103,0
14297,19.5,19.5,0,19.5,0,19.5,0
14299,39.5,39.5,0,39.5,0,39.5,0
14300,46.5,46.5,0,46.5,0,46.5,0
14302,21,21,0,21,0,21,0
14305,21,21,0,21,0,21,0
14323,200,200,0,200,0,200,0
14324,470,470,0,470,0,470,0
14325,195,195,0,195,0,195,0
14328,12,12,0,12,0,12,0
14330,32.5,32.5,0,32.5,0,32.5,0
14334,12,12,0,12,0,12,0
14335,12,12,0,12,0,12,0
14336,12,12,0,12,0,12,0
14340,398,398,0,398,0,398,0
14350,14,14,0,14,0,14,0
14351,25.5,25.5,0,25.5,0,25.5,0
14355,60.5,60.5,0,60.5,0,60.5,0
14357,8,8,0,8,0,8,0
14358,5,5,0,5,0,5,0
14359,6.7,6.7,0,6.7,0,6.7,0
14361,7,7,0,7,0,7,0
14364,72,72,0,72,0,72,0
14365,7,7,0,7,0,7,0
14375,26.5,26.5,0,26.5,0,26.5,0
14381,21,21,0,21,0,21,0
14382,5.3,5.3,0,5.3,0,5.3,0
14384,117,117,0,114,0.0263,114,0.0263
14387,7.5,7.5,0,7.5,0,7.5,0
14388,12.5,12.5,0,12.5,0,12.5,0
14395,160,160,0,140,0.143,140,0.143
14398,63,63,0,63,0,63,0
14401,13.8,13.8,0,13.8,0,13.8,0
14424,112,112,0,112,0,112,0
14427,3.2,3.2,0,3.2,0,3.2,0
14429,3.2,3.2,0,3.2,0,3.2,0
14433,2.7,2.7,0,2.7,0,2.7,0
14435,2.7,2.7,0,2.7,0,2.7,0
14437,9.5,9.5,0,9.5,0,9.5,0
14440,22.3,22.3,0,22.3,0,22.3,0
14441,35.5,35.5,0,35.5,0,35.5,0
14443,40,40,0,40,0,40,0
14450,21,21,0,21,0,21,0
14463,24.5,24.5,0,24.5,0,24.5,0
14476,52,52,0,52,0,52,0
14477,15,15,0,15,0,15,0
14478,15,15,0,15,0,15,0
14483,12.3,12.3,0,12.3,0,12.3,0
14485,12.3,12.3,0,12.3,0,12.3,0
14486,12,12,0,12,0,12,0
14487,12,12,0,12,0,12,0
14488,12,12,0,12,0,12,0
14489,12,12,0,12,0,12,0
14490,10,10,0,10,0,10,0
14491,10,10,0,10,0,10,0
14494,,,,,,,
14499,4.3,4.3,0,4.3,0,4.3,0
14503,16,16,0,16,0,16,0
14504,16,16,0,16,0,16,0
14505,44,44,0,44,0,44,0
14506,30,30,0,30,0,30,0
14512,20,20,0,20,0,20,0
14522,16.5,16.5,0,16.5,0,16.5,0
14528,132,132,0,132,0,132,0
14530,20,20,0,20,0,20,0
14532,20,20,0,20,0,20,0
14535,5,5,0,5,0,5,0
14536,4,4,0,4,0,4,0
14550,6.5,6.5,0,6.5,0,6.5,0
14554,21,21,0,21,0,21,0
14555,84,84,0,84,0,84,0
14559,71,71,0,71,0,71,0
14567,24,24,0,24,0,24,0
14570,35,35,0,35,0,35,0
14571,14.5,14.5,0,14.5,0,14.5,0
14588,48.5,48.5,0,48.5,0,48.5,0
14589,26.5,26.5,0,26.5,0,26.5,0
14599,16,16,0,16,0,16,0
14600,4,4,0,4,0,4,0
14604,16,16,0,16,0,16,0
14611,22,22,0,22,0,22,0
14625,74,74,0,74,0,74,0
14626,74,74,0,74,0,74,0
14628,28,28,0,28,0,,
14631,14.5,14.5,0,14.5,0,14.5,0
14639,16,16,0,16,0,16,0
14640,12.7,12.7,0,12.7,0,12.7,0
14642,17.8,17.8,0,17.8,0,17.8,0
14649,23,23,0,23,0,23,0
14655,118,118,0,118,0,118,0
14657,62,62,0,62,0,62,0
14660,14,14,0,14,0,14,0
14666,10.7,10.7,0,10.7,0,10.7,0
14668,7.2,7.2,0,7.2,0,7.2,0
14672,48,48,0,48,0,48,0
14676,6.5,6.5,0,6.5,0,6.5,0
14679,10.5,10.5,0,10.3,0.0194,10.3,0.0194
14680,16,16,0,16,0,16,0
14697,14,14,0,14,0,14,0
14703,6.4,6.4,0,6.4,0,6.4,0
14720,25,25,0,25,0,25,0
14730,10.3,10.3,0,10.3,0,10.3,0
14731,10.3,10.3,0,10.3,0,10.3,0
14739,4.5,4.5,0,4.5,0,4.5,0
14745,37,37,0,37,0,37,0
14746,29.5,29.5,0,29.5,0,29.5,0
14747,4.2,4.2,0,4.2,0,4.2,0
14751,42,42,0,42,0,42,0
14752,60,60,0,60,0,60,0
14755,16,16,0,16,0,16,0
14756,16,16,0,16,0,16,0
14758,19,19,0,19,0,19,0
14766,22.3,22.3,0,22.3,0,22.3,0
14767,13.5,13.5,0,13.5,0,13.5,0
14770,7.8,7.8,0,7.8,0,7.8,0
14774,55,55,0,55,0,55,0
14775,9,9,0,9,0,9,0
14776,9,9,0,9,0,9,0
14780,9,9,0,9,0,9,0
14782,,,,,,,
14788,57.5,57.5,0,57.5,0,57.5,0
14789,,,,,,,
14791,18,18,0,18,0,18,0
14792,8,8,0,8,0,8,0
14794,155,155,0,155,0,155,0
14797,16,16,0,16,0,16,0
14903,3.5,3.5,0,3.5,0,3.5,0
14952,3.5,3.5,0,3.5,0,3.5,0
14971,54.1,54.1,0,54.1,0,54.1,0
15015,9.5,9.5,0,9.5,0,9.5,0
15024,21,21,0,21,0,21,0
15054,69,69,0,69,0,69,0
15058,5,5,0,5,0,5,0
15059,8.5,6.5,0.308,6.5,0.308,6.5,0.308
15060,35,35,0,35,0,35,0
15063,12.5,12.5,0,12.5,0,12.5,0
15067,11,11,0,11,0,11,0
15069,28.5,28.5,0,28.5,0,28.5,0
15075,11,11,0,11,0,11,0
15077,29.5,29.5,0,29.5,0,29.5,0
15078,52.5,52.5,0,52.5,0,52.5,0
15083,11,11,0,11,0,11,0
15090,9.5,9.5,0,9.5,0,9.5,0
15250,15.3,15.3,0,15.3,0,15.3,0
15251,15.3,15.3,0,15.3,0,15.3,0
15252,13,13,0,13,0,13,0
15255,15.5,15.5,0,15.5,0,15.5,0
15334,21,21,0,21,0,21,0
15385,12.8,12.8,0,12.8,0,12.8,0
15550,76,76,0,76,0,76,0
15553,55,55,0,55,0,55,0
15554,17.5,17.5,0,17.5,0,17.5,0
15556,26,26,0,26,0,26,0
15560,10.2,10.2,0,10.2,0,10.2,0
15563,31,31,0,31,0,31,0
15571,21,21,0,21,0,21,0
15628,13,13,0,13,0,13,0
15636,12.5,12.5,0,12.5,0,12.5,0
15695,22.5,22.5,0,22.5,0,22.5,0
15782,19.5,19.5,0,19.5,0,19.5,0
15789,19,19,0,19,0,19,0
15790,38,30,0.267,30,0.267,30,0.267
15878,66.5,66.5,0,66.5,0,66.5,0
16001,12.5,12.5,0,12.5,0,12.5,0
16006,9.8,9.8,0,9.8,0,9.8,0
16010,34,34,0,34,0,34,0
16033,98,98,0,98,0,98,0
16037,94,94,0,88,0.0682,88,0.0682
16040,625,625,0,560,0.116,560,0.116
16042,97,97,0,88,0.102,88,0.102
16045,13,13,0,13,0,13,0
16046,13,13,0,13,0,13,0
16048,13,13,0,13,0,13,0
16049,13,13,0,13,0,13,0
16053,8.2,8.2,0,8.2,0,8.2,0
16064,9,9,0,9,0,9,0
16065,9,9,0,9,0,9,0
16070,169,169,0,169,0,169,0
16072,169,169,0,169,0,169,0
16078,12,12,0,12,0,12,0
16079,12,12,0,12,0,12,0
16080,28.5,28.5,0,28.5,0,28.5,0
16081,12,12,0,12,0,12,0
16082,12,12,0,12,0,12,0
16085,7.2,7.2,0,7.2,0,7.2,0
16087,,,,,,,
16092,16.5,16.5,0,16.5,0,16.5,0
16096,25.5,25.5,0,25.5,0,25.5,0
16098,50,50,0,50,0,50,0
16099,55,55,0,55,0,55,0
16102,7,7,0,7,0,7,0
16176,90.5,90.5,0,90.5,0,90.5,0
16366,47,47,0,47,0,47,0
16513,27,27,0,27,0,27,0
16525,6.8,6.8,0,6.8,0,6.8,0
16526,6.8,6.8,0,6.8,0,6.8,0
16605,82,82,0,82,0,82,0
16630,14.2,14.2,0,14.2,0,14,0.0143
16633,14,14,0,14,0,14,0
16634,155,155,0,155,0,155,0
16635,6,,,,,6,0
16676,25.5,25.5,0,25.5,0,25.5,0
16873,25,25,0,25,0,25,0
16875,24.5,24.5,0,24.5,0,24.5,0
16876,25,25,0,25,0,25,0
16877,25,25,0,25,0,25,0
16878,27.5,27.5,0,27.5,0,27.5,0
16879,27.5,27.5,0,27.5,0,27.5,0
16880,27.5,27.5,0,27.5,0,27.5,0
16881,55,55,0,55,0,55,0
17001,17.3,17.3,0,17.3,0,17.3,0
17002,17.3,17.3,0,17.3,0,17.3,0
17004,13,13,0,13,0,13,0
17005,12.5,12.5,0,12.5,0,12.5,0
17006,6,6,0,6,0,6,0
17007,6,6,0,6,0,6,0
17008,10.5,10.5,0,10.5,0,10.5,0
17009,4.8,4.8,0,4.8,0,4.8,0
17011,6,6,0,6,0,6,0
17012,4.8,4.8,0,4.8,0,4.8,0
17013,13.2,13.2,0,13.2,0,13.2,0
17014,13.2,13.2,0,13.2,0,13.2,0
17018,8.3,8.3,0,8.3,0,8.3,0
17028,23,23,0,23,0,23,0
17035,5.2,5.2,0,5.2,0,5.2,0
17037,66,66,0,66,0,66,0
17038,66,66,0,66,0,66,0
17039,67,67,0,67,0,67,0
17040,122,122,0,122,0,122,0
17041,23,23,0,23,0,23,0
17045,8,8,0,8,0,8,0
17047,9.7,9.7,0,8,0.212,8,0.212
17048,9.7,9.7,0,8,0.212,8,0.212
17049,13.5,13.5,0,13.5,0,13.5,0
