id_producto,hoy,1,1_cambio,3,3_cambio,7,7_cambio,14,14_cambio,30,30_cambio,60,60_cambio,90,90_cambio,180,180_cambio,270,270_cambio,365,365_cambio
1082,26.9,26.9,0,26.9,0,26.9,0,26.9,0,26.9,0,26.9,0,26.9,0,21.9,0.228,21.9,0.228,21.9,0.228
1090,28,28,0,28,0,28,0,28,0,28,0,28,0,28,0,22.5,0.244,22.5,0.244,22.5,0.244
1104,26.9,26.9,0,26.9,0,26.9,0,26.9,0,26.9,0,26.9,0,26.9,0,21.9,0.228,21.9,0.228,21.9,0.228
1112,26.9,26.9,0,26.9,0,26.9,0,26.9,0,26.9,0,26.9,0,26.9,0,21.9,0.228,21.9,0.228,21.9,0.228
1120,26.9,26.9,0,26.9,0,26.9,0,26.9,0,26.9,0,26.9,0,26.9,0,21.9,0.228,21.9,0.228,21.9,0.228
1139,26.9,26.9,0,26.9,0,26.9,0,26.9,0,26.9,0,26.9,0,26.9,0,21.9,0.228,21.9,0.228,21.9,0.228
1155,26.9,26.9,0,26.9,0,26.9,0,26.9,0,26.9,0,26.9,0,26.9,0,21.9,0.228,21.9,0.228,21.9,0.228
1163,28,28,0,28,0,28,0,28,0,28,0,28,0,28,0,25,0.12,25,0.12,25,0.12
1557,,,,,,,,,,,,,,,,,,,,,
1606,,,,,,,,,,,,,,,,,,,,,
1614,,,,,,,,,,,,,,,,,,,,,
1617,,,,,,,,,,,,,,,,,,,,,
1618,,,,,,,,,,,,,,,,,,,,,
1621,37.5,37.5,0,37.5,0,37.5,0,37.5,0,37.5,0,33.9,0.106,39.5,-0.0506,38,-0.0132,38,-0.0132,,
1623,37.5,37.5,0,37.5,0,37.5,0,37.5,0,37.5,0,33.9,0.106,39.5,-0.0506,38,-0.0132,38,-0.0132,,
1624,33.5,33.5,0,33.5,0,33.5,0,28,0.196,,,,,,,,,,,23.6,0.419
1625,33.5,33.5,0,33.5,0,33.5,0,26.5,0.264,,,,,,,,,23.6,0.419,23.6,0.419
1626,,,,,,,,,,,,,,,,,,,,,
1628,7.5,7.5,0,7.5,0,7.5,0,7.5,0,7.5,0,7.5,0,7.5,0,,,6.2,0.21,6.2,0.21
1629,25,25,0,25,0,25,0,25,0,25,0,25,0,25,0,26,-0.0385,19.5,0.282,19.5,0.282
1642,10.5,10.5,0,10.5,0,10.5,0,10.5,0,10.5,0,10.5,0,10.5,0,,,,,,
1655,,,,,,,,,,,,,,,,,,,,,
1656,11.5,11.5,0,11.5,0,11.5,0,12.9,-0.109,12.9,-0.109,12.9,-0.109,12.9,-0.109,7.5,0.533,7.5,0.533,7.5,0.533
