id_producto,hoy,1,1_cambio,3,3_cambio,7,7_cambio,14,14_cambio,30,30_cambio
1082,21.9,21.9,0,21.9,0,19.5,0.123,19.5,0.123,19.5,0.123
1090,22.5,22.5,0,22.5,0,19.5,0.154,19.5,0.154,19.5,0.154
1104,21.9,21.9,0,21.9,0,19.5,0.123,19.5,0.123,19.5,0.123
1112,21.9,21.9,0,21.9,0,19.5,0.123,19.5,0.123,19.5,0.123
1120,21.9,21.9,0,21.9,0,19.5,0.123,19.5,0.123,19.5,0.123
1139,21.9,21.9,0,21.9,0,19.5,0.123,19.5,0.123,19.5,0.123
1155,21.9,21.9,0,21.9,0,19.5,0.123,19.5,0.123,19.5,0.123
1163,25,25,0,25,0,19.5,0.282,19.5,0.282,19.5,0.282
1557,27.5,27.5,0,27.5,0,27.5,0,27.5,0,26.5,0.0377
1614,,,,,,,,,,,
1617,,,,,,,,,,,
1618,3,3,0,3,0,3,0,3,0,2.5,0.2
1621,27.5,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0
1623,27.5,27.5,0,27.5,0,27.5,0,27.5,0,27.5,0
1624,23.6,23.6,0,23.6,0,23.6,0,23.6,0,21,0.124
1625,23.6,23.6,0,23.6,0,23.6,0,23.6,0,21,0.124
1626,5.7,5.7,0,5.5,0.0364,5.5,0.0364,,,5.5,0.0364
1628,5.7,5.7,0,5.5,0.0364,5.5,0.0364,5.5,0.0364,5.5,0.0364
1629,19,19,0,19,0,19,0,19,0,19,0
1655,7.5,7.5,0,7.5,0,7.5,0,7.5,0,7.5,0
1656,7,7,0,7,0,7,0,7,0,7,0
1657,7,7,0,7,0,7,0,7,0,7,0
1659,11.8,11.8,0,11.8,0,11.8,0,11.8,0,7.5,0.573
1661,11.8,11.8,0,11.8,0,11.8,0,11.8,0,7.5,0.573
1705,,,,,,,,,,,
1713,57,57,0,57,0,57,0,57,0,,
1714,15.5,15.5,0,15.5,0,15.5,0,15.5,0,15.5,0
1715,15.5,15.5,0,15.5,0,15.5,0,15.5,0,15.5,0
1718,52,52,0,52,0,52,0,52,0,52,0
1719,40,40,0,40,0,40,0,40,0,40,0
1731,10.2,10.2,0,10.2,0,10.2,0,10.2,0,9.2,0.109
1734,52,52,0,52,0,52,0,,,52,0
1747,22,22,0,22,0,22,0,22,0,22,0
1751,52,52,0,52,0,52,0,52,0,52,0
1752,,,,,,,,,,,
1758,18,18,0,18,0,18,0,18,0,18,0
1767,14.5,14.5,0,14.5,0,14.5,0,14.5,0,14.5,0
1776,,,,,,,,,,,
1777,,,,,,,,,,,
1799,105,105,0,105,0,105,0,105,0,105,0
1800,54,54,0,54,0,54,0,54,0,54,0
1801,12,12,0,12,0,12,0,12,0,12,0
1820,,,,,,,,,,,
1825,62.9,62.9,0,62.9,0,62.9,0,62.9,0,62.9,0
1826,31.2,31.2,0,31.2,0,31.2,0,31.2,0,31.2,0
1827,62.5,62.5,0,62.5,0,62.5,0,62.5,0,62.5,0
1831,13.5,13.5,0,13.5,0,13.5,0,13.5,0,12.5,0.08
1832,19,19,0,19,0,19,0,19,0,16.9,0.124
1833,19,19,0,19,0,19,0,19,0,17.5,0.0857
1834,19,19,0,19,0,19,0,19,0,17.5,0.0857
1843,,,,,,,,,,,
1844,12,12,0,12,0,12,0,12,0,12,0
1849,7.5,7.5,0,7.5,0,7.5,0,7.5,0,7.5,0
1851,9.3,9.3,0,9.3,0,9.3,0,9.3,0,9.3,0
1858,,,,,,,,,,,
1864,31.2,31.2,0,31.2,0,31.2,0,31.2,0,31.2,0
1867,255,255,0,255,0,255,0,255,0,255,0
1870,26.5,26.5,0,26.5,0,26.5,0,26.5,0,26.5,0
1880,26.5,26.5,0,26.5,0,26.5,0,26.5,0,26.5,0
1883,64,64,0,64,0,64,0,64,0,64,0
1884,59,59,0,59,0,59,0,59,0,59,0
1891,75,75,0,75,0,75,0,75,0,75,0
1904,,,,,,,,,,,
1905,315,315,0,315,0,315,0,315,0,315,0
1906,315,315,0,315,0,315,0,315,0,315,0
1907,360,360,0,360,0,360,0,360,0,360,0
1908,419,419,0,419,0,419,0,419,0,419,0
1971,15.5,15.5,0,15.5,0,15.5,0,15.5,0,15.5,0
2585,15,15,0,15,0,15,0,15,0,11.9,0.261
2640,39.8,39.8,0,39.8,0,39.8,0,39.8,0,39.8,0
2677,15,15,0,15,0,15,0,15,0,15.5,-0.0323
2718,21,21,0,21,0,21,0,21,0,21,0
3265,36.7,36.7,0,36.7,0,36.7,0,35,0.0486,34.6,0.0607
3270,57,57,0,57,0,57,0,54,0.0556,54,0.0556
3573,5.9,5.9,0,5.9,0,5.9,0,6.4,-0.0781,,
3705,135,135,0,135,0,135,0,135,0,135,0
3744,88,88,0,88,0,88,0,88,0,88,0
3751,7.5,7.5,0,7.5,0,7.5,0,7.5,0,6,0.25
3757,14.2,14.2,0,14.2,0,14.2,0,14.2,0,12.7,0.118
3760,7.5,7.5,0,7.5,0,7.5,0,7.5,0,6,0.25
3794,9,9,0,9,0,9,0,9,0,9,0
3808,9,9,0,9,0,9,0,9,0,9,0
3824,9,9,0,9,0,9,0,9,0,9,0
3871,80,80,0,80,0,80,0,80,0,80,0
3873,80,80,0,80,0,80,0,80,0,80,0
3883,7.5,7.5,0,7.5,0,7.5,0,7.5,0,6,0.25
4795,17,17,0,17,0,17,0,17,0,16,0.0625
4797,17,17,0,17,0,17,0,17,0,16,0.0625
4928,9.3,9.3,0,9.3,0,9.3,0,8,0.163,8,0.163
4944,9.3,9.3,0,9.3,0,9.3,0,8,0.163,8,0.163
5026,22.5,22.5,0,15.6,0.442,15.6,0.442,15.6,0.442,15.6,0.442
5035,60,60,0,54.9,0.0929,54.9,0.0929,54.9,0.0929,54.9,0.0929
5088,7.5,7.5,0,7.5,0,7.5,0,6.3,0.19,6.3,0.19
5114,14,14,0,14,0,14,0,14,0,,
5118,8.5,8.5,0,8.5,0,8.5,0,7.5,0.133,7.5,0.133
5126,4.7,4.7,0,4.7,0,4.7,0,3.7,0.27,3.7,0.27
5132,20,20,0,20,0,20,0,20,0,20,0
5156,23,23,0,23,0,23,0,23,0,23,0
5158,15,15,0,15,0,15,0,15,0,15,0
5163,24,24,0,24,0,24,0,24,0,24,0
5165,25,25,0,16,0.562,16,0.562,16,0.562,16,0.562
5166,24,24,0,24,0,24,0,24,0,24,0
5167,,,,,,,,,,,
5168,39,39,0,39,0,39,0,39,0,39,0
5171,19,19,0,19,0,19,0,19,0,19,0
5175,18,18,0,18,0,18,0,18,0,18,0
5178,30,30,0,30,0,30,0,30,0,30,0
5202,24,24,0,24,0,24,0,24,0,24,0
5203,30,30,0,25,0.2,25,0.2,25,0.2,25,0.2
5205,18,18,0,15,0.2,15,0.2,15,0.2,15,0.2
5206,,,,,,,,,,,
5217,20,20,0,20,0,20,0,20,0,,
5226,11,11,0,8,0.375,8,0.375,8,0.375,8,0.375
5312,14.5,14.5,0,14.5,0,14.5,0,14.5,0,14.5,0
5355,13,13,0,13,0,13,0,13,0,13,0
5363,12.8,12.8,0,12.8,0,12.8,0,12.8,0,12.8,0
5398,10,10,0,10,0,10,0,10,0,10,0
5491,21,21,0,15,0.4,15,0.4,15,0.4,15,0.4
5726,24,24,0,24,0,24,0,24,0,24,0
5727,,,,,,,,,,,
5731,19,19,0,19,0,19,0,19,0,19,0
5788,23.5,23.5,0,23.5,0,23.5,0,23.5,0,23.5,0
5791,7.8,7.8,0,7.8,0,7.8,0,7.8,0,6.8,0.147
5795,16,16,0,11.5,0.391,11.5,0.391,11.5,0.391,,
5877,32,32,0,32,0,32,0,32,0,32,0
6735,11.3,11.3,0,11.3,0,11.3,0,11.3,0,11,0.0273
6736,22.9,22.9,0,22.9,0,22.9,0,22.9,0,22.5,0.0178
6737,24.9,24.9,0,24.9,0,24.9,0,24.9,0,25,-0.004
6744,13,13,0,13,0,13,0,13,0,13,0
6753,6,6,0,6,0,6,0,6,0,4.9,0.224
6754,6,6,0,6,0,6,0,6,0,4.9,0.224
6778,18.5,18.5,0,18.5,0,18.5,0,18.5,0,18.5,0
6788,17,17,0,17,0,17,0,17,0,17,0
6819,36.5,36.5,0,36.5,0,36.5,0,,,,
6878,29.9,29.9,0,29.9,0,25,0.196,,,,
7197,69,69,0,69,0,69,0,69,0,92.5,-0.254
7795,72.5,72.5,0,72.5,0,72.5,0,72.5,0,72.5,0
7975,31.5,31.5,0,31.5,0,31.5,0,31.5,0,31.5,0
8176,30,30,0,30,0,30,0,30,0,30,0
8184,35.5,35.5,0,35.5,0,35.5,0,35.5,0,35.5,0
8192,31,31,0,31,0,31,0,31,0,31,0
8206,32.5,32.5,0,32.5,0,32.5,0,32.5,0,32.5,0
8210,4.7,4.7,0,4.7,0,4.7,0,4.7,0,4.7,0
8214,16.2,16.2,0,16.2,0,16.2,0,16.2,0,16.2,0
8222,16.2,16.2,0,16.2,0,16.2,0,16.2,0,16.2,0
